 	tutto	il	cibo	vuole	girato	</S>
a31	0.018897653	0.014655488	0.11381277	0.05902738	0.072284766	0.72132194
a8	0.09147256	0.014385006	0.27552968	0.03638232	0.4932314	0.08899904
a31	0.027583225	0.072015695	0.087009914	0.44338375	0.34678063	0.023226796
a29	0.013452384	0.031791802	0.052055903	0.5102485	0.38749593	0.0049554403
a20	0.13804278	0.19657405	0.21924946	0.414249	0.023864111	0.008020598
a39	0.38293567	0.2904995	0.098055035	0.15172571	0.005235847	0.07154839
a31	0.24288368	0.20912878	0.110726066	0.23183043	0.011382551	0.19404843
a0	0.21376817	0.10945734	0.117226705	0.35867503	0.16388641	0.036986355
a31	0.37735796	0.13131072	0.1936823	0.032608237	0.022357922	0.24268287
a24	0.04357863	0.043556854	0.12286906	0.24018908	0.48485482	0.06495153
a36	0.6177965	0.13426849	0.10974823	0.02655578	0.023548758	0.088082306
a11	0.55535275	0.14347303	0.19407494	0.025492124	0.012920628	0.068686575
a17	0.17740989	0.08066174	0.2616408	0.032321498	0.10481638	0.34314975
a31	0.34377304	0.09343788	0.1294624	0.02221055	0.059074584	0.3520415
a6	0.15854399	0.15776001	0.2862648	0.028469486	0.11045547	0.25850627
a31	0.35798565	0.19991976	0.120082974	0.06598428	0.07428597	0.18174142
a24	0.20534313	0.21425821	0.112677455	0.029622119	0.239746	0.19835308
a6	0.31937197	0.22692826	0.13994572	0.09041402	0.09212168	0.13121831
a31	0.20880766	0.16863732	0.15501559	0.12224841	0.13731524	0.20797575
a46	0.20355701	0.18355642	0.09096274	0.0411792	0.26614547	0.21459919
a39	0.2253028	0.1969471	0.15925552	0.13539113	0.13548827	0.14761521
a31	0.19260013	0.17847663	0.16184597	0.14595233	0.150515	0.17060985
a41	0.14233267	0.1348993	0.083924	0.056315113	0.32816833	0.25436053
a8	0.21715456	0.19489534	0.1618228	0.1406767	0.13999656	0.14545405
</S>	0.17385699	0.16929016	0.166197	0.16011019	0.16202225	0.1685234
