 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.008026122	0.008091232	0.02794982	0.016361332	0.015262864	0.020645533	0.012707631	0.08236827	0.80858713
a16	0.008303222	0.0038919384	0.02091403	0.0020407583	0.0013247413	0.89204943	0.017837849	0.04975561	0.0038823409
a31	0.06787222	0.1864424	0.05981154	0.07150917	0.098303735	0.41232157	0.058127835	0.03875808	0.0068534543
a24	0.0057130195	0.00032887034	0.00068725675	0.0012635891	0.0017602987	0.4745592	0.14329845	0.3718417	0.00054760865
a28	0.10063688	0.08266125	0.19537865	0.09470915	0.09739718	0.3500994	0.02424849	0.021290578	0.03357842
a31	0.25707713	0.121531956	0.1330723	0.07557758	0.11458298	0.18280089	0.013290533	0.018811492	0.08325515
a41	0.1389293	0.114096515	0.098686665	0.06484231	0.06258494	0.32758778	0.036749423	0.072781555	0.08374151
a31	0.08548222	0.10744872	0.20563732	0.044543922	0.04568374	0.14605837	0.0068021296	0.037675377	0.32066825
a28	0.09631629	0.10613198	0.11360246	0.06944565	0.06878867	0.44520065	0.032176007	0.03949312	0.028845219
a20	0.16772385	0.11269792	0.15924634	0.03997125	0.063608594	0.2879116	0.008285052	0.022060415	0.13849501
a46	0.21936403	0.15760559	0.24498048	0.109139375	0.10723891	0.14133117	0.004807411	0.006238791	0.009294247
a11	0.23265296	0.19654316	0.17587227	0.06605288	0.13398312	0.1586448	0.007715646	0.01030453	0.01823061
a46	0.19078119	0.2898468	0.15826653	0.047707263	0.092766054	0.11663978	0.01253502	0.019758606	0.071698815
a31	0.20241605	0.33684394	0.16653736	0.051330667	0.063874	0.068119824	0.015984971	0.023461746	0.07143146
a17	0.019844677	0.12366604	0.0510067	0.030853568	0.015388073	0.3525563	0.050270252	0.29979962	0.056614768
a31	0.26646414	0.22944504	0.14397326	0.046145823	0.03521668	0.046704922	0.016841903	0.035826437	0.17938177
a20	0.019565595	0.039127108	0.09894755	0.060633738	0.032266397	0.26521438	0.016131716	0.13084166	0.33727184
a31	0.2664464	0.257263	0.13428262	0.068121895	0.057013698	0.076640315	0.02398928	0.035575584	0.080667175
a13	0.023580978	0.029022694	0.039312594	0.03190646	0.028393026	0.34762946	0.025142308	0.11692645	0.3580861
a18	0.19434182	0.21185605	0.12618187	0.10104114	0.09073938	0.14743294	0.033040866	0.042552624	0.05281325
a13	0.21645221	0.2082085	0.13411143	0.101065546	0.06638998	0.07815552	0.0354142	0.054612774	0.10558983
a31	0.25629795	0.15415163	0.1089099	0.10953988	0.065957986	0.06199702	0.042914193	0.066052146	0.13417932
a18	0.08985795	0.08836854	0.065095276	0.076172486	0.054433867	0.29106483	0.042858347	0.109370835	0.1827778
a3	0.22213238	0.21917082	0.12539461	0.13530928	0.07877255	0.07016928	0.039613713	0.048139293	0.06129807
a0	0.23526226	0.1646322	0.11251636	0.13687019	0.0821086	0.06941551	0.052340638	0.0633671	0.08348709
a20	0.26195273	0.14171346	0.09976171	0.0998988	0.09050272	0.07232481	0.06969858	0.07313941	0.091007836
a31	0.24318358	0.12634933	0.097598515	0.09723379	0.09620111	0.078035556	0.0788173	0.08191529	0.10066552
a13	0.089073084	0.11934173	0.07226468	0.0993089	0.05046158	0.12102287	0.09677186	0.23683651	0.11491877
a31	0.20411825	0.17330265	0.10968864	0.12850639	0.080869	0.07318625	0.058117468	0.07056452	0.10164684
a20	0.065966986	0.054816797	0.02246701	0.02605349	0.045954634	0.20647119	0.14628719	0.21048245	0.22150028
a13	0.15408304	0.1462551	0.1168425	0.13284233	0.101107575	0.094127655	0.08170967	0.084637724	0.088394396
a20	0.13134262	0.12609433	0.11408154	0.12388869	0.105937906	0.1013407	0.096161984	0.09925917	0.10189308
a31	0.14401618	0.11866326	0.10887865	0.112332046	0.106666096	0.10152362	0.10059685	0.10196142	0.10536188
a17	0.049429327	0.044631664	0.027804768	0.03285464	0.035659697	0.21413864	0.12428712	0.22488414	0.24630994
a20	0.13291034	0.12872238	0.11421629	0.121657774	0.10613709	0.10235509	0.09596994	0.097509146	0.100521944
</S>	0.120205514	0.11574149	0.111536816	0.11457102	0.10890652	0.10710342	0.10582474	0.10723363	0.108876824
