 	può	che	sono	ancora	svegli	</S>
a31	0.26392573	0.053535253	0.11092498	0.052832186	0.082503386	0.43627852
a7	0.35421705	0.024396753	0.024344366	0.03211508	0.2828833	0.2820434
a31	0.08937633	0.091886096	0.032548048	0.33147156	0.2749599	0.17975803
a7	0.14846641	0.27814564	0.014024796	0.07370741	0.44594732	0.03970849
a31	0.19987239	0.27002558	0.15072864	0.22343823	0.14806047	0.007874595
a37	0.20910446	0.21107677	0.17747751	0.11053679	0.100443535	0.19136094
a31	0.44547597	0.100817986	0.07388096	0.060062505	0.14285299	0.17690952
a39	0.10921483	0.29359767	0.1280912	0.1404276	0.18615809	0.14251065
a31	0.14545022	0.30393398	0.29742274	0.030688543	0.039856058	0.18264852
a20	0.028200425	0.51116824	0.17326827	0.055120733	0.05474156	0.17750075
a31	0.12761007	0.29257634	0.39146408	0.058443315	0.070244975	0.05966129
a46	0.030469717	0.31186113	0.48676193	0.078152955	0.042648546	0.050105736
a8	0.14739752	0.1800456	0.28764182	0.13044308	0.12962906	0.12484294
a46	0.16755998	0.17731243	0.20203306	0.1444212	0.15075086	0.15792257
a8	0.16943976	0.18904857	0.25507677	0.13028891	0.12498686	0.1311591
a31	0.18152347	0.22062719	0.3876044	0.078662544	0.063035324	0.068547115
a20	0.031926014	0.16550533	0.5654867	0.06918211	0.08013733	0.08776252
</S>	0.16390531	0.17194304	0.20917755	0.15322362	0.1510577	0.1506928
