 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
a31	0.006017261	0.0012755652	0.084508955	0.7518314	0.015436763	0.027283194	0.071114965	0.022099407	0.010287181	0.0029084645	0.0011610986	0.006075651
a18	0.092769705	0.0067825657	0.21296099	0.4239555	0.06552623	0.05758576	0.053513344	0.05185791	0.02529979	0.0025881967	0.00013815152	0.0070218467
a31	0.018302917	0.012184049	0.20379978	0.32747766	0.29416302	0.031053357	0.023009036	0.042615116	0.033644605	0.008402253	0.0018426697	0.0035056577
a24	0.01248796	0.0024355832	0.013126407	0.021389794	0.2452189	0.014099228	0.03434391	0.13904141	0.06372927	0.45364818	0.00011655798	0.00036283387
a31	0.021882383	0.005747303	0.29849008	0.18684883	0.16207457	0.046994064	0.04168394	0.13626432	0.092597544	0.005852331	0.00025649497	0.0013081087
a17	0.019796664	0.0012444736	0.012667642	0.01357115	0.038171083	0.028524168	0.088332444	0.13531223	0.35497087	0.3043152	0.00036091465	0.0027331007
a31	0.0403468	0.0021950603	0.007463457	0.0135888485	0.014287338	0.049438413	0.2748131	0.32213214	0.25420517	0.020256732	0.00054149417	0.00073145475
a20	0.12914525	0.0091052	0.0654095	0.14998308	0.12478307	0.1372797	0.08905572	0.08845441	0.08993755	0.10501677	0.0032461814	0.008583591
a7	0.17749506	0.0042898846	0.018540815	0.040259615	0.01509956	0.15562767	0.3458241	0.16337708	0.05827145	0.013878405	0.0024695187	0.0048668003
a31	0.319308	0.013300605	0.01386721	0.033532497	0.045705333	0.35271206	0.16125543	0.03914376	0.008983689	0.0018347458	0.0064803674	0.0038763855
a18	0.042067707	0.011264373	0.12727176	0.34110853	0.09443974	0.16816399	0.10725976	0.061068915	0.012833243	0.0046531525	0.010203373	0.019665416
a41	0.2792941	0.004463307	0.026933566	0.088957734	0.02673947	0.28286728	0.18855643	0.04353095	0.025436262	0.02049971	0.0055034645	0.0072177253
a31	0.1343199	0.0049416334	0.028974457	0.05803688	0.026062455	0.55204403	0.15704067	0.015168265	0.0031336253	0.0010994227	0.007477108	0.011701604
a46	0.030589614	0.006187867	0.24452084	0.48185092	0.037224486	0.07549358	0.05986312	0.015346726	0.0032829868	0.0018234068	0.009570182	0.034246393
a20	0.21043253	0.005797581	0.037858807	0.14059412	0.06552591	0.37114885	0.07594255	0.02452736	0.027669685	0.0232796	0.00907174	0.008151297
a31	0.12633392	0.0058116536	0.045447912	0.08734586	0.060874976	0.50676465	0.07396874	0.021874629	0.019180607	0.013575144	0.012537702	0.026284173
a39	0.03805144	0.0045424905	0.17054643	0.6099924	0.05154973	0.03954973	0.0163003	0.0046699094	0.003834445	0.0033788038	0.012912812	0.04467149
a31	0.14198394	0.010460312	0.047072146	0.18674439	0.1238217	0.324392	0.050574973	0.026644787	0.03558197	0.028247043	0.013345479	0.011131229
a24	0.040776648	0.0056547127	0.15527254	0.57469124	0.087900914	0.02464268	0.007990394	0.004125957	0.0048189596	0.005874747	0.018472645	0.06977862
a31	0.11360803	0.019538665	0.0515123	0.22204672	0.16756713	0.2526651	0.038945127	0.027961863	0.035288095	0.029726895	0.021388661	0.019751418
a17	0.047965083	0.0077524236	0.11686977	0.5613243	0.10283372	0.023823326	0.0058896393	0.0050953664	0.0066632912	0.008688581	0.026917266	0.086177155
a31	0.10143122	0.030585397	0.05946524	0.19838144	0.18194439	0.20292175	0.045242567	0.03680384	0.042478118	0.037975237	0.031872947	0.030897861
a8	0.055220146	0.012208291	0.089055166	0.52684224	0.10147439	0.024477728	0.0059572724	0.007967911	0.0111228805	0.014251448	0.04241894	0.10900367
a24	0.09497529	0.048265815	0.06987415	0.15649433	0.16455738	0.153901	0.05753855	0.051281672	0.054101773	0.05161403	0.048831962	0.048563994
a20	0.09071545	0.06262582	0.07404799	0.107862554	0.12185581	0.13261628	0.0712315	0.06752557	0.072541706	0.06856658	0.06502572	0.06538502
a41	0.08824372	0.06674428	0.07627076	0.09974371	0.11901473	0.114685684	0.07409552	0.07227412	0.0776387	0.07356506	0.06860078	0.06912287
a31	0.08775522	0.07109753	0.078718655	0.09572603	0.11344138	0.10545078	0.076061204	0.074369855	0.07751199	0.07500821	0.072062634	0.072796464
a46	0.073041245	0.040773705	0.039391976	0.20238005	0.06996696	0.043364823	0.02022445	0.031269677	0.043817285	0.050134916	0.22127146	0.1643635
a31	0.08878162	0.07284502	0.07994847	0.09635757	0.11540654	0.10268544	0.07596299	0.07386046	0.0746885	0.0738847	0.07280807	0.07277059
a20	0.067828394	0.0465092	0.037114188	0.17967568	0.051027875	0.03274154	0.019464692	0.034851857	0.050637633	0.058909204	0.23417015	0.18706958
a8	0.08975027	0.06788598	0.07884079	0.11087859	0.12776002	0.11027834	0.07191761	0.068728134	0.06950924	0.06863892	0.067861125	0.06795101
</S>	0.08540482	0.077814355	0.08129979	0.089761294	0.09573045	0.093980074	0.080079205	0.07914263	0.08047271	0.07940345	0.07837516	0.078536026
