 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.011968251	0.014286195	0.50542444	0.09578797	0.016305579	0.020889789	0.09151108	0.24382667
a31	0.015429328	0.006545512	0.8215661	0.1390999	0.00017395239	0.0013238189	0.0063535674	0.009507901
a7	0.012373572	0.042257387	0.8905002	0.027732	6.1362693e-06	0.00046538215	0.026663069	2.2868285e-06
a31	0.022316754	0.015378476	0.28462005	0.45220554	0.059885222	0.12115909	0.0353694	0.009065508
a21	0.020638239	0.0054882714	0.08170658	0.67428076	0.057280183	0.11842161	0.01700816	0.025176207
a31	0.029995523	0.09242391	0.2181737	0.4171778	0.14232744	0.052670345	0.02212976	0.025101498
a11	0.10199766	0.62376654	0.114327535	0.049930573	0.048425857	0.046558432	0.010257616	0.0047358302
a31	0.07523585	0.33114067	0.26020148	0.21468559	0.035335347	0.043001045	0.02867685	0.011723173
a46	0.19263603	0.42081517	0.07741477	0.08128504	0.06898137	0.105366856	0.050576113	0.0029246835
a31	0.21067214	0.20178229	0.39664707	0.10382148	0.010565509	0.01583148	0.027607828	0.03307226
a17	0.058830168	0.19827498	0.42356107	0.11922912	0.022158178	0.03767343	0.110505775	0.029767256
a20	0.608914	0.10964847	0.10029949	0.015289697	0.10097246	0.0198609	0.022125395	0.022889642
a31	0.35236338	0.071185164	0.1957789	0.04471961	0.13921863	0.03592033	0.036354147	0.12445984
a20	0.083989665	0.200634	0.3321254	0.015628573	0.020868752	0.009332122	0.10317496	0.23424658
</S>	0.38071227	0.121236295	0.061296176	0.032259133	0.28856254	0.04913698	0.03811422	0.028682457
