 	questa	canzone	venne	scritta	quattro	anni	fa	</S>
a31	0.03707662	0.20990877	0.009241871	0.008819024	0.018206526	0.06761152	0.10469661	0.5444391
a21	0.012717931	0.060178608	0.0063287364	0.045819383	0.4394252	0.3488833	0.07393897	0.012707904
a37	0.07056188	0.3672607	0.4373614	0.026525106	0.026016641	0.01224228	0.018858744	0.04117328
a31	0.023882847	0.627973	0.1123371	0.06270038	0.052338943	0.043831784	0.03435337	0.04258256
a17	0.21696842	0.13851854	0.2139749	0.26781702	0.0656461	0.054017603	0.033477593	0.009579771
a20	0.3190992	0.26913238	0.057706747	0.043188136	0.03358418	0.09779779	0.07085093	0.108640626
a41	0.55142355	0.1434321	0.08758969	0.091102846	0.020162715	0.040252674	0.02160861	0.04442789
a31	0.3239865	0.25302312	0.038119838	0.12267973	0.020645896	0.05898117	0.050921764	0.131642
a46	0.22353844	0.1772911	0.055599358	0.46953073	0.03064231	0.015033812	0.0141990995	0.014165125
a31	0.18599802	0.08518258	0.023326475	0.02995373	0.017357063	0.08199541	0.06868925	0.50749743
a13	0.06583669	0.12194934	0.08739846	0.4299951	0.10151944	0.06554551	0.06922682	0.05852867
a41	0.33169237	0.072444916	0.05416041	0.17881861	0.030819554	0.04505712	0.03875235	0.24825463
a31	0.14090985	0.104075946	0.041784566	0.09756688	0.02387666	0.07256601	0.06895828	0.4502618
a33	0.024252906	0.13545749	0.043819282	0.32288522	0.053417828	0.07815745	0.13845332	0.2035565
a31	0.20705001	0.03548443	0.17190473	0.12811182	0.10891993	0.10884537	0.08171523	0.15796845
a28	0.034523662	0.08189589	0.07727835	0.29694477	0.051186614	0.07433049	0.1481504	0.23568985
a20	0.18059473	0.025855176	0.22052355	0.2167298	0.11698611	0.09698156	0.06941	0.07291901
a8	0.08038603	0.03597418	0.19990715	0.15552314	0.1390152	0.12941907	0.102998815	0.1567764
a31	0.097080484	0.10595751	0.16346821	0.06019948	0.14778435	0.12772506	0.091671124	0.20611374
a39	0.086832814	0.07147443	0.33968973	0.12551452	0.059660032	0.07341403	0.12019107	0.12322333
a41	0.11406942	0.047862038	0.36534533	0.0965316	0.13659616	0.09990272	0.07191758	0.067775205
a13	0.10973376	0.08244507	0.28767264	0.103209674	0.12667143	0.10319786	0.08668098	0.10038861
a31	0.15158668	0.12155221	0.17086866	0.12087296	0.09494306	0.09702102	0.095549464	0.14760596
a35	0.083423205	0.13238528	0.23956658	0.1360515	0.07988223	0.08305091	0.1055226	0.14011773
a31	0.11832185	0.09435941	0.21991423	0.102996066	0.13646375	0.11724531	0.10271552	0.107983835
a21	0.062472045	0.05253414	0.17195441	0.09128355	0.066366576	0.12807581	0.2679388	0.15937467
a31	0.11924299	0.1013213	0.22697374	0.11408169	0.11835272	0.11046572	0.105111204	0.104450695
a10	0.051777687	0.038898	0.12960127	0.061507463	0.059786223	0.15688635	0.31338948	0.18815343
</S>	0.11588219	0.07980866	0.36908993	0.112679064	0.08415385	0.080581866	0.07973548	0.078068964
