 	voglio	che	Maria	è	di	venire	domani	</S>
a8	0.028838633	0.008840883	0.009515723	0.026280573	0.01031237	0.030800557	0.058602232	0.82680905
a20	0.117621996	0.5242345	0.026266798	0.013651737	0.02348891	0.20564763	0.020357195	0.06873129
a8	0.003412238	0.018975455	0.0036992207	0.0054058693	0.0400586	0.9144761	0.013381626	0.0005908855
a20	0.07608647	0.6183566	0.040698823	0.0223686	0.030051786	0.13565987	0.07059618	0.006181646
a31	0.1904626	0.18542172	0.029412722	0.031262953	0.032947406	0.42978755	0.06424127	0.036463715
a28	0.00703734	0.15864159	0.00031309103	0.0036427232	0.0015273229	0.8259805	0.0024417215	0.00041583134
a31	0.2491436	0.19779888	0.09278563	0.20231833	0.06327376	0.10243025	0.017433703	0.07481582
a18	0.26407772	0.23224771	0.01594454	0.0649114	0.031048922	0.29932374	0.009564631	0.08288135
a31	0.30484462	0.15461406	0.0229385	0.03422908	0.017010393	0.03482971	0.03132894	0.4002047
a3	0.20358922	0.08748608	0.057068147	0.1608373	0.20180154	0.24621755	0.017097225	0.02590302
a31	0.25861892	0.096765734	0.018497817	0.020113498	0.012494687	0.022981687	0.03946393	0.53106374
a18	0.10109532	0.06307034	0.08718719	0.15358202	0.19469136	0.29427952	0.04696135	0.05913293
a31	0.18756193	0.1385025	0.032540143	0.039948028	0.024102442	0.027518976	0.031356942	0.5184691
a17	0.058636453	0.041300774	0.07561998	0.116096295	0.07663945	0.1929518	0.13207376	0.3066815
a20	0.20026597	0.2873617	0.09023217	0.11500263	0.06573407	0.058063585	0.04399595	0.13934389
a31	0.08340921	0.16801403	0.06857902	0.082464986	0.054821216	0.061761416	0.073884204	0.407066
a20	0.057041436	0.112291746	0.060685214	0.076601885	0.03433521	0.047571085	0.09699134	0.5144821
a31	0.15397237	0.32627925	0.11605963	0.14686067	0.07997525	0.06431072	0.04549401	0.06704805
a20	0.060506187	0.1334915	0.07016926	0.11726242	0.03869531	0.08808804	0.12268691	0.36910033
a46	0.13928327	0.33672577	0.12115714	0.15397799	0.08256716	0.065991834	0.047571678	0.05272519
a31	0.11825727	0.24307989	0.11481404	0.12954421	0.09754015	0.09295017	0.089264244	0.11455003
a46	0.058140807	0.124856755	0.05933176	0.07565625	0.046891976	0.10365845	0.20573191	0.32573208
a8	0.12682158	0.21051203	0.12156343	0.13183711	0.108035	0.10243738	0.09760335	0.10119008
a39	0.1252322	0.13705777	0.12003973	0.121842206	0.11736149	0.11734403	0.11927243	0.14185013
a31	0.13837391	0.13399437	0.11712592	0.12049337	0.11363022	0.11322435	0.11611252	0.14704534
</S>	0.0731217	0.10147451	0.077809736	0.09203355	0.06860008	0.10735521	0.19595048	0.28365475
