 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a33	0.024861904	0.00865197	0.14207482	0.05303008	0.07901941	0.13620348	0.18157962	0.02852645	0.015806926	0.014579197	0.016967706	0.1407352	0.15796325
a31	0.12173582	0.27073076	0.3115324	0.14636795	0.12515682	0.0102892835	0.0041873916	0.0025652829	0.004938251	0.00016356118	6.1773186e-05	0.0015201045	0.00075060833
a20	0.09376277	0.005374472	0.5920725	0.046300195	0.065580875	0.008966027	0.05367046	0.055649776	0.06784795	3.523779e-05	2.8940062e-06	0.010736456	4.5805464e-07
a31	0.04452686	0.11712696	0.28065804	0.18869714	0.03820935	0.010219819	0.015419624	0.06686122	0.15959327	0.015444644	0.0056762476	0.045603737	0.011963161
a28	0.044120576	0.021885462	0.06321928	0.015226404	0.008960327	0.007522558	0.038891364	0.1461074	0.35405135	0.007826968	0.0063449703	0.2731259	0.012717418
a20	0.06518655	0.10492136	0.40264064	0.17215618	0.01757661	0.026575753	0.03824172	0.051736407	0.07857984	0.0073169027	0.0029981723	0.01786418	0.014205671
a37	0.05017297	0.077065125	0.3649117	0.14378925	0.014014086	0.02559976	0.037679195	0.08831062	0.16115084	0.008244775	0.0020002425	0.014650278	0.012411199
a31	0.07767546	0.0726694	0.30944005	0.1125412	0.016586091	0.047906835	0.08385218	0.14133583	0.110585704	0.0017859928	0.001013508	0.011708131	0.0128996195
a20	0.14891121	0.17017014	0.14305362	0.078910306	0.063849054	0.019781213	0.014256571	0.064933	0.24643685	0.0029812802	0.0031484873	0.028763602	0.014804596
a31	0.11230221	0.062036265	0.1081091	0.06785455	0.15620655	0.24780759	0.10413094	0.08275775	0.019820722	0.008489753	0.0031751434	0.019336922	0.007972541
a46	0.13506655	0.08378128	0.21192974	0.1411696	0.068402395	0.046927974	0.034884423	0.09578393	0.12370739	0.008128972	0.022981938	0.013721833	0.013514018
a20	0.095536895	0.04087448	0.04898169	0.032358807	0.14822835	0.406233	0.12694491	0.04727814	0.01035108	0.007553811	0.004120353	0.021747893	0.009790546
a31	0.13631076	0.086755425	0.11163428	0.073846295	0.15549518	0.18664405	0.07958043	0.11234773	0.025763426	0.009848361	0.0057570133	0.010673425	0.0053437175
a20	0.03511735	0.039883364	0.3455509	0.25218412	0.04797364	0.043331146	0.041303676	0.0541392	0.06490424	0.011144502	0.016679283	0.024231674	0.02355694
a37	0.20111342	0.06260902	0.051453445	0.03475722	0.11945567	0.3351566	0.099224895	0.023570811	0.008505869	0.013362812	0.027934123	0.013515585	0.009340533
a31	0.066571854	0.03555683	0.19008702	0.11255132	0.13210285	0.28719723	0.0861461	0.021894107	0.0072695725	0.014018563	0.00825646	0.025780594	0.012567525
a17	0.018497728	0.028718611	0.28044212	0.2069934	0.038765967	0.15017629	0.10845777	0.008255262	0.013238856	0.005407834	0.00800013	0.03007481	0.10297131
a31	0.2283185	0.061723616	0.08424526	0.06527301	0.1493624	0.16150172	0.05498038	0.011898668	0.010011583	0.019792728	0.13554594	0.009375549	0.007970687
a18	0.04792938	0.058595635	0.18819466	0.12130615	0.048783246	0.16777536	0.08968916	0.010789063	0.0347481	0.022361364	0.01773098	0.052884668	0.1392122
a37	0.14171077	0.05844589	0.10681335	0.08908823	0.17981221	0.15400878	0.056408767	0.015580628	0.014749023	0.021004932	0.14054443	0.011594031	0.01023888
a20	0.11089206	0.04347518	0.13755146	0.09486657	0.16686319	0.17736934	0.05032563	0.013166893	0.012942699	0.019254757	0.14469866	0.01335897	0.015234613
a31	0.15492369	0.051015187	0.09252186	0.0616325	0.25023347	0.13606566	0.033355586	0.020148352	0.01501196	0.02843368	0.11274303	0.022980666	0.020934394
a11	0.061131623	0.049792264	0.22383422	0.12974188	0.10218853	0.09023302	0.028975181	0.011138503	0.062302746	0.035637975	0.018540295	0.07066252	0.11582127
a31	0.09753948	0.050361615	0.09521312	0.080485	0.270095	0.16383183	0.0497764	0.025473535	0.0243755	0.027018553	0.069969535	0.02318525	0.022675179
a8	0.07889474	0.06797145	0.05544093	0.038900867	0.093744345	0.06514272	0.022923622	0.0280782	0.1222272	0.09875254	0.05835626	0.12519951	0.14436758
</S>	0.08020874	0.058673017	0.08193078	0.07432273	0.2383477	0.12440757	0.05832968	0.046061147	0.04527401	0.0460644	0.057058625	0.04474476	0.04457678
