 	il	muro	vuole	uno	specchio	</S>
a23	0.11289255	0.050692372	0.10608855	0.056306463	0.13956891	0.5344511
a20	0.2820506	0.057104327	0.034359142	0.020394932	0.4429544	0.1631366
a31	0.64137745	0.07771319	0.043016586	0.014139052	0.2031668	0.020586995
a24	0.17585902	0.00051130226	0.08890929	0.0021295242	0.7323966	0.00019422139
a31	0.18761268	0.043803826	0.3799831	0.2045505	0.1758635	0.008186305
a13	0.4981683	0.04750711	0.154979	0.03279853	0.24797265	0.018574446
a39	0.66419524	0.06627352	0.10387215	0.027963156	0.097056985	0.040638957
a20	0.7419631	0.031909015	0.055624895	0.02458951	0.06496335	0.080950186
a31	0.68784815	0.027115712	0.050307415	0.03208355	0.06159075	0.14105445
a24	0.48371044	0.020183722	0.18390034	0.023368713	0.2851299	0.0037069647
a8	0.19952749	0.012062907	0.02023643	0.012193327	0.016771792	0.7392081
a31	0.116573334	0.016363572	0.023349466	0.022167549	0.019071097	0.802475
a20	0.39337552	0.024045313	0.2082085	0.11561811	0.11853885	0.14021368
a31	0.41820985	0.09214508	0.12806383	0.05868146	0.08757331	0.21532649
a29	0.06009424	0.056226365	0.22844219	0.2884829	0.10774618	0.25900805
a31	0.37731606	0.14453378	0.13454235	0.10938632	0.1209642	0.113257326
a8	0.03665862	0.12142742	0.19773212	0.2600389	0.15798171	0.22616114
a20	0.20346914	0.16212541	0.16218232	0.15793118	0.1582511	0.1560409
</S>	0.18254797	0.16258217	0.16737938	0.16550605	0.1613031	0.16068129
