 	è	possibile	che	è	entrato	da	qui	</S>
a13	0.27197468	0.04117599	0.53063506	0.021362597	0.011160877	0.016044984	0.044349644	0.06329607
a31	0.078645274	0.04668782	0.12872517	0.7255674	0.0029774343	0.0028075245	0.0045763208	0.010013035
a15	0.0009611279	2.5850379e-05	0.98779404	0.011176734	9.260444e-08	4.2047996e-05	2.234966e-08	6.5189425e-08
a20	0.0011717589	0.000963275	0.99459934	0.0031202312	1.1208733e-05	0.00011533219	4.447145e-06	1.4358326e-05
a11	0.2864262	0.011211546	0.6664646	0.03356685	0.00055984856	0.00023209181	0.00052889006	0.0010098853
a31	0.28578404	0.124892905	0.31266746	0.19446465	0.04643732	0.006949948	0.013762118	0.015041566
a39	0.49720588	0.065033264	0.1955296	0.16228844	0.018032202	0.011401373	0.039757375	0.010751862
a46	0.8496536	0.0075701466	0.01218315	0.07060343	0.011809779	0.0056509813	0.024889633	0.017639162
a18	0.7768043	0.004769563	0.014058987	0.046882108	0.028189084	0.01838793	0.06024698	0.050661106
a31	0.44187397	0.017862374	0.025179418	0.04529672	0.0715513	0.04147395	0.11950542	0.23725682
a13	0.13409197	0.18906501	0.12453888	0.018688934	0.051434163	0.06696224	0.19498362	0.22023517
a31	0.3311754	0.11776169	0.14161812	0.04411341	0.27933335	0.021118622	0.037141122	0.027738312
a46	0.04735928	0.33494687	0.10142517	0.06725734	0.18443656	0.16845046	0.069632955	0.02649131
a31	0.15586779	0.18901345	0.13756622	0.09575557	0.14462534	0.09029508	0.09663368	0.090242915
</S>	0.057408888	0.23046067	0.12407523	0.11936866	0.18623377	0.17820717	0.0806468	0.023598831
