 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
a8	0.013342722	0.0040795277	0.007654631	0.008700013	0.1678697	0.028430913	0.31782696	0.45209557
a31	0.10935736	0.031192133	0.011441845	0.44179207	0.06161606	0.27053288	0.018126545	0.05594111
a8	0.00092203176	0.00046833945	0.0006413412	0.90985745	0.083158374	0.0047767707	0.00017484452	8.4585895e-07
a31	0.010995678	0.012431351	0.12842332	0.7379995	0.08598303	0.018450059	0.004698924	0.0010181314
a20	0.001479374	0.0007551884	0.01185158	0.9816473	0.0013062081	0.001893067	0.001014269	5.303762e-05
a31	0.09993632	0.07065155	0.17418355	0.15924428	0.029642802	0.27502745	0.12896328	0.062350787
a24	0.12442057	0.03971971	0.041080013	0.2767785	0.039558705	0.18670116	0.17693967	0.11480166
a31	0.10597802	0.029409226	0.012156599	0.00339117	0.004378655	0.21435605	0.29806492	0.33226532
a28	0.15579286	0.064978264	0.12136319	0.22081286	0.020957634	0.3358313	0.03149049	0.04877343
a17	0.1352345	0.029260851	0.037389454	0.15021148	0.011451483	0.18070507	0.09554599	0.36020118
a31	0.48111117	0.085357994	0.040542047	0.015878523	0.00610077	0.20194614	0.054736227	0.11432711
a28	0.058124118	0.092048585	0.053673852	0.03703907	0.017070852	0.28275734	0.21877483	0.24051145
a13	0.31823304	0.09344434	0.08577518	0.15126835	0.00838454	0.0820395	0.08178389	0.17907116
a31	0.19889697	0.0784218	0.06878614	0.07407965	0.0119343065	0.10643426	0.1408713	0.3205756
a23	0.04186205	0.07347831	0.018271368	0.019661106	0.013064735	0.063629	0.23457468	0.53545874
a31	0.37555158	0.08676663	0.056099556	0.059292845	0.030122118	0.06045053	0.13784212	0.1938746
a18	0.15933281	0.18727644	0.040194083	0.031148449	0.02525699	0.06568519	0.16081175	0.33029422
a31	0.4120802	0.1005742	0.06552982	0.074466065	0.03641292	0.056151744	0.112356246	0.14242877
a18	0.30994037	0.22248334	0.077410124	0.041476563	0.050026655	0.06739788	0.097447105	0.13381803
a31	0.3944563	0.10433209	0.07645222	0.09345599	0.051579125	0.061897427	0.0998779	0.11794897
a24	0.35326737	0.17551662	0.100475356	0.043652475	0.085590884	0.0703842	0.0807758	0.09033735
a17	0.23598	0.11680142	0.10637224	0.11840228	0.09683196	0.09828896	0.11086625	0.116456844
a20	0.1638518	0.11511407	0.10999734	0.1127948	0.1070377	0.11152579	0.13321057	0.14646792
</S>	0.15485618	0.11941984	0.11534238	0.117201895	0.1135312	0.115901865	0.12795492	0.13579175
