 	voglio	che	Maria	viene	domani	</S>
a33	0.11877319	0.068684034	0.05234782	0.048191972	0.04370647	0.6682965
a31	0.1817455	0.3186753	0.007010345	0.013241591	0.12332149	0.3560057
a11	0.0034467962	0.9877192	0.0012139719	0.005491663	0.002087833	4.060555e-05
a31	0.035088018	0.0908378	0.09670505	0.19334407	0.5670318	0.016993271
a18	0.15893634	0.5897007	0.057655167	0.057732582	0.1060716	0.029903691
a31	0.12833992	0.12724817	0.34166938	0.26276168	0.112479724	0.02750119
a42	0.07980451	0.42146307	0.31097582	0.092666455	0.084215716	0.010874543
a37	0.5076562	0.18480913	0.08480802	0.08225929	0.036195174	0.10427218
a31	0.31907138	0.15331654	0.22522645	0.14375448	0.056745037	0.10188607
a20	0.16261025	0.31570566	0.21389152	0.20957172	0.06968614	0.028534727
a31	0.21368024	0.30387583	0.1454998	0.024201864	0.026844108	0.28589812
a8	0.02835101	0.15672699	0.1427225	0.12369828	0.09351334	0.45498788
</S>	0.24581453	0.38541794	0.12050722	0.07445165	0.075087264	0.09872143
