 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.2820147	0.041610107	0.0969006	0.2548116	0.009763541	0.08418693	0.125453	0.028807255	0.002209094	0.0005702672	0.00033380653	0.005400605	0.067938454
a28	0.16394396	0.73175263	0.047706798	0.016866583	0.0016863712	0.010296892	0.015106943	0.0030095202	0.001262051	0.007242379	4.73941e-05	0.00065637584	0.00042207428
a15	0.05555437	0.7742971	0.021505699	0.031076651	0.014285242	0.024140736	0.025676183	0.0036600083	0.0039856294	0.016190449	0.0023637246	0.026208661	0.0010555016
a31	0.022405084	0.18814461	0.08608152	0.1984635	0.12329329	0.22263283	0.025002245	0.007786769	0.08507545	0.022470765	0.004640064	0.012915824	0.0010880203
a20	0.042916335	0.31158918	0.06154123	0.14713319	0.002449377	0.2093869	0.08484893	0.0041373996	0.10061086	0.03325152	6.59828e-05	0.002065738	3.4110965e-06
a31	0.07315956	0.10160697	0.085316874	0.13842222	0.038873542	0.10787821	0.1570682	0.29390875	0.0016093807	0.0005069171	0.0002470988	0.00075498305	0.00064732076
a35	0.052827757	0.121982306	0.030306388	0.15809381	0.06267379	0.22010013	0.111415446	0.12487629	0.11108177	0.005339441	0.0003750721	0.0006817064	0.00024617495
a8	0.040057912	0.016686492	0.022156497	0.019156206	0.004850941	0.0109102875	0.18838912	0.69604975	0.00035947768	0.00041458494	0.00015566178	0.0003347998	0.00047818842
a31	0.06356351	0.042459894	0.031000545	0.09132089	0.035798453	0.11858919	0.28984874	0.30714846	0.012946584	0.0017901753	0.0010914762	0.0019287862	0.0025132878
a29	0.022781802	0.028133085	0.009053579	0.012297575	0.024516406	0.024656387	0.06142411	0.80965585	0.003692493	0.0032972076	7.953317e-05	0.00019514275	0.00021676191
a41	0.15743034	0.027494317	0.06253737	0.02590114	0.0036394107	0.03451205	0.28974295	0.39469993	0.0003506687	0.00019034206	0.00010372947	0.00066669605	0.0027311058
a37	0.035466712	0.036516618	0.04893683	0.044133604	0.019017776	0.0667419	0.11935056	0.6252556	0.00056028174	0.002243445	0.0001252149	0.0005865909	0.0010649012
a24	0.04755138	0.03144306	0.04372841	0.049522717	0.0065182517	0.05107929	0.124706864	0.64044726	0.00036256478	0.0013897496	0.0003142576	0.0014284847	0.0015076614
a28	0.083752014	0.052442968	0.019233223	0.033053763	0.0039088232	0.034600195	0.10781091	0.65664494	0.0005055545	0.0017269108	0.0010961075	0.0033318647	0.0018928099
a31	0.097995125	0.07709917	0.06691653	0.13092579	0.0069976044	0.101896375	0.12691444	0.375427	0.00079988764	0.001285564	0.0022672573	0.0077960207	0.0036791672
a20	0.013730511	0.064507805	0.10647972	0.689831	0.00046148186	0.114773214	0.0044334615	0.0054450454	4.64547e-05	2.9009016e-05	7.903277e-06	0.00016732363	8.693908e-05
a24	0.24002263	0.059305154	0.064228944	0.06388038	0.002322183	0.057238523	0.09577041	0.39164403	0.0023270554	0.0014458941	0.002757024	0.002817822	0.01623996
a31	0.24714027	0.10263211	0.16755295	0.14292528	0.008316203	0.13001189	0.058114756	0.05439202	0.0055028214	0.002788907	0.014651508	0.011484056	0.054487236
a13	0.063024715	0.13911617	0.13290519	0.4450032	0.003802294	0.19617514	0.00479816	0.0010677368	0.002342807	0.0011111286	0.00033482356	0.0016087034	0.008709915
a18	0.12928368	0.11525693	0.082625635	0.19454737	0.0043076808	0.08543174	0.051463667	0.28905705	0.008511275	0.004919582	0.015072121	0.0058129597	0.013710371
a31	0.09489099	0.1221214	0.21167761	0.29123473	0.014518624	0.09530218	0.027526034	0.04412344	0.021961998	0.010882205	0.027392114	0.011422783	0.026945844
a11	0.0155562665	0.08801785	0.17164595	0.44765103	0.016077435	0.19173671	0.0073611937	0.004547252	0.016819468	0.014490716	0.0057326956	0.0106803635	0.009683048
a31	0.18209653	0.17630021	0.05248633	0.14406203	0.020667907	0.092401624	0.044675518	0.10944704	0.02477709	0.022490928	0.08416811	0.024900505	0.021526134
a46	0.020777792	0.04317096	0.122231245	0.22922073	0.012200501	0.07054462	0.008812785	0.034408256	0.07394832	0.12227461	0.07469295	0.106642485	0.08107472
a31	0.09034228	0.10827993	0.070139036	0.112417355	0.056638908	0.09965155	0.066577256	0.071667016	0.05848042	0.058187462	0.09257647	0.059157018	0.055885274
a8	0.035619996	0.03223601	0.04422828	0.06387364	0.011621742	0.028181283	0.011583744	0.07987884	0.106785156	0.16243522	0.13016336	0.15667851	0.13671426
</S>	0.08185214	0.09151404	0.07602788	0.09471283	0.068445355	0.08856001	0.07251199	0.072759986	0.06891695	0.068987705	0.07846071	0.06920278	0.06804755
