 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
a31	0.14546248	0.024872553	0.22552413	0.20840035	0.059161637	0.02362624	0.011664848	0.026059948	0.022601623	0.25262612
a28	0.26692396	0.020594316	0.18507066	0.14269517	0.17620721	0.11107327	0.00652469	0.052954905	0.0145738665	0.02338193
a31	0.03245182	0.071723655	0.22219716	0.37748936	0.19822876	0.03238385	0.013638278	0.025595794	0.024213523	0.0020778058
a17	0.005789678	0.004381807	0.009106865	0.020053025	0.91458404	0.010506002	0.0010630178	0.024933638	0.009315145	0.00026671597
a31	0.029847788	0.034343783	0.16014285	0.2145318	0.13604231	0.3292213	0.0520874	0.034069497	0.006372585	0.0033407237
a20	0.16756144	0.055304717	0.06299154	0.06390832	0.13798748	0.2115823	0.038969103	0.18326733	0.060095716	0.018332073
a31	0.16389354	0.065484464	0.039033517	0.021409318	0.1297603	0.441575	0.013497871	0.09382434	0.014640738	0.01688095
a20	0.16644639	0.047434688	0.07536217	0.16059133	0.12912875	0.10535051	0.01857824	0.11979758	0.14705537	0.030255016
a35	0.52894443	0.047463655	0.04174233	0.020529518	0.093762554	0.1625975	0.008293726	0.04149102	0.008551482	0.04662381
a36	0.53080076	0.052821804	0.05029661	0.045297198	0.1282643	0.12598489	0.0032405914	0.026345683	0.012943923	0.024004312
a31	0.6611034	0.04318594	0.046516452	0.021364933	0.06729359	0.07422173	0.009296957	0.01879456	0.005307411	0.052914936
a20	0.084130995	0.054077573	0.23047882	0.19946165	0.07147572	0.09119001	0.006768886	0.020799749	0.07609683	0.16551982
a17	0.33820543	0.07461724	0.06397426	0.06658669	0.24072179	0.114731975	0.03571192	0.032944325	0.011117761	0.021388555
a28	0.50106114	0.07631891	0.07709094	0.045625072	0.1418999	0.058403235	0.024392106	0.021931728	0.0072259046	0.04605102
a31	0.38581705	0.105119616	0.08707578	0.06300873	0.15419185	0.06360377	0.054530557	0.022995286	0.00843666	0.05522072
a24	0.09671859	0.094450355	0.22715229	0.23446392	0.08523639	0.02162451	0.028012283	0.011285285	0.048010126	0.15304628
a31	0.21117945	0.111728035	0.079025865	0.09138844	0.21421312	0.09164818	0.113078915	0.042362314	0.021065757	0.024309885
a15	0.10226181	0.2913329	0.100464806	0.12825893	0.06144196	0.01794784	0.10489294	0.036284342	0.06730674	0.08980769
a31	0.14566572	0.124624684	0.099034406	0.11412801	0.2072611	0.078898855	0.10438215	0.050041564	0.038378812	0.037584707
a46	0.13867415	0.3381508	0.05618106	0.063584425	0.05144992	0.019949423	0.09670939	0.057302788	0.08565265	0.092345364
a41	0.13751975	0.124889016	0.10435665	0.116831556	0.1887245	0.073846824	0.08688794	0.05912576	0.054406904	0.05341119
</S>	0.12005899	0.11243617	0.099162705	0.11136857	0.1688105	0.089095786	0.11701574	0.065417156	0.05915349	0.057480913
