 	i	bambini	non	si	vestono	da	soli	</S>
a31	0.45203263	0.12780309	0.042781245	0.018021222	0.024601385	0.09551527	0.05841093	0.18083416
a0	0.45938927	0.20398499	0.20911013	0.05059264	0.044653468	0.016728865	0.0020351533	0.013505446
a31	0.018782713	0.19323494	0.35738325	0.11463912	0.29196087	0.018251956	0.0007581346	0.0049890745
a17	0.02238228	0.5328821	0.12876171	0.019600796	0.2896914	0.0055443053	0.0003695731	0.00076787645
a20	0.116893664	0.17167562	0.3422125	0.091136605	0.24587224	0.027027318	0.00093727326	0.004244772
a31	0.44655457	0.25001112	0.048112493	0.094434634	0.12139486	0.03130928	0.0049805883	0.003202415
a37	0.13729651	0.085157685	0.10028555	0.49063596	0.15624896	0.02231761	0.0029226078	0.0051351218
a15	0.72514814	0.14587635	0.042638753	0.04588382	0.021208683	0.00756317	0.004074728	0.007606353
a46	0.5735111	0.21282455	0.046512496	0.07943493	0.06633089	0.008454671	0.008245095	0.0046862788
a24	0.49370158	0.2113271	0.07845418	0.11427596	0.070313804	0.013142581	0.012328758	0.0064559854
a31	0.61640084	0.2516645	0.05731447	0.019287314	0.01783091	0.014769492	0.014679536	0.0080529945
a18	0.14863113	0.15419358	0.30992457	0.26565844	0.07857208	0.013317484	0.008598283	0.021104433
a11	0.72582275	0.15191193	0.04309864	0.024399757	0.014146191	0.009541005	0.010183892	0.020895792
a35	0.553749	0.17971393	0.1046562	0.08674748	0.024859639	0.0051558157	0.019679701	0.025438152
a31	0.6345318	0.22553663	0.03912965	0.011421659	0.008641441	0.009267554	0.035787046	0.03568426
a13	0.23633991	0.20815393	0.3318015	0.11077134	0.02421628	0.0063928054	0.008462826	0.073861435
a11	0.43601552	0.27783638	0.10891607	0.051871706	0.035486557	0.028847612	0.026627978	0.034398224
a31	0.31041038	0.2588851	0.13709897	0.16479671	0.04441776	0.017572315	0.026217652	0.04060112
a46	0.10739387	0.24009398	0.30140388	0.22242153	0.046906527	0.012752041	0.013233218	0.05579496
a31	0.23849492	0.304203	0.13244273	0.0777319	0.067710705	0.060116872	0.058948148	0.060351703
a24	0.18781361	0.2308865	0.19015294	0.15909344	0.03814777	0.015182097	0.014220863	0.16450277
a35	0.17425531	0.2698739	0.13978618	0.09599845	0.0851335	0.07829727	0.07793462	0.078720756
a31	0.15544172	0.19470337	0.13236198	0.12274121	0.102994196	0.095050976	0.096059576	0.10064692
a46	0.21101609	0.21375366	0.13219692	0.124866076	0.042580895	0.025986914	0.024330353	0.22526903
a31	0.14637974	0.19659452	0.13287872	0.110646345	0.10574231	0.1025445	0.10232548	0.10288833
</S>	0.22718097	0.17739671	0.10187212	0.10045622	0.042812254	0.03095732	0.027963022	0.29136136
