 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	0.005860905	0.0018400905	0.21619727	0.07336014	0.05416299	0.21500431	0.013922443	0.13519476	0.2844571
a24	0.04326564	0.002995536	0.006494437	0.7471616	0.045149773	0.14023738	0.007657223	0.0030049926	0.0040334263
a18	0.04156428	0.6831891	0.0348831	0.06581849	0.06256299	0.060831986	0.044725142	0.00078024936	0.005644615
a31	0.0981763	0.043496806	0.015052764	0.1334141	0.21140727	0.4166872	0.05584376	0.0033815678	0.022540186
a37	0.11170128	0.03886409	0.05038263	0.11262988	0.02741522	0.6190209	0.011265851	0.0047624838	0.023957701
a21	0.004148841	0.02900088	0.039904896	0.15793173	0.04953275	0.66020995	0.006431393	0.013364222	0.039475363
a31	0.034354873	0.17031787	0.10567756	0.09135484	0.076228276	0.49161202	0.004190928	0.0052417037	0.021021994
a37	0.12872578	0.25649324	0.148499	0.12162374	0.079270266	0.22480898	0.0147686275	0.00845518	0.01735519
a19	0.010120152	0.033126924	0.16054301	0.13892993	0.12586237	0.43630338	0.005209318	0.023659125	0.066245794
a37	0.048626877	0.32085782	0.17465945	0.12712212	0.07831901	0.22904143	0.004346927	0.0034395815	0.013586773
a31	0.022123957	0.47311947	0.0421235	0.08163642	0.060497638	0.22712757	0.008174779	0.019390203	0.06580642
a39	0.050995953	0.27942663	0.09773446	0.10809926	0.08727054	0.2792447	0.052713983	0.01630137	0.02821307
a35	0.032192092	0.0704215	0.18588945	0.119481355	0.11708861	0.32342276	0.008841865	0.056854427	0.08580793
a20	0.019037956	0.5102453	0.07404521	0.1257107	0.06812458	0.13868326	0.014127503	0.01539117	0.03463436
a31	0.01623859	0.5967911	0.03942519	0.046700753	0.06179792	0.11898782	0.022302462	0.031143488	0.066612706
a33	0.026284868	0.15974638	0.11521715	0.17885695	0.06230692	0.2502129	0.13757898	0.028397689	0.041398145
a23	0.07257085	0.054534886	0.28428927	0.07295612	0.08171648	0.278442	0.00873683	0.07887625	0.0678774
a31	0.021553567	0.097918265	0.15277131	0.05898605	0.16982321	0.24468306	0.043251447	0.09740861	0.1136045
a37	0.05430645	0.03951613	0.13948573	0.23818053	0.07355655	0.14367406	0.051303755	0.11892995	0.14104679
a31	0.23155384	0.1001994	0.28764626	0.055061314	0.044328913	0.1866317	0.010153721	0.04691148	0.037513405
a3	0.03492417	0.022070805	0.07616755	0.10570442	0.031529818	0.05853898	0.04485986	0.35683784	0.26936662
a11	0.6180907	0.14215258	0.070590556	0.038124137	0.025550168	0.039450713	0.01794599	0.025971489	0.022123681
a31	0.30686662	0.059462268	0.2989815	0.06511883	0.042196997	0.13462614	0.012910243	0.048677422	0.031160023
a37	0.05724491	0.03894052	0.07889626	0.065279305	0.023703825	0.06583008	0.060285	0.34882513	0.26099497
a11	0.62449527	0.14135139	0.05621669	0.037938416	0.028440477	0.035288107	0.02333318	0.027503643	0.025432829
a39	0.43361068	0.079152144	0.19724949	0.05338935	0.041518804	0.09318792	0.023985967	0.0432154	0.03469026
a20	0.13892825	0.042834055	0.41965467	0.04393841	0.060968243	0.20669793	0.016404435	0.039231382	0.031342607
a44	0.06574739	0.026926842	0.45431292	0.042575307	0.068802334	0.25871506	0.012536626	0.039979402	0.030404054
a31	0.14127117	0.036783617	0.4180927	0.049595103	0.063186884	0.18399668	0.023305353	0.046190348	0.03757821
</S>	0.09136859	0.0732785	0.06193509	0.04960807	0.038629793	0.06666792	0.12738007	0.22221516	0.2689168
