 	dovevo	comprare	il	pane	ogni	giorno	</S>
a20	0.3283475	0.043458898	0.03373825	0.11608331	0.05260032	0.24168703	0.18408476
a31	0.19802177	0.012859674	0.19422871	0.016859464	0.0532156	0.38322997	0.1415849
a37	0.65821373	0.0005374568	0.064104035	0.009763652	0.008933132	0.25840628	4.171048e-05
a31	0.20336384	0.04994205	0.35902733	0.042802826	0.10632516	0.10830417	0.13023461
a7	0.77543503	0.00855194	0.01184576	0.00054042885	0.0072529656	0.08862196	0.10775191
a31	0.028733427	0.016633343	0.24805859	0.30639607	0.28383604	0.061807144	0.054535404
a44	0.059973907	0.0069624544	0.033401776	0.005861146	0.06235883	0.68808144	0.14336042
a31	0.07957884	0.0344954	0.24044047	0.02824167	0.17033434	0.29547393	0.15143536
a7	0.11613325	0.0037474365	0.030009542	0.003008974	0.021544883	0.7565332	0.0690227
a3	0.077974014	0.020782413	0.20266953	0.09284349	0.24093392	0.31077224	0.054024365
a20	0.19083335	0.015385327	0.18843712	0.17441152	0.2107013	0.10607425	0.114157155
a31	0.21709393	0.009147817	0.08405937	0.47750124	0.13529511	0.031613182	0.045289323
a0	0.85694736	0.007326246	0.011878273	0.013219616	0.033240322	0.07244198	0.0049461923
a31	0.21205203	0.012681148	0.03739694	0.5953309	0.09717473	0.038862124	0.0065020854
a8	0.093924515	0.03514888	0.19475482	0.32306224	0.18707217	0.09576679	0.07027058
</S>	0.4366071	0.08111262	0.06682624	0.16866127	0.08273482	0.10235444	0.061703462
