 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.031572547	0.010013444	0.03424639	0.06568747	0.017226769	0.051716667	0.2573984	0.5321383
a39	0.35976633	0.13006458	0.08302702	0.026135432	0.061811168	0.011314338	0.22168028	0.10620088
a41	0.11050688	0.23011579	0.5171607	0.038517997	0.017957198	0.0332123	0.033542626	0.018986588
a39	0.18038802	0.105705485	0.3867173	0.11550923	0.07214581	0.03105155	0.043377347	0.06510525
a20	0.11908153	0.09910627	0.1780359	0.13230428	0.3682016	0.034091346	0.028043764	0.04113535
a0	0.22932841	0.26323292	0.042706978	0.124580525	0.25849283	0.03265342	0.022314385	0.026690574
a31	0.2825304	0.22266066	0.012725592	0.04669679	0.22077121	0.041006695	0.0690297	0.104578935
a13	0.034496225	0.02823782	0.07974545	0.38727582	0.37522638	0.023389623	0.06395724	0.0076713813
a17	0.11327989	0.07982346	0.06766058	0.16936153	0.48248175	0.016958384	0.026985995	0.043448456
a31	0.12062893	0.066977546	0.0313229	0.07187903	0.20358318	0.037463944	0.074903354	0.39324102
a3	0.12348676	0.08898591	0.08975606	0.08051023	0.10139625	0.08014833	0.22004196	0.21567446
a46	0.21550111	0.08534406	0.06368233	0.16106336	0.2527429	0.053807244	0.11161833	0.056240633
</S>	0.1358723	0.059546452	0.123296425	0.1818259	0.1767117	0.09278331	0.1597313	0.07023262
