 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.14515185	0.044957027	0.0824568	0.38461652	0.074746564	0.15121327	0.116857916
a18	0.6604401	0.02865963	0.215463	0.04033931	0.02721717	0.018244954	0.009635876
a31	0.18620536	0.12995107	0.47345605	0.030792598	0.0524143	0.016894512	0.11028605
a20	0.29835027	0.08214721	0.5048568	0.046202186	0.03350457	0.020935036	0.014003848
a31	0.35250553	0.15516391	0.22593877	0.082432	0.09961507	0.023627121	0.060717702
a37	0.18587154	0.041747198	0.07955205	0.22483295	0.35774824	0.033789538	0.07645851
a18	0.7650693	0.08226	0.03190937	0.03396832	0.04962216	0.017492998	0.019677924
a46	0.78164625	0.093615375	0.04057632	0.008514722	0.03816725	0.0152451405	0.022234922
a31	0.72092503	0.10223019	0.05386387	0.034730133	0.031721275	0.023128152	0.033401426
a46	0.32322115	0.16929594	0.24337451	0.03761219	0.05617995	0.08365409	0.08666223
a31	0.69279605	0.08360857	0.04117075	0.028363489	0.03399356	0.053488966	0.066578634
a46	0.2660531	0.2335329	0.1965258	0.061543774	0.050059933	0.11076348	0.08152106
a31	0.5342539	0.12941453	0.0751954	0.057431296	0.052523497	0.061264165	0.08991715
a46	0.19812888	0.3843558	0.15030676	0.10331132	0.045759995	0.05491011	0.063227065
a31	0.42100203	0.12954322	0.08950957	0.107475415	0.06820799	0.07208818	0.11217362
a18	0.19630356	0.24022731	0.17954314	0.15404986	0.06697198	0.07070292	0.09220115
a31	0.36470518	0.12095438	0.093335904	0.15527977	0.07658851	0.07255557	0.11658056
a37	0.15997148	0.13587612	0.1571178	0.21836708	0.097901694	0.09598467	0.13478118
a13	0.27074623	0.10620467	0.09809071	0.23273371	0.08931789	0.07736648	0.12554036
a31	0.26959497	0.13401552	0.102156654	0.18655251	0.09973331	0.08874796	0.11919906
a20	0.07877162	0.055993874	0.10035937	0.3246401	0.1335386	0.11972217	0.18697423
a31	0.21050075	0.11596298	0.10888977	0.22652067	0.11043527	0.09874141	0.12894922
a20	0.05535514	0.03879751	0.092994794	0.35576546	0.14559095	0.11628263	0.19521353
a31	0.19277745	0.11939089	0.11347943	0.22315793	0.11588128	0.10489088	0.1304221
a20	0.043849893	0.033036627	0.08251626	0.3870081	0.14651144	0.11103269	0.196045
</S>	0.18329552	0.12309541	0.116298355	0.2185541	0.11905834	0.10862013	0.13107812
