 	non	mi	aspetti	che	non	vengo	</S>
a31	0.040999178	0.023044342	0.022507729	0.027533792	0.034066617	0.44706783	0.40478054
a37	0.20348632	0.025646422	0.022432657	0.027286213	0.5412828	0.09201372	0.08785187
a31	0.16447398	0.33993083	0.046382416	0.043219395	0.08385729	0.23066738	0.09146873
a24	0.06319121	0.13234772	0.093746744	0.21689183	0.1860642	0.29860467	0.009153655
a46	0.35779777	0.21190003	0.08895493	0.124168	0.100184456	0.082881354	0.03411349
a31	0.372773	0.16171832	0.13043624	0.18661618	0.07323183	0.047444545	0.0277799
a1	0.34969035	0.094559446	0.13675122	0.15423936	0.22705448	0.026437921	0.011267223
a31	0.23587003	0.051162086	0.098132096	0.11786952	0.24272135	0.101501405	0.15274353
a20	0.06187323	0.01589721	0.018738246	0.033549033	0.17096852	0.26454678	0.434427
a41	0.35415804	0.109004274	0.1669074	0.19920725	0.07899622	0.039675754	0.05205103
a31	0.22494446	0.115965426	0.108034156	0.11298304	0.10009933	0.103426844	0.23454677
</S>	0.032507356	0.027900215	0.044770185	0.08279792	0.2667392	0.26685217	0.27843294
