 	sta	e	dorme	nel	letto	</S>
a33	0.14354607	0.07147464	0.045771	0.045688137	0.07623834	0.6172818
a31	0.13374357	0.099307954	0.7429819	0.0032810762	0.00024345875	0.020442078
a37	0.072693676	0.083282135	0.8439931	2.9029006e-05	1.171662e-06	8.169556e-07
a31	0.19008803	0.050870948	0.5420945	0.08641519	0.09061772	0.039913647
a13	0.1410522	0.26932648	0.57306075	0.0047019594	0.0019894203	0.009869241
a20	0.07276794	0.08323693	0.7533558	0.045258112	0.03314879	0.0122324405
a24	0.11742509	0.17845999	0.67583334	0.010240509	0.012985823	0.0050551533
a28	0.28180054	0.3178283	0.3484202	0.015662223	0.019500801	0.01678793
a31	0.16957217	0.3399064	0.29698724	0.07139776	0.10040487	0.021731645
a35	0.14015058	0.5526062	0.29561168	0.005375832	0.004093947	0.002161729
a18	0.3370856	0.26934233	0.22498257	0.033029586	0.048756685	0.08680322
a31	0.23484889	0.19281478	0.20273875	0.07014553	0.0940165	0.20543553
a13	0.1171832	0.104603685	0.33297873	0.100203425	0.27261087	0.0724201
a39	0.56821823	0.1605744	0.09449031	0.057999667	0.07048398	0.048233505
a31	0.3480271	0.18056923	0.11869336	0.09557201	0.20554152	0.05159678
a21	0.01883126	0.05215469	0.20955934	0.09917819	0.55577314	0.06450337
a31	0.2647705	0.1630986	0.15165362	0.14032544	0.1447572	0.13539465
</S>	0.045228343	0.12831554	0.1972082	0.14484419	0.3390221	0.1453817
