 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
a23	0.065809675	0.012745334	0.0032670165	0.013255553	0.014754028	0.028302876	0.044465315	0.05494232	0.2961753	0.46628258
a31	0.19150947	0.089133844	0.13043158	0.09849375	0.18073882	0.16034906	0.0052170935	0.018674241	0.046463784	0.07898839
a10	0.05180922	0.014051002	0.001857632	0.13634339	0.19390005	0.20955719	0.025314972	0.1702564	0.19688573	2.4344576e-05
a41	0.022984607	0.41753885	0.008811002	0.06477993	0.2016467	0.03747373	0.043365113	0.10097134	0.091176786	0.011251949
a24	0.019706603	0.2665581	0.05833928	0.17954184	0.21094789	0.028765867	0.034208544	0.07156527	0.11550599	0.014860592
a46	0.10981463	0.32929	0.047092833	0.14054778	0.14781755	0.089575455	0.024562476	0.021264616	0.05028189	0.03975277
a24	0.13727957	0.6732578	0.007949152	0.03511805	0.038847867	0.02253595	0.0064225	0.008469708	0.034769177	0.035350174
a37	0.4578947	0.13883281	0.005746239	0.022347258	0.05965074	0.114555255	0.009458275	0.01464327	0.08425334	0.09261807
a46	0.50046855	0.23214054	0.0044293664	0.020997215	0.039443966	0.071100846	0.009909419	0.012700306	0.05107121	0.057738572
a31	0.53275543	0.12395224	0.0025390135	0.024564566	0.055906374	0.119027175	0.009521251	0.011042613	0.057624016	0.063067324
a20	0.113307044	0.19771881	0.0039660973	0.028286967	0.04846486	0.055120733	0.0038753315	0.06139465	0.39831206	0.08955353
a8	0.23612522	0.12413459	0.06131714	0.084890924	0.092610225	0.21953194	0.019318266	0.018453881	0.039817717	0.10380007
a31	0.2865907	0.3562253	0.0037201622	0.04458257	0.07732317	0.13109772	0.0073888013	0.006897446	0.042391628	0.04378248
a10	0.060469035	0.20852716	0.0015147903	0.035438444	0.13028605	0.086238414	0.0070347325	0.06980537	0.3411007	0.05958528
a31	0.14081524	0.11624023	0.17368406	0.17963028	0.1233151	0.15747023	0.017751677	0.0135368705	0.028065505	0.04949089
a10	0.02011759	0.03202505	0.00613147	0.060300503	0.07450067	0.05369113	0.0070805377	0.030530116	0.6271154	0.088507436
a11	0.22064465	0.1322855	0.10812141	0.11868903	0.12365835	0.22033304	0.020455658	0.014601499	0.01645123	0.024759565
a37	0.14242698	0.11336009	0.12372335	0.11632337	0.15387873	0.25096175	0.017755294	0.0124912895	0.019053048	0.050026145
a31	0.12632245	0.28988	0.12276446	0.079851456	0.092038445	0.14903995	0.019421639	0.020272804	0.027342342	0.07306647
a20	0.02058593	0.0358963	0.08704241	0.109890774	0.05388982	0.025122207	0.0035226368	0.026597068	0.4777919	0.15966095
a41	0.34091055	0.24501158	0.101519376	0.05315064	0.0507465	0.11337126	0.029585946	0.024643062	0.016583238	0.024477838
a11	0.20512404	0.23545954	0.29118937	0.0852469	0.04659203	0.060178064	0.023525111	0.020283435	0.010993701	0.021407811
a27	0.41469267	0.20723355	0.10044027	0.03891301	0.032114886	0.056147814	0.050629344	0.037822183	0.02209197	0.039914373
a0	0.38845608	0.15921481	0.06777369	0.037096992	0.04295208	0.07118666	0.07411015	0.053786293	0.040515937	0.06490737
a20	0.26784864	0.123979285	0.07496739	0.060444925	0.06429532	0.08221693	0.087697595	0.08069379	0.06708815	0.090768
a31	0.19180423	0.119863525	0.08270776	0.075039305	0.076788925	0.087824255	0.0923642	0.09368551	0.080400154	0.0995221
a17	0.038884692	0.13548918	0.0640439	0.06989326	0.025315885	0.018175907	0.008847777	0.10444382	0.4898249	0.045080714
a20	0.2570509	0.2618944	0.048971333	0.035579834	0.041842442	0.06922299	0.069381215	0.09160504	0.051077086	0.07337473
a37	0.18667787	0.14870375	0.12330067	0.112249635	0.07502395	0.072876625	0.07234578	0.072067164	0.06766908	0.06908551
a31	0.13573547	0.11995898	0.09927059	0.095736735	0.09065936	0.09229682	0.09208141	0.092000835	0.08943837	0.092821494
a0	0.045774873	0.06797294	0.0797895	0.080289006	0.03268882	0.026663251	0.022868883	0.054465078	0.5358563	0.053631313
a17	0.23789755	0.26000717	0.059452325	0.04607388	0.0482875	0.061798118	0.06475201	0.09296588	0.056746908	0.072018735
a28	0.13241309	0.11692393	0.11229633	0.10868575	0.08984108	0.08868016	0.08893848	0.08835077	0.086594835	0.0872755
a31	0.11609473	0.108605884	0.102109306	0.10053047	0.09539789	0.09571776	0.0955926	0.09526788	0.0946156	0.09606783
a20	0.07416677	0.08545421	0.10114258	0.09987237	0.058131725	0.052201953	0.0497916	0.06568456	0.27083787	0.14271635
a28	0.21368693	0.23973559	0.07214703	0.06029444	0.060684286	0.06701692	0.06605133	0.08589794	0.063197196	0.0712884
a15	0.103447616	0.108465336	0.16026285	0.16059087	0.08572397	0.07451777	0.074703775	0.07533421	0.07950021	0.07745343
</S>	0.10899457	0.10603805	0.101762064	0.10083273	0.0972301	0.09707019	0.09687302	0.09661156	0.097365014	0.097222686
