 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
a31	0.029475736	0.015224293	0.07098996	0.14166324	0.110738754	0.09728658	0.020413	0.06956911	0.013886063	0.022098633	0.40865463
a28	0.02055581	0.0032748731	0.005260503	0.02847231	0.037179966	0.025637655	0.0019914054	0.03342244	0.47366002	0.36236477	0.008180185
a37	0.011293263	0.65066046	0.02315868	0.016003402	0.115804784	0.02404418	0.0060669915	0.00588626	0.045006353	0.098616906	0.003458793
a31	0.059753273	0.13082756	0.0416846	0.12927723	0.27566257	0.1078332	0.031648044	0.01787044	0.0883166	0.10187787	0.015248618
a17	0.007885267	0.08707057	0.0038338462	0.019626062	0.013024346	0.015509245	0.004615548	0.007532187	0.04194835	0.78113186	0.017822726
a31	0.17089476	0.06761865	0.009282526	0.0051422743	0.029784527	0.34578365	0.009451877	0.07743709	0.02758291	0.06117155	0.19585018
a28	0.042523343	0.072808735	0.015825812	0.024650887	0.024393942	0.06052155	0.031987045	0.2896246	0.10266874	0.30100027	0.033995066
a17	0.09855752	0.030915229	0.038414203	0.01618362	0.026240015	0.39579606	0.0053952634	0.3288018	0.0069344235	0.006113051	0.04664878
a20	0.23936823	0.19175571	0.007942363	0.0048422143	0.0334826	0.19221638	0.009721447	0.2778863	0.014680865	0.011487462	0.01661643
a31	0.27843505	0.14001623	0.008883085	0.0036671392	0.02257649	0.19442163	0.008162763	0.16903827	0.015085208	0.037084013	0.12263012
a37	0.043618042	0.097443566	0.1397189	0.026212178	0.045648497	0.17797221	0.019560996	0.25414282	0.034153495	0.113760225	0.0477691
a31	0.17463693	0.09082295	0.085092254	0.008444322	0.022468127	0.31646737	0.008462252	0.17995967	0.0120791495	0.01863604	0.0829309
a18	0.018543262	0.012206819	0.18675631	0.028467689	0.041371685	0.18427591	0.015491939	0.30444434	0.055227704	0.034990154	0.11822418
a8	0.17192496	0.17487204	0.06780166	0.008947289	0.027684981	0.17114301	0.025793675	0.16207853	0.044695932	0.06016503	0.08489291
a31	0.17552178	0.08652145	0.07909757	0.017582761	0.030215645	0.34746188	0.0184009	0.14573264	0.018921528	0.0156938	0.06485004
a24	0.036306553	0.02685818	0.33493403	0.01828982	0.032619808	0.09408406	0.0074044	0.06684475	0.050752025	0.112869225	0.21903716
a37	0.14408572	0.24537686	0.05675734	0.022447694	0.032042246	0.06247894	0.033514403	0.053759012	0.06450122	0.13305102	0.15198556
a31	0.09831172	0.18408714	0.15726058	0.034166813	0.0368083	0.1437522	0.031793557	0.054486886	0.056154758	0.08763644	0.11554163
a30	0.054708138	0.080902904	0.28934285	0.030306146	0.026675334	0.040817093	0.009805823	0.035066742	0.054918066	0.17947724	0.19797966
a24	0.14542165	0.2631017	0.055818032	0.023254441	0.030467503	0.05990834	0.0329333	0.05984153	0.06560008	0.1339194	0.12973404
a46	0.095754705	0.16160125	0.12489339	0.056453213	0.053547803	0.11704396	0.040393647	0.06534214	0.057752624	0.10928733	0.11793
a31	0.10679458	0.17879543	0.13117956	0.06955396	0.06424964	0.12866586	0.04428486	0.0617348	0.05087774	0.077670336	0.08619324
a8	0.047605954	0.107036404	0.073132955	0.025412902	0.020238608	0.020743858	0.024678715	0.040878043	0.12661912	0.2893408	0.22431268
a31	0.104337394	0.16584358	0.07556118	0.06431192	0.067810684	0.07397656	0.067555845	0.071061194	0.07919711	0.11836627	0.11197826
a3	0.049231958	0.056382094	0.029709404	0.017010313	0.015018078	0.01573812	0.06545679	0.0963948	0.1868728	0.24389036	0.22429526
a39	0.10971168	0.17073795	0.08113398	0.07051059	0.074555606	0.07628405	0.072147876	0.0745721	0.07838377	0.100654826	0.09130755
a31	0.09572367	0.12599355	0.08834657	0.07931716	0.07986001	0.0834912	0.07867905	0.079996295	0.08460227	0.10629774	0.0976925
a28	0.03856012	0.046581898	0.030334843	0.01923788	0.01671094	0.017184867	0.057135966	0.08468148	0.1959638	0.2572145	0.23639372
a31	0.111318566	0.171095	0.08353149	0.073019534	0.07702066	0.07758965	0.073671445	0.07609663	0.07775099	0.093177944	0.08572812
a17	0.05508472	0.04515323	0.022150366	0.015023407	0.014022197	0.01518514	0.08658575	0.11799167	0.19413432	0.22256294	0.21210629
</S>	0.10262077	0.1361069	0.08706106	0.080862924	0.08311134	0.08307964	0.08085875	0.08234872	0.08321729	0.0937867	0.0869459
