 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.017661849	0.021821953	0.053658485	0.1574808	0.06760942	0.1804607	0.056840394	0.023179822	0.03720822	0.091529116	0.29254925
a37	0.022546364	0.010943638	0.015134026	0.022548256	0.017764278	0.031999953	0.87540513	0.000410544	0.0007344693	0.001201578	0.0013118677
a31	0.08364326	0.09104835	0.104304016	0.3025882	0.11251713	0.04670094	0.16573858	0.049577467	0.032962542	0.0067696273	0.004149924
a20	0.005644208	0.00060918904	0.0012377154	0.011908891	0.02150372	0.0036520264	0.94512147	0.0017173802	0.005834425	0.0023341316	0.0004367801
a31	0.029863978	0.017924462	0.14751329	0.19342533	0.076710686	0.27990407	0.22299731	0.0077796746	0.007854178	0.006022351	0.010004687
a20	0.12399494	0.042817965	0.06213032	0.04320139	0.059042715	0.33100054	0.18965246	0.032735944	0.09893104	0.005056323	0.011436427
a31	0.05496382	0.04056243	0.030791888	0.037241846	0.08560573	0.45490083	0.26339594	0.0015344245	0.007862658	0.001937472	0.021202933
a11	0.3225112	0.12783788	0.065168716	0.041146733	0.03944496	0.18133506	0.112608746	0.039225023	0.056272678	0.009610883	0.0048380694
a31	0.040697925	0.20266016	0.13496435	0.09763213	0.07792231	0.32457012	0.08923866	0.004635722	0.0057639694	0.0075516207	0.014363077
a20	0.15031448	0.18715718	0.13913675	0.12133246	0.038573407	0.11256306	0.14972359	0.025453338	0.030757476	0.036802158	0.008186165
a31	0.1458257	0.15464641	0.05424294	0.040893283	0.052545086	0.3941186	0.11446514	0.0026746532	0.0029293965	0.0067379167	0.030920904
a29	0.01786869	0.11257487	0.27981552	0.19982472	0.04640588	0.14706314	0.05482162	0.005706527	0.0318443	0.07063862	0.033436127
a46	0.38674507	0.153009	0.043178838	0.03979976	0.04149982	0.20510435	0.09991566	0.0045823725	0.0029481472	0.0051441467	0.018072892
a18	0.10115871	0.22150497	0.10745596	0.11818488	0.109831035	0.2596139	0.010355815	0.0055966545	0.0054546758	0.01891894	0.041924376
a31	0.12144596	0.21208425	0.087595455	0.12315111	0.12087746	0.11198288	0.011100694	0.0153175695	0.011381293	0.03423816	0.15082516
a28	0.03832623	0.09494503	0.36788672	0.30357096	0.05352064	0.01531165	0.0029759288	0.018694144	0.006727268	0.020952588	0.07708883
a20	0.47779235	0.1287583	0.0612806	0.07977009	0.091212094	0.062299915	0.024964554	0.016847234	0.0128857	0.015589795	0.02859941
a41	0.33893722	0.08238076	0.06902338	0.08070666	0.07610782	0.08748552	0.028320221	0.07040757	0.021199984	0.034316134	0.11111474
a28	0.23821135	0.06160548	0.056410223	0.059527908	0.06482729	0.11812149	0.04745092	0.072535016	0.041619767	0.055985115	0.18370543
a8	0.22339614	0.067089505	0.06729931	0.06842447	0.069043785	0.10649419	0.05702148	0.0783792	0.052924275	0.06327746	0.14665018
a23	0.19387962	0.072694175	0.07104897	0.07177029	0.07393492	0.103563316	0.06866536	0.07956333	0.06570742	0.07251346	0.1266592
a31	0.14138302	0.081464626	0.08103721	0.081299156	0.08225466	0.0953734	0.07883362	0.08305489	0.0776828	0.0812666	0.11634999
a39	0.059916083	0.07011544	0.18609676	0.16615143	0.048643008	0.03159645	0.047052808	0.2209195	0.05625783	0.060132463	0.05311826
a20	0.39027512	0.114321575	0.061294727	0.079676695	0.09371177	0.08009037	0.05413844	0.029840944	0.02781121	0.031796012	0.037043214
a39	0.13480783	0.08235844	0.12993726	0.116957426	0.07318045	0.06854504	0.060377937	0.1440652	0.058670174	0.068727665	0.06237253
a8	0.12983803	0.08717163	0.088956736	0.08881958	0.08640174	0.091318496	0.08309459	0.09220199	0.08175704	0.08390716	0.086533025
a31	0.11214428	0.08801348	0.08768289	0.08792036	0.088177316	0.09230985	0.08670665	0.08878333	0.086159654	0.08730291	0.09479932
a28	0.08208191	0.0842523	0.115832	0.10940638	0.07835522	0.070362136	0.0740107	0.12364519	0.08758982	0.08758698	0.08687736
a20	0.22560771	0.122337185	0.08876442	0.10885336	0.11959855	0.067261815	0.06393401	0.05044128	0.045314215	0.048348185	0.059539307
a8	0.10348071	0.0805125	0.13712497	0.1194655	0.071138814	0.067462295	0.06363016	0.15626	0.06278051	0.07338777	0.06475682
a23	0.13907218	0.08463017	0.08696343	0.086405925	0.08405603	0.0934588	0.082746856	0.09320246	0.081206925	0.08365298	0.084604196
a8	0.1103816	0.088360794	0.08833602	0.08846686	0.08846973	0.09227021	0.087648585	0.089980416	0.08708053	0.08797133	0.09103396
</S>	0.09972742	0.08952272	0.089565925	0.08960454	0.08961906	0.091544	0.089159586	0.09013971	0.08891775	0.08943328	0.09276595
