 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a23	0.039942432	0.021794252	0.015117529	0.03162733	0.07395914	0.014081011	0.09095759	0.033530492	0.36549863	0.31349158
a31	0.06989723	0.17606935	0.23788944	0.1919502	0.075089715	0.0046012877	0.14754757	0.03226104	0.01734085	0.04735341
a13	0.0022331874	0.27305877	0.2687244	0.29651108	0.017713025	0.0156069035	0.11449162	0.009426312	0.0022289	5.7198736e-06
a37	0.0178649	0.13377729	0.1479057	0.1754418	0.0830307	0.061757226	0.242115	0.10054422	0.017935753	0.019627407
a31	0.02633424	0.1079643	0.19335005	0.22495534	0.1832238	0.04328315	0.11470118	0.07294505	0.009533028	0.023709849
a39	0.01621318	0.19434592	0.24914823	0.23045017	0.1884686	0.01000191	0.04322884	0.036160234	0.017354155	0.014628724
a20	0.07427379	0.09885719	0.12126939	0.25520262	0.37035528	0.0062524253	0.008038676	0.023656184	0.014800865	0.027293459
a31	0.058636725	0.18839885	0.23639166	0.23174582	0.21529208	0.0074668266	0.00882822	0.018354917	0.012402431	0.022482483
a0	0.050447218	0.12418805	0.25160974	0.3423319	0.15515101	0.011790705	0.031020258	0.025829786	0.0040281885	0.0036032153
a31	0.2032396	0.12494496	0.14349869	0.24375613	0.09074462	0.005057647	0.015006148	0.012938378	0.07541886	0.085394934
a20	0.05665651	0.071902566	0.13812307	0.21810424	0.2599252	0.020363731	0.10601337	0.094141625	0.016447483	0.018322123
a24	0.14736363	0.0915651	0.13251229	0.3862336	0.12974668	0.015394426	0.008500296	0.010032391	0.03004789	0.048603714
a31	0.28742516	0.15633266	0.13186128	0.21935286	0.083564326	0.0069671045	0.016027847	0.010875974	0.045784142	0.041808687
a10	0.0654959	0.048817832	0.047503047	0.09638068	0.1623112	0.03832713	0.069528535	0.14161843	0.11456454	0.21545273
a27	0.119007155	0.10143076	0.09300462	0.31894407	0.22645399	0.04424805	0.013926401	0.035992555	0.021484515	0.025507847
a37	0.2002398	0.113190435	0.064671345	0.12425966	0.15175992	0.05971717	0.014989769	0.025193844	0.098741695	0.14723644
a31	0.17745909	0.11110529	0.060824733	0.07745563	0.15163398	0.08166851	0.020276738	0.044259924	0.107408166	0.16790788
a18	0.1497757	0.20172022	0.15444052	0.06325497	0.029880557	0.04119755	0.042350978	0.14103603	0.045262538	0.13108096
a11	0.20732538	0.18885797	0.09495977	0.12319803	0.19407406	0.080817126	0.01875999	0.041283492	0.025293004	0.025431206
a31	0.17616045	0.14115474	0.08660752	0.12478787	0.15787217	0.08147842	0.037596397	0.108659804	0.037774947	0.04790764
a28	0.16533488	0.20771725	0.11198604	0.048114277	0.028175296	0.11806129	0.05628134	0.14452596	0.037803527	0.08200015
a31	0.1724904	0.20433326	0.10515607	0.09158625	0.11655468	0.07968846	0.052336678	0.0663816	0.05566219	0.05581038
a20	0.18028018	0.12765408	0.054642577	0.03266363	0.027464118	0.29015154	0.048853464	0.067562655	0.041293923	0.1294338
a3	0.15696572	0.18814018	0.11055889	0.08893981	0.08861926	0.07981612	0.069842555	0.07653517	0.07047711	0.07010521
a28	0.12783113	0.14402351	0.10445259	0.09446842	0.09615285	0.08797199	0.08397309	0.093655705	0.08310311	0.084367536
a20	0.10909019	0.11237033	0.096114695	0.10895668	0.12126838	0.089594215	0.08784355	0.10725928	0.08287565	0.084627
a31	0.10422109	0.073705755	0.0718487	0.16657977	0.21082734	0.11250152	0.05953399	0.064497195	0.06706097	0.06922364
a46	0.10834826	0.110588536	0.07571982	0.057469614	0.05054631	0.25562826	0.07211729	0.11328495	0.059184972	0.09711201
a23	0.11854821	0.12798232	0.102363296	0.09841366	0.102006234	0.093644224	0.08807403	0.09097801	0.0888978	0.08909216
</S>	0.0990562	0.09562513	0.09412286	0.11055767	0.12547913	0.10001474	0.09214703	0.09287152	0.09417188	0.09595382
