 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.008381451	0.07064398	0.0059622317	0.003969809	0.017362315	0.014842704	0.058296766	0.05037943	0.39342418	0.37673715
a31	0.02130329	0.18504912	0.023105169	0.04159123	0.10043485	0.21901514	0.24771097	0.05105773	0.03607898	0.074653566
a39	0.5162746	0.13648249	0.08470715	0.104112305	0.030997515	0.021175675	0.020144131	0.022280686	0.06380538	2.0060266e-05
a31	0.011406508	0.07200416	0.15814073	0.19735265	0.19263175	0.16721715	0.050133817	0.02126119	0.059181638	0.07067039
a27	0.0016403655	0.010191115	0.03994763	0.13403092	0.23901173	0.29600984	0.25273725	0.01311082	0.011626	0.0016942997
a11	0.010973364	0.05906657	0.0533932	0.124890305	0.10225585	0.21231736	0.17364952	0.10896586	0.062159628	0.09232832
a37	0.01385814	0.22348742	0.11816594	0.054864507	0.04492342	0.07776861	0.08346696	0.03540758	0.10005533	0.24800211
a31	0.026041536	0.31044453	0.13694444	0.057736948	0.02763747	0.04784795	0.046052985	0.011705834	0.10918371	0.22640464
a3	0.2944266	0.3713622	0.14639044	0.05040481	0.007329734	0.074138686	0.03782649	0.003932052	0.010173475	0.0040155738
a20	0.049099665	0.44147915	0.025386624	0.017986778	0.085209034	0.10526608	0.054489434	0.029781079	0.066975996	0.12432616
a31	0.04254592	0.6144632	0.23912518	0.025864711	0.018072188	0.0077017234	0.004099688	0.0011171662	0.013371196	0.033639044
a11	0.12781906	0.42495856	0.074174084	0.069765344	0.025873391	0.18118548	0.07334419	0.0049029277	0.013055659	0.0049213096
a31	0.09308522	0.3377156	0.031082442	0.045482904	0.060544103	0.11787381	0.041614883	0.019874102	0.055792864	0.19693404
a29	0.008524376	0.1141733	0.020014422	0.07865447	0.1502971	0.28350803	0.18185326	0.030380357	0.08487147	0.047723226
a39	0.15086156	0.15906465	0.045744956	0.07395429	0.09438426	0.25287893	0.07314723	0.015111723	0.036943007	0.09790944
a21	0.03262696	0.5554192	0.03457487	0.034116346	0.10653527	0.09314655	0.03233905	0.020469738	0.032569602	0.058202352
a31	0.014840364	0.44206744	0.015394437	0.013997078	0.048640195	0.03683465	0.029100725	0.03205338	0.11882061	0.24825113
a37	0.01408536	0.71827734	0.018397177	0.035868	0.020425629	0.056185137	0.019729499	0.010478797	0.067062415	0.039490715
a31	0.14377002	0.108469926	0.061851706	0.076830186	0.04989319	0.12065341	0.10390941	0.036692712	0.13460374	0.16332565
a7	0.020103808	0.074919865	0.041441813	0.14333884	0.03962688	0.07664477	0.04889824	0.049967684	0.2210872	0.28397092
a31	0.076573834	0.08241209	0.12454575	0.14251487	0.07069492	0.097827956	0.1310032	0.044180892	0.17204714	0.058199324
a23	0.032184284	0.06760042	0.08078729	0.17340879	0.03897932	0.044926412	0.063195996	0.06538488	0.23407008	0.19946253
a13	0.05032907	0.08039694	0.24899696	0.23180357	0.050848085	0.053585544	0.085435316	0.044047754	0.11447258	0.040084142
a3	0.039511684	0.06934715	0.20918371	0.23775433	0.043866526	0.05802997	0.09447208	0.050099343	0.14212483	0.05561041
a20	0.06885884	0.048769124	0.1674123	0.20483829	0.028972285	0.05941859	0.121161684	0.036976404	0.18413737	0.07945522
a31	0.08170817	0.05239306	0.0792458	0.09133531	0.021678858	0.076019615	0.12389126	0.059312303	0.18947852	0.22493708
a46	0.02684379	0.06552085	0.19173683	0.46231166	0.027623678	0.03030068	0.02292732	0.02636941	0.07575095	0.070614785
a31	0.060988635	0.06991528	0.2505922	0.19432752	0.05200124	0.056072634	0.084828876	0.053598445	0.11995165	0.0577235
a17	0.030102406	0.039657947	0.16572152	0.1698218	0.0266863	0.02893093	0.05513716	0.08775907	0.20749138	0.18869151
a31	0.06760884	0.080208205	0.25130898	0.1936395	0.06635797	0.06408601	0.07214103	0.06264004	0.080070935	0.061938494
a20	0.03181945	0.036559332	0.1543636	0.12990862	0.026891122	0.02911275	0.063641116	0.10430013	0.22083706	0.20256685
a8	0.05764121	0.077891774	0.30559126	0.2412442	0.05780614	0.050789468	0.05533741	0.047288377	0.060155895	0.046254218
a31	0.08407034	0.08895481	0.15908743	0.13345167	0.08212442	0.08356706	0.09355711	0.083575025	0.10476341	0.08684861
a10	0.035538815	0.039789665	0.14537808	0.114125766	0.031575553	0.03264019	0.06149898	0.10033217	0.23229934	0.20682146
a11	0.059203226	0.08036533	0.31350988	0.24869074	0.05935587	0.04942786	0.048550297	0.045451425	0.049972355	0.045473017
a37	0.07900658	0.08718002	0.20197947	0.16412674	0.077508464	0.075455785	0.07961059	0.07354945	0.08609567	0.075487174
a29	0.08955171	0.072881855	0.13103442	0.12200945	0.06721777	0.080180444	0.116113536	0.068988286	0.16324583	0.088776715
a24	0.11680283	0.045022912	0.07492796	0.08559147	0.039161302	0.0962406	0.16089839	0.057366043	0.20002142	0.12396704
a6	0.11978533	0.047646858	0.057073485	0.061274722	0.043531746	0.09416722	0.17051479	0.06147525	0.21584712	0.12868358
a8	0.10320686	0.06299818	0.068309836	0.06997472	0.060155265	0.08613426	0.15299985	0.06926378	0.21802808	0.10892919
a31	0.09886634	0.07450478	0.07874589	0.080052495	0.0723043	0.08846446	0.13474794	0.07811251	0.19119097	0.10301023
a0	0.10880505	0.42857778	0.12311439	0.18333393	0.01862021	0.045100745	0.02075571	0.019569572	0.03195524	0.020167375
a37	0.045791086	0.04870504	0.16593458	0.16292232	0.028595978	0.05765913	0.13992535	0.046117228	0.24192661	0.06242268
a46	0.08061636	0.075127095	0.11992161	0.18610846	0.07479054	0.099187255	0.09384809	0.07413608	0.11467559	0.081588894
