 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.047563523	0.021055322	0.03151688	0.029854156	0.053194806	0.031362288	0.05190411	0.05595584	0.15536308	0.52222997
a20	0.28579465	0.14216053	0.10965395	0.11156116	0.07535702	0.023339506	0.027992107	0.18289791	0.01433435	0.026908811
a31	0.21507895	0.2609953	0.09270606	0.117844835	0.1762682	0.028027182	0.034467462	0.059178367	0.0013975141	0.014036109
a29	0.0021958025	0.0153379105	0.012172435	0.019332895	0.08114597	0.062282316	0.023758788	0.75697273	0.0031491176	0.023651969
a15	0.05454554	0.17310071	0.26811412	0.23965433	0.20212641	0.016062396	0.0179646	0.0099675	0.0012809155	0.01718343
a31	0.14567372	0.2586613	0.20716222	0.046899036	0.08580475	0.068468	0.047284	0.0052694683	0.00849565	0.12628189
a18	0.12724254	0.25053355	0.17621388	0.054399133	0.0864119	0.13789015	0.1382409	0.01578239	0.003895233	0.009390345
a46	0.1277745	0.32741264	0.2700429	0.036824964	0.06475753	0.05772159	0.018525623	0.0038196908	0.012552049	0.08056854
a31	0.07508481	0.36281246	0.15758646	0.029103506	0.060531747	0.20177807	0.0628254	0.006294855	0.010684428	0.03329829
a37	0.055874098	0.17485394	0.10723014	0.11845073	0.16876395	0.24500719	0.082784735	0.019778121	0.011566264	0.015690787
a31	0.12921418	0.28518155	0.19495341	0.033470813	0.07250126	0.092272684	0.039268993	0.018438421	0.053120505	0.081578195
a41	0.04481236	0.107593834	0.12263671	0.16349278	0.24108207	0.17164938	0.05617053	0.029605212	0.0179023	0.045054816
a31	0.12281822	0.23221606	0.13945293	0.036546703	0.07394333	0.10977314	0.039719146	0.024423908	0.12855487	0.092551686
a3	0.042056624	0.06490505	0.13363962	0.13963622	0.23510157	0.050491057	0.012813121	0.050194927	0.0599212	0.21124068
a31	0.057895515	0.26480234	0.14117351	0.04925295	0.09757936	0.14511688	0.05288547	0.034963295	0.09659643	0.059734225
a23	0.020665452	0.047575686	0.08266378	0.06970647	0.12877695	0.022945534	0.0053237313	0.054344952	0.18117802	0.3868195
a29	0.05735221	0.2486045	0.14913218	0.06272879	0.104552224	0.108265795	0.06920874	0.06264247	0.077958025	0.059555132
a46	0.074460484	0.236704	0.16685143	0.0673448	0.09524404	0.08816181	0.05219709	0.04425915	0.10242136	0.072355784
a23	0.096133836	0.08671561	0.088688575	0.06802233	0.07567222	0.07251873	0.07437253	0.07612011	0.2187027	0.14305334
</S>	0.099963576	0.09308766	0.093887925	0.08150282	0.086064756	0.08313759	0.08305992	0.08527455	0.16832416	0.12569705
