 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
a31	0.10436343	0.08612024	0.2678763	0.2195532	0.0022967695	0.0003660368	0.016109515	0.27902797	0.024286604
a24	0.17219652	0.07172963	0.37468407	0.31125233	0.0040680296	0.0012007126	0.023270974	0.029433012	0.01216475
a28	0.035128437	0.25075087	0.17034179	0.466887	0.06036768	0.0037338363	0.0076447935	0.0017144971	0.0034311353
a31	0.031345215	0.13723472	0.067871675	0.7372942	0.019664256	0.0017778483	0.0017832312	0.00072364573	0.0023052464
a8	0.048006933	0.11160371	0.04833886	0.78049755	0.007829752	0.00077446934	0.0008650581	0.0011749709	0.0009087692
a0	0.36007074	0.19984537	0.103460915	0.32293773	0.0024344837	0.0016963971	0.0016283036	0.004095171	0.003830908
a31	0.4266115	0.16875878	0.042072732	0.120750315	0.010086868	0.012584619	0.010059778	0.19248207	0.0165933
a39	0.16157183	0.22741103	0.13954635	0.32763898	0.023605332	0.014679742	0.029874904	0.05648429	0.019187521
a31	0.1749447	0.047796942	0.04831389	0.024400512	0.002683282	0.004119307	0.021891927	0.6193946	0.056454822
a8	0.16097589	0.0731965	0.28858373	0.22804916	0.00953119	0.022250555	0.09400195	0.06527079	0.058140248
a31	0.32548723	0.30656934	0.038425777	0.02878468	0.023127157	0.047921814	0.032352872	0.119222745	0.078108445
a24	0.21506436	0.18778294	0.11999302	0.041934416	0.015745817	0.10887255	0.1038996	0.045915697	0.16079152
a46	0.3125785	0.2825075	0.05546714	0.04914397	0.048477765	0.08136945	0.04502957	0.07129637	0.05412977
a31	0.20334376	0.16153488	0.07397722	0.0674815	0.06981109	0.10838197	0.08518023	0.09168866	0.1386007
a1	0.2741161	0.14973012	0.042215116	0.034279563	0.037643205	0.2740016	0.058231253	0.032561388	0.097221665
a31	0.18857606	0.15164712	0.09905185	0.09317972	0.08992887	0.09400247	0.089896455	0.10158179	0.0921356
</S>	0.17096765	0.10580733	0.045842394	0.04374587	0.054055016	0.39049587	0.06706808	0.040333807	0.08168394
