 	vado	cercando	un	forno	che	fa	rustici	</S>
a29	0.059304163	0.056064688	0.042596966	0.03327658	0.121811725	0.051720973	0.063138224	0.5720867
a31	0.027171776	0.00341409	0.029313883	0.80852634	0.013731864	0.013236223	0.081473984	0.023131851
a8	0.27815658	0.00022192558	0.0023126844	0.0019706083	0.00026400376	0.0005207963	0.7162573	0.0002960491
a31	0.0007500142	0.00094529445	0.006270794	0.07485053	0.00503977	0.009169491	0.9013825	0.0015916021
a23	0.001243034	8.2725135e-05	0.0006069294	0.0013586733	0.00050960673	0.0009126278	0.99520713	7.923964e-05
a31	0.07404046	0.042943504	0.14509986	0.32063589	0.11931322	0.1368152	0.11201762	0.04913426
a10	0.12789193	0.007779072	0.07127774	0.46872467	0.17645028	0.08400589	0.058844276	0.0050261975
a31	0.04042093	0.012421875	0.07428864	0.4628146	0.14544037	0.14815795	0.07547031	0.04098529
a24	0.073815234	0.0020286718	0.06496999	0.64964074	0.10084421	0.051390197	0.056933638	0.00037734045
a31	0.08345668	0.024823241	0.06405696	0.3938023	0.14692503	0.07007452	0.035247847	0.1816134
a18	0.045594174	0.011555497	0.18512614	0.5200222	0.13513437	0.047918636	0.051082388	0.0035666407
a31	0.21118492	0.015069226	0.07242361	0.39082295	0.16379915	0.046348542	0.03167739	0.06867426
a8	0.0065454636	0.0102370065	0.21576026	0.54466164	0.10378507	0.042814773	0.06854738	0.0076484974
a31	0.3005254	0.019036857	0.08903853	0.26450294	0.17782664	0.048612505	0.033831265	0.06662588
a29	0.005499431	0.019142691	0.22313592	0.48845598	0.0819146	0.03948459	0.09845664	0.043910086
a31	0.1892196	0.010110992	0.08827265	0.4243602	0.15910168	0.057055976	0.05156977	0.020309156
a21	0.010899234	0.019050576	0.16556425	0.44064236	0.0556304	0.045823462	0.12361721	0.13877253
a31	0.1458481	0.01107853	0.09737209	0.41146606	0.17038627	0.07770617	0.06697847	0.019164305
a38	0.032279253	0.022154951	0.1923392	0.28971675	0.052375413	0.0840909	0.16568695	0.16135655
a10	0.14204225	0.011319925	0.08338138	0.34523726	0.20365094	0.12374126	0.0693747	0.021252327
a39	0.22420853	0.031867415	0.15025628	0.13348861	0.203817	0.10113506	0.076847695	0.07837952
a8	0.2584207	0.029837782	0.082628205	0.08265863	0.28374547	0.1574493	0.04786297	0.0573969
a31	0.22433491	0.030945126	0.04580604	0.04851388	0.3835512	0.1528685	0.037956294	0.07602405
a20	0.18406937	0.059733048	0.18924558	0.07171179	0.05798499	0.1100047	0.20330058	0.123949885
a31	0.21239094	0.06473013	0.10490237	0.081907585	0.20736527	0.1882717	0.0651801	0.07525185
a20	0.14019524	0.058842946	0.13855478	0.057509568	0.041919418	0.117263585	0.29067445	0.15503997
a3	0.20766038	0.07821083	0.12148029	0.09548711	0.16938017	0.16947065	0.078831315	0.07947931
a41	0.15710436	0.08841394	0.113787405	0.101093486	0.17185105	0.1714634	0.09788529	0.098401
a37	0.19645627	0.09250848	0.110690705	0.105603285	0.17123784	0.11536519	0.112693615	0.09544466
a31	0.270903	0.05931707	0.076234095	0.08273649	0.25818112	0.08904955	0.09524184	0.068336844
a8	0.088409446	0.057659958	0.14637128	0.13034457	0.06311605	0.08606677	0.32832748	0.09970446
a31	0.14808981	0.11271667	0.11987144	0.11492073	0.1432658	0.13308148	0.11348485	0.11456925
a23	0.082973644	0.08191333	0.087394096	0.06909355	0.061906006	0.13519296	0.25082	0.23070642
a31	0.13350515	0.12066684	0.12489156	0.121716976	0.12918086	0.12847786	0.12086425	0.12069654
a8	0.08348238	0.08622247	0.08222228	0.06302037	0.061386738	0.14192112	0.23118821	0.2505564
a31	0.13272153	0.12181025	0.12559184	0.12285041	0.1271632	0.12634508	0.1221434	0.121374235
a24	0.086638555	0.08740171	0.085101806	0.06602337	0.063559726	0.1394889	0.22726604	0.24451992
a31	0.13378535	0.12168848	0.12583587	0.123363376	0.1267239	0.12508088	0.12255824	0.12096393
a24	0.09191627	0.08892295	0.09160648	0.07344548	0.068242826	0.13425723	0.22302204	0.22858667
a46	0.13420413	0.12138217	0.1257933	0.12375261	0.1267811	0.12464117	0.12283946	0.12060606
a24	0.1297875	0.120715715	0.124297984	0.12210839	0.1293861	0.12961558	0.12203831	0.12205042
a18	0.1304051	0.12236273	0.12424202	0.122986056	0.12821865	0.1257358	0.12291243	0.12313722
a21	0.12981948	0.121168114	0.12285764	0.12197458	0.13049822	0.12763508	0.1217979	0.12424896
a28	0.1302457	0.12167682	0.12347867	0.12233748	0.12942848	0.12644716	0.12235942	0.124026276
a20	0.1333176	0.12130837	0.12338662	0.12238323	0.1299814	0.12354534	0.12312214	0.122955285
a31	0.15431048	0.11476002	0.11638062	0.1164961	0.14600964	0.117382474	0.11739546	0.117265224
a46	0.11175721	0.108283885	0.11612889	0.10991467	0.10187106	0.12516357	0.16645171	0.16042899
</S>	0.13016656	0.12317061	0.12512481	0.12329518	0.12669806	0.12529749	0.12317131	0.12307596
