 	ora	che	loro	non	vengono	più	</S>
a39	0.8776427	0.021242224	0.0032491614	0.008714815	0.01730512	0.0032768443	0.06856917
a20	0.6316417	0.05842523	0.29881042	0.009816815	4.172659e-05	0.00036832175	0.0008956517
a13	0.010389852	0.0136056	0.8909001	0.08362394	0.0005622355	0.00081345777	0.000104915416
a17	0.024761397	0.06518704	0.8850876	0.020662185	0.00022744926	0.003665344	0.00040896964
a39	0.040483918	0.20322484	0.62921965	0.105975814	0.0037049102	0.003019203	0.01437171
a8	0.20212904	0.45603248	0.29807892	0.038675096	0.0014795763	0.0013401475	0.0022646359
a31	0.31081203	0.565057	0.04705331	0.066627905	0.0065414305	0.0015703475	0.0023380376
a15	0.16924739	0.15812215	0.66950303	0.003021986	3.9634368e-05	1.47547935e-05	5.1089257e-05
a38	0.9006255	0.06896099	0.005540661	0.005164956	0.0038052923	0.0076200007	0.008282609
a31	0.45443887	0.41362414	0.01727182	0.06718576	0.03473589	0.0046450044	0.008098568
a13	0.06060916	0.09458909	0.67577696	0.1082122	0.049467757	0.0017310294	0.009613781
a20	0.75208503	0.05781333	0.081372954	0.013596736	0.015711958	0.0061033443	0.07331676
a7	0.85815716	0.085715316	0.011461245	0.0088132555	0.009196028	0.00821724	0.018439837
a11	0.8187348	0.09409656	0.01150724	0.010833933	0.007843246	0.017660772	0.039323412
a24	0.84262955	0.063691296	0.008501759	0.01520896	0.016952587	0.010745263	0.042270686
a15	0.83380824	0.042348113	0.0069915615	0.017607786	0.018422559	0.012887884	0.06793384
a24	0.7960183	0.049220223	0.008652992	0.015924579	0.0166927	0.015145802	0.09834535
a31	0.78046364	0.0508396	0.008599743	0.011399547	0.011790921	0.015781848	0.12112469
a0	0.8827671	0.054780874	0.024003807	0.00261979	0.0014160363	0.0035835814	0.030828968
a18	0.8962375	0.058649104	0.006184825	0.00841283	0.01110822	0.004386568	0.015021022
a31	0.64750105	0.05093743	0.032986432	0.01391503	0.013739151	0.019642698	0.22127813
a38	0.7370032	0.03924898	0.03185015	0.004635237	0.0030387612	0.008851893	0.17537175
a31	0.91198224	0.039598193	0.0021982186	0.007109864	0.015369922	0.0025109858	0.021230465
a20	0.49191824	0.031735968	0.03759729	0.0138907805	0.012280217	0.020203527	0.39237398
a31	0.6392349	0.04465301	0.023390468	0.031425767	0.0474433	0.028376307	0.18547632
a35	0.4638102	0.0652965	0.055475116	0.0509941	0.04852776	0.057368662	0.2585277
a31	0.20015337	0.12918684	0.11456546	0.13222872	0.17558503	0.112911545	0.13536908
a18	0.29176867	0.10923164	0.10214537	0.09995231	0.09603524	0.10313911	0.1977277
a31	0.17738447	0.13139597	0.12009876	0.13976946	0.19039108	0.115491904	0.12546837
a46	0.2248087	0.12539199	0.13162741	0.12332135	0.11274742	0.121549845	0.16055325
a39	0.1651093	0.14049603	0.13635667	0.1394886	0.14914164	0.13318627	0.13622148
a31	0.16260986	0.14147851	0.13863388	0.13784105	0.1373728	0.13776639	0.14429756
</S>	0.16405004	0.1310583	0.15497206	0.1426929	0.124615975	0.13708647	0.1455242
