 	io	non	ho	cosa	da	mangiare	</S>
a31	0.06383878	0.018139338	0.03519445	0.16216242	0.016813785	0.2681512	0.43570006
a37	0.49066317	0.013725089	0.011518116	0.010442235	0.010298477	0.37489152	0.08846145
a31	0.37667072	0.21546845	0.12672827	0.059451487	0.03922416	0.15149787	0.030959148
a18	0.14068213	0.060946625	0.24017306	0.06937764	0.0745567	0.39733636	0.016927551
a31	0.099383734	0.05705397	0.20829509	0.35373238	0.0860517	0.18221699	0.013266122
a11	0.59641755	0.077838376	0.0407598	0.060706448	0.029540509	0.15963557	0.035101775
a37	0.44085994	0.17505619	0.050966125	0.029985562	0.1219586	0.15115258	0.030021017
a15	0.60967463	0.12163168	0.056082867	0.06337815	0.048723504	0.069441915	0.031067247
a39	0.8443314	0.051317792	0.011663346	0.0031384584	0.010858171	0.04660798	0.032082874
a31	0.74726564	0.04355759	0.015820172	0.0057555353	0.019623736	0.10632881	0.061648592
a39	0.7017458	0.081707224	0.025709925	0.067778766	0.0064274017	0.09466262	0.02196831
a20	0.67435455	0.05499417	0.037509132	0.06705526	0.024045803	0.05692925	0.08511184
a24	0.39899012	0.066178106	0.055729896	0.09403366	0.029908625	0.13283427	0.22232533
a31	0.26458085	0.07827189	0.08936765	0.105712965	0.039385587	0.13213351	0.29054755
a46	0.15096743	0.06491592	0.07159721	0.52872115	0.02674265	0.08685368	0.07020196
a31	0.48671478	0.08168692	0.08383472	0.13362886	0.07074081	0.07775392	0.06564004
a3	0.04550597	0.037220176	0.068184465	0.3142617	0.12240392	0.235731	0.17669283
a31	0.2612726	0.13343711	0.12331268	0.13661243	0.119051196	0.116426766	0.10988721
</S>	0.044983912	0.078118786	0.093740575	0.19330382	0.1898436	0.2023644	0.19764496
