 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
a31	0.08591582	0.09267346	0.1531212	0.044530053	0.024237137	0.022921713	0.021623049	0.018164657	0.062841535	0.47397137
a20	0.121048555	0.06653339	0.5190115	0.05946011	0.012705423	0.014719123	0.015539954	0.017143207	0.13412163	0.03971712
a31	0.02712603	0.06433014	0.31218833	0.29241014	0.068746865	0.05339548	0.02239471	0.034403063	0.117767476	0.0072376686
a21	0.0015950251	0.0012700027	0.010040174	0.004020902	0.00645318	0.0091102645	0.0346719	0.0042748125	0.92769873	0.0008650405
a31	0.014606674	0.025756078	0.20904635	0.17641047	0.19795206	0.15461622	0.067290545	0.06406436	0.06815436	0.0221029
a13	0.148521	0.21193205	0.2388044	0.043019585	0.011822965	0.104328595	0.09668752	0.09497687	0.024171324	0.02573559
a31	0.15521732	0.18847507	0.25310916	0.0418355	0.008519378	0.1572403	0.11046622	0.051767364	0.006413125	0.026956527
a6	0.1324004	0.2396428	0.2749306	0.052164275	0.011494936	0.08043189	0.07186796	0.06722997	0.048089907	0.021747213
a46	0.15968882	0.22530216	0.43750083	0.02224885	0.0027364972	0.05177099	0.040229257	0.00919512	0.0035141073	0.047813352
a31	0.24741687	0.33413053	0.30215067	0.017233873	0.002743567	0.041497625	0.027468463	0.0070887306	0.005034396	0.015235289
a46	0.05629107	0.11130856	0.27773786	0.100027874	0.00696782	0.056546427	0.033141207	0.07122076	0.11878513	0.16797334
a11	0.4194868	0.32470375	0.12589513	0.0053639207	0.010512749	0.0374061	0.03978822	0.012670351	0.006846911	0.017326014
a37	0.27156684	0.26638794	0.21718574	0.013624948	0.015819572	0.05880039	0.056794666	0.019637747	0.01411597	0.06606618
a18	0.26604527	0.2674301	0.27728567	0.017546449	0.014520266	0.050504982	0.04882011	0.015612625	0.007870536	0.034363978
a46	0.23545979	0.24286275	0.27973172	0.031269588	0.020211702	0.05174112	0.047674607	0.023389306	0.011119464	0.056539997
a31	0.19723797	0.187623	0.17744182	0.044082996	0.03777176	0.103620395	0.10731684	0.040252257	0.02402999	0.08062303
a20	0.053020988	0.10956834	0.23921338	0.08372502	0.022533812	0.01896951	0.023082975	0.023512937	0.3946317	0.031741362
a35	0.3645965	0.24330018	0.097476155	0.012281121	0.03419373	0.08251782	0.09416302	0.03258889	0.016453652	0.022428947
a6	0.25503337	0.20837066	0.12768675	0.06270148	0.047575653	0.087648004	0.09972555	0.040890068	0.034868088	0.035500303
a13	0.23065437	0.15892106	0.08855755	0.06808955	0.067611754	0.08940068	0.099013425	0.06686153	0.063244574	0.06764555
a28	0.16871051	0.12511605	0.09849134	0.08888859	0.08387055	0.09175991	0.095054105	0.08222121	0.08146568	0.08442202
a31	0.16133216	0.12241007	0.098679446	0.0910518	0.08575087	0.092553064	0.09549357	0.083840854	0.083365664	0.08552253
a10	0.04887605	0.06398099	0.11008087	0.11669781	0.053656604	0.04825414	0.05306902	0.06936043	0.3637902	0.07223384
a24	0.280928	0.15662682	0.102515996	0.039024845	0.06457062	0.09497632	0.09971998	0.06447217	0.045060623	0.052104704
a31	0.1931987	0.13638546	0.09232596	0.08127498	0.07898264	0.09057822	0.09606261	0.077807225	0.076241635	0.07714256
</S>	0.050296236	0.05103316	0.056828216	0.056053236	0.047179777	0.046324812	0.046925616	0.15273046	0.259721	0.23290746
