 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
a31	0.0030664483	0.0003932472	0.0011280208	0.0020810415	0.0045368033	0.011677733	0.028923513	0.08641293	0.1647331	0.08205509	0.17994069	0.1518293	0.0830198	0.09815466	0.09656898	0.00041659665	0.00506199
a11	0.0019162021	0.00020516178	0.00026171812	0.014982784	0.015312543	0.050492205	0.84219277	0.0553279	0.00052367116	0.0026830724	0.0002184219	0.012450007	0.00055088603	0.00018757794	0.000112809445	0.0013714057	0.0012109043
a37	0.053832553	0.17627317	0.015387613	0.14897072	0.07471986	0.019153839	0.3049196	0.028248277	0.0026757028	0.005706006	0.0016641185	0.023477308	0.0018631114	0.0010708441	0.0007735594	0.13678661	0.0044771014
a28	0.043195363	0.032426197	0.018420717	0.11674455	0.07187908	0.05198969	0.092858635	0.06879434	0.025704226	0.060977183	0.012362626	0.05781741	0.009443421	0.0060815965	0.005429783	0.31193948	0.013935737
a31	0.054820605	0.024706306	0.006829353	0.0414449	0.058488946	0.09625858	0.10447047	0.11466907	0.018091956	0.07677193	0.007525798	0.03029084	0.0063514914	0.005512638	0.0047728335	0.3349233	0.014070961
a21	0.0032868325	0.0034639044	0.0014049212	0.0028852522	0.0027783185	0.010481586	0.0630216	0.065701805	0.0056835692	0.011062876	0.001444484	0.00497105	0.0020308786	0.0035265288	0.0013950146	0.8086595	0.008201889
a31	0.14722548	0.020928262	0.006847544	0.007881476	0.017292636	0.1401709	0.19584596	0.24960515	0.03205368	0.0129261045	0.015553142	0.030305702	0.027117299	0.05321627	0.020482741	0.0020795271	0.020468019
a10	0.026124198	0.017688066	0.012422852	0.019407522	0.016770586	0.05720062	0.077603966	0.0648834	0.060426217	0.017995404	0.0048731193	0.0108289365	0.0024653717	0.008221111	0.0056046373	0.5589319	0.03855218
a31	0.03928337	0.0032377143	0.0027004227	0.0037545897	0.010221209	0.14721805	0.22471912	0.33798096	0.04693455	0.026695892	0.027529709	0.04954218	0.02285159	0.031071672	0.018805167	0.002278964	0.005174919
a3	0.0197078	0.014211738	0.014982426	0.028007466	0.018330246	0.05064585	0.14307222	0.040014185	0.017786864	0.009700209	0.002421348	0.0074466486	0.0027479678	0.014200601	0.010038678	0.56010234	0.046583388
a28	0.030964678	0.0030043249	0.0016058924	0.003600593	0.011941864	0.2125949	0.43652892	0.15574302	0.030613152	0.020777682	0.018615048	0.03920728	0.011364878	0.00957941	0.008336781	0.0028477926	0.0026738304
a31	0.3730126	0.03842216	0.02939567	0.042741783	0.05972796	0.21036397	0.07944677	0.074986555	0.015779344	0.028694982	0.004584288	0.008226473	0.006712191	0.0069376198	0.0037361032	0.0088027865	0.0084286295
a20	0.003183488	0.004706344	0.009086158	0.038401313	0.012829751	0.019181594	0.74086255	0.03697106	0.001852787	0.0015665933	0.0004741906	0.006712184	0.0027478605	0.011839942	0.0062312433	0.09163865	0.011714264
a0	0.00916106	0.0010119961	0.0004554295	0.002046793	0.0061572175	0.100187466	0.77365184	0.06071736	0.005624579	0.0064122085	0.0043087485	0.02167665	0.0034026285	0.0019369667	0.0016858826	0.00090744847	0.00065577345
a20	0.2627495	0.05735073	0.011897209	0.020765986	0.048960265	0.2714432	0.13031515	0.08432318	0.015883327	0.009653802	0.0074610757	0.013280121	0.013868173	0.017992403	0.010619952	0.0058439914	0.01759201
a31	0.17256166	0.08988311	0.012197312	0.016934114	0.024841947	0.16427568	0.12760986	0.10248276	0.04080773	0.009472724	0.029293364	0.04748655	0.032912962	0.0603304	0.036078457	0.009237207	0.023594154
a20	0.040386405	0.066906676	0.13614328	0.124742806	0.043136522	0.038940992	0.1135885	0.08381499	0.007361977	0.003157102	0.0022935246	0.005281487	0.006090908	0.04696119	0.018238071	0.1620661	0.100889534
a8	0.10978278	0.022891903	0.008622896	0.009704104	0.016938094	0.22168908	0.104650214	0.07989191	0.04975184	0.036258355	0.09043464	0.10743703	0.044458233	0.04635498	0.03376828	0.005838484	0.01152725
a31	0.32167682	0.0799019	0.020165944	0.02456381	0.035802834	0.18718436	0.07329413	0.028732028	0.025619704	0.009192368	0.02014595	0.03391762	0.030677453	0.044017743	0.026167646	0.003303523	0.03563612
a10	0.036070116	0.04330181	0.15310857	0.14208168	0.08008719	0.07824646	0.08165992	0.04109629	0.00561078	0.007910717	0.0068405163	0.01046867	0.011815566	0.08735851	0.06558218	0.06385108	0.08490997
a31	0.091925114	0.067117505	0.047569294	0.05263875	0.043803334	0.16206981	0.09287947	0.036273602	0.048355654	0.053754922	0.11789716	0.07455378	0.024073679	0.024569148	0.0213377	0.013524319	0.027656786
a18	0.026733616	0.026017934	0.06477602	0.055823807	0.051706236	0.13178213	0.0704767	0.02272209	0.0056521688	0.026058907	0.025261493	0.0412323	0.06968592	0.10742828	0.17949139	0.022589859	0.0725612
a31	0.08081331	0.12813385	0.09883019	0.12305717	0.07914843	0.1278826	0.118267335	0.024972463	0.02258386	0.027076453	0.04174999	0.027788216	0.015277712	0.015960108	0.014133185	0.017403888	0.03692127
a37	0.026501486	0.034655355	0.06561296	0.059503604	0.048992466	0.119041085	0.054106355	0.014372405	0.005778383	0.036275644	0.038345207	0.055901766	0.07793336	0.094451666	0.18277745	0.027576482	0.058174334
a31	0.06382882	0.12796462	0.110471144	0.14664948	0.087589785	0.10898127	0.19107956	0.021077836	0.011273097	0.015354837	0.018819815	0.017814675	0.012007636	0.012293608	0.0108312275	0.014013495	0.029949076
a21	0.026882343	0.060054768	0.09890372	0.085419364	0.04606825	0.079825945	0.052613504	0.010252587	0.0046058474	0.03436272	0.0409178	0.06438366	0.07583674	0.08144759	0.13747407	0.045440618	0.05551055
a28	0.053309623	0.1365027	0.11840326	0.16989656	0.08621984	0.09320152	0.18850437	0.019828161	0.0116042895	0.014041136	0.015423202	0.017230982	0.012656495	0.012775947	0.011658019	0.014166171	0.02457781
a15	0.04775332	0.1450443	0.14085416	0.17115644	0.07913027	0.09612329	0.05820228	0.021374373	0.014422131	0.03516391	0.048126295	0.029252218	0.01823149	0.018901175	0.018893676	0.017057527	0.040313084
a7	0.06334858	0.12022502	0.09511072	0.13345341	0.0541155	0.06571611	0.03944627	0.027599877	0.026929896	0.06743369	0.093925394	0.053450875	0.03767063	0.03571785	0.03219646	0.02497406	0.028685704
a20	0.069695584	0.07619792	0.052076966	0.060568053	0.024645254	0.038634602	0.01768632	0.017533664	0.019164039	0.107408546	0.19113563	0.11502569	0.07525792	0.05993862	0.048069987	0.013724162	0.013237071
a31	0.06958896	0.07539114	0.048519347	0.050539397	0.0211735	0.030296972	0.015642166	0.016905699	0.019535655	0.09962419	0.19600606	0.12187065	0.083154224	0.06885764	0.054238748	0.015749672	0.012905927
a28	0.0027894317	0.077264585	0.0628292	0.07094985	0.008133661	0.002303166	0.0025241545	0.002286119	0.0007130101	0.0026121398	0.0032579307	0.002666725	0.0027961168	0.032237496	0.02426994	0.67278	0.029586455
a33	0.07303168	0.1614513	0.13447425	0.16071422	0.06334256	0.07603253	0.051067833	0.025187569	0.04147298	0.023072932	0.03418489	0.026728084	0.023308204	0.02831855	0.020291232	0.021038983	0.036282208
a8	0.09127245	0.07262066	0.06321269	0.06860181	0.04557601	0.04849746	0.041034237	0.039983954	0.0403798	0.06608202	0.08489957	0.06335923	0.06949764	0.07328382	0.05131095	0.04165103	0.038736634
</S>	0.06086613	0.056931302	0.05537444	0.057326842	0.053325143	0.055917002	0.052514337	0.053078055	0.055029724	0.07257429	0.083385564	0.066070445	0.059538893	0.05889005	0.056670744	0.050888836	0.051618204
