 	voglio	che	Maria	venga	domani	</S>
a31	0.20960213	0.110043555	0.1001509	0.11643663	0.040112525	0.42365432
a35	0.56445754	0.028980773	0.036101706	0.24401245	0.0143762985	0.11207132
a31	0.08240474	0.07202256	0.05435223	0.6723518	0.07913194	0.039736703
a37	0.063791275	0.22259091	0.013854391	0.5941897	0.046325743	0.059248026
a31	0.09759583	0.135776	0.1145149	0.548293	0.07497683	0.028843414
a11	0.4895973	0.14508316	0.22017217	0.10798004	0.008699934	0.028467394
a31	0.68015134	0.09807148	0.027500039	0.043333996	0.011254136	0.13968909
a20	0.22083414	0.12523752	0.33412635	0.2290448	0.037727986	0.053029314
a13	0.35444552	0.19674054	0.121995755	0.10830326	0.024073577	0.1944414
a20	0.16406544	0.2123112	0.2019179	0.13585193	0.056753166	0.22910035
a31	0.09445759	0.16138266	0.2594013	0.09807677	0.1218724	0.2648093
a18	0.03597906	0.2847499	0.26882964	0.22244038	0.12318064	0.06482045
a31	0.21831228	0.36869106	0.13567655	0.076804265	0.12118065	0.07933515
a36	0.038557798	0.19426252	0.43057695	0.12131228	0.14017206	0.07511834
a31	0.16693977	0.28762415	0.31477883	0.087665215	0.09029666	0.0526953
a20	0.025463218	0.15019396	0.49450105	0.1533755	0.13352542	0.042940855
a31	0.17265414	0.21236578	0.17539245	0.14921094	0.15801081	0.13236588
a20	0.048099093	0.1260478	0.4787798	0.14789844	0.12946394	0.069710925
a31	0.16627201	0.18771893	0.17510983	0.16200945	0.1607453	0.14814456
</S>	0.07428926	0.13710825	0.40058032	0.14754415	0.14090528	0.09957283
