 	se	vieni	alle	sette	io	sto	cucinando	</S>
a31	0.08591797	0.049554326	0.052899625	0.06298014	0.3039887	0.078638665	0.19469047	0.17133008
a21	0.11268993	0.035009265	0.011813965	0.010676571	0.64437014	0.07294595	0.07567383	0.036820278
a31	0.13116206	0.081201665	0.0710525	0.07558797	0.3703903	0.07771365	0.08190896	0.1109829
a21	0.02785113	0.013272765	0.026264414	0.070656314	0.4604913	0.15166923	0.16134894	0.088445954
a31	0.17755893	0.078644164	0.10632175	0.03600036	0.24101079	0.035023097	0.09685286	0.22858803
a13	0.4334288	0.49470803	0.01252302	0.0059451363	0.023848612	0.007147443	0.0147342095	0.0076647527
a35	0.6776669	0.2807358	0.0060171224	0.0031041563	0.0037247033	0.0033513464	0.016004916	0.009395085
a37	0.6178554	0.32783997	0.0045775077	0.0044921567	0.0044454993	0.0061409404	0.02044637	0.014202119
a31	0.67127275	0.14023018	0.0123465	0.025132585	0.013434912	0.019796332	0.071847506	0.04593936
a37	0.3058443	0.27438304	0.027813189	0.04240705	0.11669879	0.030717414	0.120666206	0.08146997
a31	0.7570805	0.089090556	0.013352506	0.013963819	0.026677737	0.013273636	0.044232927	0.04232836
a24	0.7241917	0.101828	0.019750692	0.012975469	0.08204097	0.008220053	0.012382461	0.03861072
a31	0.45244065	0.10791802	0.07048956	0.0667881	0.08678273	0.06824451	0.07231149	0.07502487
a13	0.762225	0.056008898	0.026379688	0.021943359	0.052817494	0.017924411	0.021006862	0.041694347
a31	0.2809816	0.12263499	0.09843479	0.09799326	0.10183897	0.098523445	0.099935345	0.099657625
a27	0.5461728	0.08583507	0.057633426	0.055942655	0.0647995	0.04761485	0.05240831	0.08959343
a31	0.29679444	0.123332165	0.0956988	0.0959783	0.09794433	0.09574299	0.097408324	0.097100586
a35	0.49713287	0.09126453	0.06416536	0.06454539	0.059309427	0.05174106	0.057546757	0.114294656
</S>	0.29702213	0.12024746	0.09498977	0.09593731	0.09761516	0.09416987	0.09768295	0.10233533
