 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.030475546	0.15837798	0.17522286	0.17740335	0.09985402	0.13967426	0.21899202
a39	0.1336573	0.18123576	0.035998326	0.029482584	0.05898038	0.4020611	0.1585846
a31	0.018495051	0.10650351	0.022087935	0.134237	0.16936329	0.4342358	0.115077384
a0	0.0044122413	0.35662544	0.054073412	0.41370115	0.04245139	0.11034269	0.018393718
a31	0.022661444	0.087260775	0.110149115	0.22162063	0.13241765	0.37172633	0.05416399
a13	0.12881397	0.0706311	0.09148175	0.059536714	0.22126648	0.22015344	0.2081165
a31	0.12513673	0.020750595	0.05848123	0.050047126	0.38859996	0.2229606	0.13402379
a37	0.027117493	0.022028165	0.04785648	0.08132281	0.34181252	0.34370548	0.1361571
a31	0.07145595	0.17914	0.17621844	0.15092063	0.25474867	0.105517864	0.061998457
a11	0.03035553	0.1981624	0.29501736	0.28784105	0.090699755	0.051321607	0.046602286
a39	0.14654644	0.23888636	0.23084033	0.16442314	0.111878395	0.06746625	0.03995917
a0	0.16229421	0.13791317	0.23052803	0.22359146	0.09830751	0.08401441	0.063351154
a41	0.1211237	0.17239136	0.20865722	0.20514742	0.1405794	0.09410157	0.057999294
a0	0.07881238	0.18024582	0.19271019	0.19356558	0.16485201	0.121045254	0.06876879
a20	0.09041681	0.16440369	0.16580947	0.17038117	0.16298123	0.14922631	0.09678131
a31	0.059698086	0.18137367	0.19714755	0.2009401	0.1702094	0.12309866	0.06753257
a30	0.004907684	0.031800352	0.054114446	0.69369686	0.11437688	0.08503271	0.016071124
a41	0.12202142	0.14112571	0.14309242	0.12991194	0.18005998	0.17148705	0.11230146
a31	0.05638183	0.15592276	0.2668609	0.28764758	0.11362039	0.06719867	0.052367833
</S>	0.044787683	0.13175036	0.13400698	0.09412451	0.13225843	0.23200747	0.23106462
