 	la	casa	la	costruirono	i	muratori	</S>
a31	0.030780157	0.012606468	0.053525884	0.03518464	0.03570329	0.2832062	0.5489933
a17	0.3522638	0.012135561	0.06537719	0.5195622	0.0080284625	0.0124801565	0.03015264
a39	0.039738752	0.02493508	0.11506177	0.8085742	0.0067717223	0.00051159074	0.00440686
a3	0.21541263	0.07618633	0.23026209	0.37447047	0.018885965	0.009683733	0.075098716
a35	0.46901295	0.11550752	0.067150556	0.19932307	0.042318057	0.021276604	0.08541124
a31	0.6057145	0.13379252	0.042817097	0.09543655	0.02653961	0.023162678	0.07253696
a24	0.07458481	0.013873673	0.02990099	0.8567268	0.018044949	0.0023629405	0.0045058327
a31	0.68446463	0.03767748	0.010586899	0.009027396	0.034453083	0.117480636	0.10630996
a39	0.101544164	0.042446613	0.17458749	0.5797381	0.080989495	0.010109587	0.010584556
a31	0.4915081	0.04261913	0.016469857	0.017947458	0.031144446	0.19610934	0.20420168
a24	0.07548721	0.046185266	0.23117818	0.4802739	0.109715156	0.02639142	0.030768896
a31	0.50219536	0.06532068	0.028447095	0.037033923	0.03162367	0.15840149	0.17697778
a28	0.10323847	0.080315754	0.20071349	0.30136755	0.093247555	0.091831654	0.12928547
a45	0.41836107	0.13719356	0.09548379	0.14702335	0.04771338	0.075543545	0.078681365
a31	0.24772204	0.050966315	0.025114061	0.023946643	0.04516252	0.3264522	0.28063625
a20	0.12487526	0.15614901	0.10254497	0.10451963	0.020667443	0.13921678	0.35202688
a31	0.4738547	0.17615233	0.0865771	0.09598743	0.050577383	0.05888784	0.05796326
a8	0.11499731	0.23817298	0.13873996	0.12641166	0.014321197	0.06253143	0.30482548
a31	0.44740784	0.16191432	0.09181574	0.09941746	0.066583864	0.067004405	0.06585635
a20	0.18471573	0.3040862	0.12964784	0.100161724	0.022387968	0.049177334	0.20982318
a18	0.42970297	0.16402276	0.09889249	0.11622152	0.066096224	0.06335496	0.06170901
a31	0.3109014	0.14685495	0.10828342	0.108248934	0.098688565	0.110751115	0.11627158
a11	0.23638304	0.2904374	0.111860245	0.06618771	0.047725078	0.064690985	0.18271561
a27	0.34632844	0.15775709	0.11282026	0.11984781	0.089224175	0.08731187	0.08671043
a31	0.19718264	0.144892	0.1316567	0.13210773	0.12811063	0.13209765	0.13395262
a0	0.199958	0.26743355	0.10339708	0.043117855	0.08088207	0.095932476	0.20927897
a31	0.22674397	0.14968805	0.13062651	0.13239765	0.12074435	0.11996432	0.11983509
a18	0.1995509	0.23514456	0.12886505	0.045988757	0.0929922	0.10558563	0.19187291
a31	0.22385822	0.14853157	0.13194405	0.13790295	0.11983478	0.118854836	0.11907358
a46	0.19375007	0.21159604	0.15242523	0.053802963	0.098096214	0.10898868	0.18134083
a14	0.17675553	0.14543618	0.13857621	0.14184648	0.13260971	0.13218193	0.13259402
a8	0.1811617	0.14499669	0.13997649	0.15179878	0.12550284	0.12565759	0.13090593
a31	0.16189164	0.14399132	0.14068583	0.14313698	0.13674335	0.13658904	0.13696183
</S>	0.15731932	0.23921444	0.11699881	0.039129566	0.1062567	0.12029214	0.22078907
