 	ho	finito	di	scrivere	</S>
a38	0.006910643	0.003935756	0.020763459	0.9342728	0.034117322
a31	0.051247187	0.1002691	0.702818	0.012259917	0.13340583
a15	0.9841111	0.008207842	0.006793808	0.0008852836	1.950741e-06
a18	0.6887108	0.11160349	0.17863771	0.0031566906	0.01789129
a31	0.20624624	0.29720113	0.14376944	0.14655207	0.20623112
a37	0.11720443	0.8138253	0.038642287	0.022264611	0.00806337
a31	0.15276316	0.13998777	0.045379598	0.6281629	0.03370653
a0	0.5923621	0.27811098	0.11107039	0.009259039	0.009197504
a31	0.032326527	0.20233718	0.06823428	0.63168687	0.065415196
a18	0.314238	0.4074236	0.23955788	0.009883163	0.028897421
a31	0.47297063	0.18309642	0.046657205	0.19639558	0.10088024
a39	0.42891404	0.20659947	0.27893257	0.023785839	0.061768066
a20	0.61500305	0.09641455	0.062836826	0.12608932	0.09965625
a31	0.47626802	0.099188164	0.09618232	0.18207864	0.1462828
a8	0.22089349	0.18799515	0.43526405	0.062012076	0.09383524
a20	0.3041603	0.17169608	0.16843781	0.18278487	0.17292097
a31	0.260808	0.17971405	0.17958316	0.19448482	0.18540995
</S>	0.25168648	0.24224034	0.26798886	0.11438891	0.12369547
