 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a31	0.024861904	0.00865197	0.14207482	0.05303008	0.07901941	0.13620348	0.18157962	0.02852645	0.015806926	0.014579197	0.016967706	0.1407352	0.15796325
a41	0.19917794	0.042071156	0.1447164	0.037043914	0.03022972	0.16988358	0.2133237	0.060880568	0.08268149	0.0020430968	0.0042068884	0.00804037	0.005701237
a37	0.054962933	0.079467	0.28327268	0.13328846	0.032088593	0.05744393	0.07258623	0.11204987	0.106727056	0.019340403	0.0026803825	0.031400956	0.014691501
a24	0.056968924	0.032554805	0.14599016	0.04912241	0.013257279	0.09789844	0.15378764	0.215849	0.15109737	0.014840073	0.0015255868	0.04225665	0.024851685
a28	0.06438802	0.0238203	0.027263371	0.011275846	0.0118132215	0.10933861	0.14656904	0.41804075	0.15523648	0.0072093667	0.0015413848	0.013245786	0.010257761
a17	0.14450334	0.049417738	0.040084023	0.018860426	0.034719553	0.16103932	0.16908304	0.26770547	0.068225294	0.0041588293	0.0032798487	0.025239507	0.013683604
a31	0.12490328	0.06033866	0.038205333	0.027543264	0.07638855	0.19824003	0.1701061	0.23490453	0.030065425	0.0061823796	0.0034868605	0.017459076	0.012176491
a39	0.15770824	0.0637906	0.2482867	0.043207522	0.02690431	0.02663274	0.028326027	0.091309875	0.26603433	0.0034136947	0.001959307	0.03388627	0.008540405
a31	0.16628735	0.053568393	0.06145373	0.042930264	0.23582661	0.282202	0.072584964	0.0239009	0.009401128	0.01614553	0.009263926	0.020068081	0.0063670455
a17	0.17360382	0.09222412	0.21795656	0.13266248	0.0672647	0.03984777	0.028770115	0.0946237	0.09446167	0.00858232	0.027015219	0.013201547	0.009786
a18	0.14286892	0.03955419	0.038516507	0.028605685	0.19325869	0.37508503	0.103681654	0.015936773	0.0073875347	0.01161418	0.008406647	0.024516039	0.010568137
a24	0.18066408	0.09870727	0.074100986	0.05513028	0.18398488	0.19862533	0.07260152	0.07399612	0.021433948	0.01324561	0.009046488	0.013263698	0.005199799
a18	0.25059107	0.078864686	0.05697816	0.041073263	0.2504119	0.17238253	0.03333385	0.02475801	0.014301751	0.027700378	0.025254745	0.019396717	0.0049529145
a31	0.23094736	0.053636957	0.054729816	0.0386057	0.28374898	0.16649815	0.027579045	0.017729508	0.014095002	0.041824725	0.041898422	0.02271578	0.005990621
a17	0.047453616	0.041223932	0.4927814	0.26225016	0.051645387	0.028136311	0.024015091	0.0066515496	0.018994601	0.003559802	0.0079507865	0.0072410135	0.008096475
a20	0.16447632	0.035391163	0.03741147	0.028299294	0.12971278	0.402585	0.091372505	0.008328957	0.0075234366	0.017023735	0.045938846	0.016957205	0.0149791865
a17	0.068318576	0.020842984	0.06556363	0.041113745	0.17520522	0.4563152	0.070722364	0.007073825	0.0048893834	0.017708993	0.026041284	0.026186725	0.020018062
a31	0.056052603	0.016148353	0.031268504	0.02370001	0.19808306	0.41957545	0.0729117	0.009975694	0.008187225	0.023790002	0.053523727	0.042080224	0.04470344
a17	0.024561852	0.02633263	0.42229074	0.23352312	0.06037586	0.11824493	0.043736987	0.002274139	0.009607356	0.0015476958	0.004264548	0.01167748	0.041562695
a31	0.23835623	0.053566437	0.0711627	0.051060833	0.15800668	0.16721171	0.043968856	0.01154485	0.012049615	0.028095447	0.14269923	0.012947856	0.009329567
a0	0.035265513	0.046181522	0.39934564	0.25432125	0.06333213	0.04077643	0.015064377	0.0041444465	0.020234792	0.007613214	0.007480529	0.028686028	0.07755413
a31	0.14761011	0.048991192	0.09768573	0.075713076	0.21128368	0.13580103	0.039770648	0.016208265	0.015155907	0.022089768	0.16217737	0.01457129	0.012941942
a8	0.091293454	0.08300924	0.11168922	0.06639492	0.08601143	0.06540746	0.022852307	0.024115175	0.09347339	0.07627344	0.05253593	0.09991021	0.12703376
a46	0.08380648	0.05342989	0.085676484	0.07497277	0.26926014	0.14084475	0.052771468	0.036508854	0.03586381	0.037657425	0.060049813	0.034818724	0.034339443
a39	0.075858235	0.058410883	0.09381116	0.07956989	0.19873919	0.10827874	0.056853022	0.046864867	0.04683234	0.048696075	0.09068035	0.047104504	0.048300717
a8	0.0903678	0.059049256	0.08701949	0.071583964	0.13158196	0.077168256	0.049988534	0.04628327	0.0438488	0.04995794	0.19682391	0.048144527	0.04818228
a20	0.13319704	0.0655746	0.0653834	0.05384563	0.12931316	0.07586531	0.044250492	0.043801915	0.035265442	0.057541396	0.20409225	0.048852447	0.043016937
</S>	0.094519414	0.06176476	0.061577495	0.057633933	0.08695288	0.06960338	0.05569508	0.05314289	0.0498394	0.059338573	0.23907791	0.05588278	0.054971505
