 	Marika	non	ha	mangiato	mai	un	rustico	</S>
a8	0.011023486	0.013246489	0.060267724	0.340258	0.2020512	0.14118691	0.12996382	0.102002375
a31	0.0279018	0.09334263	0.42114815	0.2875715	0.00408514	0.019624123	0.1332956	0.0130310785
a20	0.00022099756	0.007943313	0.06035527	0.623636	2.7921567e-05	0.0049915286	0.30282056	4.428603e-06
a31	0.021379465	0.15589271	0.16063158	0.33998832	0.032093994	0.20981179	0.055964615	0.024237523
a37	0.003760271	0.009426038	0.014554036	0.007202249	0.009293792	0.37278348	0.54393953	0.03904055
a14	0.044317074	0.040796015	0.10023064	0.07767874	0.18437944	0.264551	0.21901365	0.069033384
a10	0.011235455	0.03081286	0.01180108	0.033721846	0.011990984	0.048069004	0.81825316	0.03411558
a31	0.022360703	0.103376314	0.21408327	0.23309213	0.07738358	0.060988132	0.25789237	0.030823508
a37	0.0088692745	0.030012526	0.02951512	0.13018087	0.0073445053	0.05841035	0.72385466	0.011812698
a10	0.039612595	0.047613785	0.15920453	0.10334149	0.33387908	0.0703458	0.2236651	0.022337593
a14	0.024787003	0.0524834	0.32162368	0.16882978	0.104713984	0.080421485	0.23121499	0.015925633
a0	0.046006873	0.07944803	0.3185662	0.26638278	0.11083898	0.0807492	0.07898568	0.01902223
a20	0.064719245	0.10949536	0.5434065	0.12552916	0.02987043	0.028332477	0.05143282	0.047214065
a33	0.08589662	0.10780716	0.3727971	0.07860113	0.083604425	0.10425398	0.08618529	0.080854334
a20	0.10281873	0.11289392	0.18633272	0.088552825	0.15663756	0.1820493	0.10614833	0.06456668
a31	0.1263185	0.14366606	0.0977983	0.14354007	0.17674261	0.18459125	0.07485381	0.05248943
a0	0.010723623	0.10950705	0.063192405	0.7338439	0.00055705284	0.0038239611	0.05299052	0.025361486
a41	0.22301438	0.2363413	0.1277836	0.27576023	0.058892198	0.03800785	0.020212322	0.019988088
a31	0.13343814	0.16138257	0.09831832	0.25940758	0.112579845	0.10508297	0.06782932	0.0619613
a37	0.034833692	0.054220833	0.064712144	0.115947105	0.027708877	0.040144682	0.27615714	0.38627553
a31	0.13939764	0.19755912	0.18641907	0.1293967	0.08769174	0.085170634	0.06147003	0.112894975
a18	0.10954049	0.09376896	0.024803687	0.037302773	0.13226874	0.18242835	0.20532303	0.21456398
a8	0.13015774	0.14766368	0.15199345	0.121220894	0.11130327	0.11037162	0.10703012	0.12025919
a20	0.1271471	0.12989444	0.116531275	0.15518008	0.1244398	0.121762745	0.11319487	0.11184964
</S>	0.1272097	0.13033871	0.11328798	0.16408241	0.12470262	0.12142047	0.110434465	0.108523645
