 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.10120417	0.041927624	0.083079815	0.65845543	0.056512512	0.01002055	0.04879988
a31	0.015447153	0.0041862186	0.00087549974	0.39836606	0.1136679	0.4509647	0.016492471
a4	4.3010365e-05	0.0004739402	0.00013731969	0.62294674	0.095058136	0.2810984	0.00024248549
a46	0.017842108	0.019793231	0.001965343	0.019703096	0.02282356	0.6973443	0.2205283
a31	0.06551984	0.021220969	0.00024698046	0.00664282	0.105351046	0.6781889	0.12282944
a28	0.017623428	0.01212188	8.279943e-05	0.006621485	0.15762559	0.7859393	0.019985583
a27	0.08510907	0.0067698923	0.0019009489	0.46406573	0.40867278	0.01795362	0.015527875
a31	0.3979267	0.028701833	0.0005773409	0.12171732	0.19244018	0.11795346	0.14068313
a49	0.014164899	0.009604534	0.00091125444	0.07896968	0.8105944	0.08436226	0.0013929334
a23	0.03475241	0.004341734	0.0024948558	0.46841097	0.43210682	0.026787976	0.031105312
a31	0.115035005	0.00946249	0.0014524766	0.4757204	0.31324646	0.033846106	0.051237028
a29	0.005306633	0.006497286	0.0014609186	0.11262931	0.8049987	0.06468219	0.0044249957
a17	0.03172355	0.0067357183	0.0047655287	0.38964653	0.50216216	0.034192447	0.030774098
a20	0.024681149	0.0013061682	0.0018526119	0.74180424	0.1965953	0.012049458	0.021711024
a17	0.027973365	0.0042862967	0.0074201957	0.6075793	0.28643548	0.021702979	0.04460243
a31	0.044940177	0.007026375	0.020477239	0.49610955	0.35471448	0.023662802	0.053069357
a20	0.005630529	0.036700327	0.004429191	0.7088494	0.17841311	0.045269355	0.020708079
a31	0.0402814	0.025341522	0.022981351	0.21905476	0.56751764	0.06627462	0.05854876
a3	0.002279373	0.009792047	0.0061807516	0.06534818	0.12987414	0.7066945	0.07983097
a31	0.04356036	0.048807815	0.039798867	0.24219029	0.44929937	0.097654216	0.07868904
a8	0.008214061	0.010223695	0.013731899	0.04035221	0.17195602	0.4815227	0.2739994
</S>	0.060870644	0.08177538	0.0651022	0.3050675	0.1900584	0.17656963	0.12055618
