 	io	nella	mia	vita	ho	sempre	lavorato	</S>
a8	0.0389563	0.015479793	0.016873425	0.039853655	0.037146486	0.08000695	0.49459267	0.27709073
a31	0.04862728	0.044282567	0.029471315	0.67366457	0.14804772	0.034014635	0.01472522	0.007166671
a29	0.0014547665	0.030145662	0.03945991	0.73272413	0.18019632	0.010125468	0.005868426	2.5372932e-05
a10	0.004827374	0.046280667	0.09055734	0.5616904	0.22139902	0.050073408	0.017334407	0.007837433
a24	0.013629395	0.2756615	0.1767703	0.15219882	0.21586496	0.09759946	0.039037943	0.029237635
a31	0.086693406	0.19065194	0.14684959	0.06653305	0.10285107	0.22933193	0.13228095	0.04480812
a24	0.01783301	0.07356709	0.013036125	0.8086491	0.053872444	0.0050004777	0.02170222	0.0063395915
a16	0.2942718	0.100527555	0.047405813	0.019945493	0.0062087374	0.057706762	0.3030223	0.1709115
a31	0.26648	0.28694457	0.09689687	0.020719497	0.012234861	0.042706225	0.18176033	0.09225767
a20	0.099425	0.081166744	0.07922869	0.58867073	0.11167924	0.0135324355	0.015835678	0.010461455
a31	0.39212075	0.109393016	0.05935945	0.26789114	0.025892735	0.026309112	0.07547503	0.04355871
a11	0.1014526	0.06354738	0.12692791	0.45785022	0.081411	0.036640994	0.07688171	0.05528822
a17	0.049698878	0.020443466	0.030553833	0.8784152	0.013194788	0.0024983338	0.0032624525	0.0019330019
a11	0.72802	0.116987176	0.050873715	0.038797732	0.011545692	0.020835409	0.01942948	0.013510799
a17	0.51901025	0.11204769	0.085897155	0.11656228	0.026405543	0.057807162	0.049989205	0.03228075
a31	0.5527026	0.070863485	0.025143934	0.021864563	0.025704244	0.11173831	0.12366297	0.06831989
a20	0.050025336	0.059964262	0.036553275	0.63193554	0.056285672	0.03699523	0.07785362	0.050387025
a31	0.29781714	0.0898545	0.030381545	0.21735181	0.16096334	0.057849783	0.082307264	0.06347463
a20	0.050271425	0.051653374	0.045230154	0.26304296	0.05159252	0.044335533	0.23389368	0.25998038
a8	0.17788558	0.13020445	0.06384361	0.1989691	0.17315741	0.08679891	0.09224534	0.07689561
a31	0.13140543	0.072285496	0.021712447	0.12235001	0.31953773	0.12446437	0.12779638	0.08044811
a24	0.11752028	0.11990104	0.044912405	0.054818943	0.052511927	0.05667377	0.28901896	0.26464266
a31	0.16080067	0.16158374	0.058490954	0.07214435	0.17747991	0.13090217	0.14424117	0.09435708
a10	0.14850315	0.14955004	0.043004654	0.03602671	0.039791696	0.056306556	0.27266648	0.2541507
a31	0.20233978	0.21617238	0.07178492	0.07344381	0.13716924	0.10785055	0.115397096	0.07584226
a11	0.20645906	0.20102395	0.05244063	0.034042183	0.034864098	0.062148176	0.2104203	0.19860162
a46	0.21945405	0.23977593	0.080596164	0.07771464	0.11782858	0.0944132	0.101108365	0.0691091
a6	0.14349897	0.15730368	0.07622539	0.08048611	0.15912513	0.13626383	0.1446079	0.10248897
a31	0.13542497	0.1326608	0.10397107	0.124579094	0.15341416	0.119476564	0.12109284	0.10938052
a26	0.105164185	0.108621724	0.044988006	0.041085597	0.038835604	0.056463882	0.2635178	0.34132323
a31	0.15392648	0.16010188	0.110156626	0.11114391	0.12505831	0.114864185	0.11690604	0.10784257
a8	0.102793485	0.101448745	0.042966012	0.034588624	0.037041917	0.06574756	0.2797768	0.3356368
</S>	0.14860256	0.15468735	0.11364236	0.1132762	0.12325884	0.116863504	0.11844465	0.11122453
