 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	0.034818977	0.0016051271	0.0029502092	0.05906437	0.05934317	0.50096714	0.01929437	0.02803173	0.29392484
a8	0.04338054	0.0013021195	0.0021551359	0.014081116	0.79625565	0.012446835	0.06385655	0.062083427	0.0044385633
a31	0.16560674	0.635546	0.03528721	0.012471431	0.0795274	0.014745517	0.044563543	0.008632506	0.0036196837
a29	0.07573699	0.033592355	0.0052325297	0.0009450562	0.52969795	0.010957404	0.12299619	0.21943177	0.0014097178
a11	0.45241514	0.27014634	0.05714562	0.051324464	0.08179474	0.021666566	0.04312591	0.016004715	0.006376529
a31	0.09927332	0.021239175	0.019905623	0.021736523	0.0047188285	0.68991137	0.1037504	0.012547364	0.026917415
a17	0.16328289	0.024204837	0.027400194	0.17238891	0.2162464	0.20461872	0.14329961	0.02344649	0.02511208
a21	0.16267434	0.003875499	0.0033500774	0.0062225717	0.0018628677	0.75499916	0.02830981	0.011694057	0.027011555
a24	0.650449	0.018785518	0.016058331	0.035898104	0.020311018	0.146183	0.063628875	0.02951394	0.019172294
a31	0.32145733	0.0022929413	0.0028145139	0.002169088	0.0023860515	0.5375789	0.053997453	0.033404205	0.04389945
a18	0.18751967	0.019191522	0.00865779	0.48739943	0.061862674	0.061494216	0.057078242	0.054507673	0.06228879
a31	0.3816911	0.0021772238	0.0020654823	0.006553019	0.0100113135	0.37228504	0.045416486	0.018709306	0.161091
a8	0.17342797	0.006208	0.003410389	0.33840203	0.07236161	0.06371388	0.06869339	0.050925184	0.22285756
a31	0.36061576	0.029622946	0.025847746	0.03778253	0.039914984	0.1431465	0.16409168	0.07896153	0.120016314
a11	0.19878642	0.010245963	0.009448426	0.16298139	0.03889717	0.042656515	0.12353624	0.062801614	0.35064626
a31	0.3818082	0.04728388	0.038618047	0.059958316	0.04919438	0.10130311	0.15305082	0.08441813	0.08436502
a8	0.17064029	0.02053185	0.03076575	0.17157204	0.02836361	0.021242391	0.18174301	0.11979578	0.2553453
a24	0.2751301	0.079539396	0.07439811	0.08820177	0.08000789	0.09768447	0.121284954	0.09281733	0.090936005
a31	0.15141018	0.08062298	0.08052262	0.088003345	0.09665866	0.13007092	0.13303615	0.10236019	0.13731496
a37	0.127928	0.031266443	0.0535201	0.092620246	0.03512117	0.032437753	0.2539648	0.14191271	0.23122877
a31	0.25756627	0.08702885	0.08201015	0.09663692	0.08616865	0.095715865	0.109564565	0.09318082	0.09212791
a28	0.088093564	0.030079074	0.078890234	0.08913538	0.024211941	0.02058481	0.2535011	0.19248487	0.22301905
a31	0.24239093	0.09204493	0.08714904	0.10570306	0.09159745	0.0932563	0.102058515	0.09397016	0.09182959
</S>	0.0632088	0.032672677	0.10173613	0.072233	0.021203255	0.019230517	0.2530347	0.21221149	0.22446942
