 	le	melanzane	vogliono	girate	</S>
a20	0.16201395	0.08429529	0.08930943	0.14103669	0.5233447
a31	0.2813387	0.40035895	0.11005572	0.13896859	0.069278054
a39	0.7233794	0.20974267	0.037174374	0.02970197	1.718731e-06
a41	0.48913154	0.26197997	0.03874363	0.18438457	0.025760245
a18	0.31220624	0.4665561	0.16264781	0.049118407	0.009471429
a28	0.727786	0.15011023	0.08682852	0.022001477	0.013273796
a13	0.6594621	0.2457839	0.050362486	0.023129426	0.02126207
a14	0.68268013	0.1779319	0.069092855	0.037969828	0.03232535
a39	0.6652576	0.20763224	0.052373935	0.035781994	0.03895435
a31	0.6735208	0.1340061	0.08632501	0.06283711	0.04331101
a6	0.7224513	0.19264387	0.050486747	0.03334928	0.0010687442
a20	0.44040912	0.18760222	0.1217995	0.07516483	0.17502435
a31	0.155122	0.09100977	0.13786946	0.20390248	0.4120963
a46	0.12776104	0.66256434	0.06367236	0.039186124	0.106816165
a18	0.3198976	0.28522483	0.20273593	0.075946555	0.11619517
a24	0.26533768	0.29929265	0.20187445	0.09308866	0.14040653
a31	0.24864638	0.2887877	0.18797007	0.091287315	0.18330853
a17	0.12396565	0.5051563	0.12062649	0.09229176	0.15795982
a11	0.28008264	0.3498273	0.17331816	0.08368164	0.113090254
a20	0.23098299	0.3891511	0.15792072	0.11096794	0.110977255
a24	0.26519784	0.37238026	0.17881933	0.09212031	0.09148226
a31	0.26190647	0.34128627	0.18316723	0.09012863	0.12351143
a37	0.160977	0.28544563	0.16098744	0.15589337	0.23669647
a31	0.2639451	0.32833153	0.15884133	0.08419378	0.16468817
a20	0.13223116	0.09927126	0.29485086	0.31806576	0.155581
a31	0.2014106	0.21485816	0.19435972	0.1917242	0.19764724
</S>	0.13866301	0.071662016	0.31571218	0.32374015	0.15022272
