 	sicuramente	stanno	ancora	svegli	</S>
a17	0.35596934	0.14495015	0.086969055	0.13529871	0.27681282
a24	0.29706123	0.482387	0.10407806	0.08076463	0.03570907
a28	0.13171817	0.48123747	0.27581653	0.10061283	0.010614884
a37	0.08351284	0.28421798	0.2422433	0.29680368	0.09322215
a18	0.12874214	0.6491862	0.103772305	0.073389776	0.04490953
a39	0.39080018	0.4769885	0.05489049	0.034965962	0.042354845
a31	0.23937978	0.44308415	0.09281031	0.10104533	0.12368048
a39	0.25347313	0.70290387	0.03259578	0.008090798	0.0029364193
a31	0.29234025	0.12909654	0.061906703	0.11932055	0.39733598
a46	0.13258658	0.78107744	0.05279425	0.021614337	0.0119274
a31	0.25431207	0.102896094	0.07000582	0.1329818	0.43980426
a18	0.22793077	0.13821034	0.11265155	0.180923	0.34028435
a31	0.41187942	0.1279401	0.098110415	0.1455367	0.21653329
a39	0.5380192	0.30250797	0.074071996	0.040733285	0.044667527
a31	0.39852855	0.14031997	0.120823175	0.16366906	0.1766592
a41	0.42937458	0.29248986	0.1781796	0.077565685	0.022390233
a39	0.3490076	0.15710765	0.1386888	0.1801492	0.17504677
a28	0.22598414	0.16549316	0.16939156	0.2234779	0.21565326
a20	0.2567617	0.194158	0.18310004	0.18507755	0.18090269
a31	0.32593438	0.17086399	0.15945	0.16778369	0.17596798
a39	0.37009445	0.3199121	0.21516262	0.068369895	0.02646095
a35	0.23832172	0.19106127	0.1846567	0.19380112	0.19215913
a31	0.24176928	0.19031857	0.18710548	0.18917169	0.19163501
a11	0.4066597	0.33622152	0.17540662	0.05242068	0.029291423
a18	0.2127582	0.19965103	0.19615537	0.19591756	0.19551776
a24	0.20971707	0.19798848	0.1969869	0.19743302	0.19787447
a31	0.21925248	0.19552788	0.1940503	0.19459441	0.1965749
a18	0.4829602	0.3083961	0.1179259	0.05048717	0.04023062
a31	0.20696911	0.19940732	0.1979212	0.1978925	0.19780986
a18	0.37850267	0.3310237	0.20203988	0.06029953	0.028134141
a15	0.41836366	0.21763699	0.13628523	0.11580306	0.111911185
a8	0.23054716	0.20246845	0.19121125	0.18819007	0.18758301
a39	0.2091482	0.19796316	0.19725719	0.19745973	0.19817169
a31	0.25220758	0.18872082	0.1849122	0.18574254	0.1884169
</S>	0.44889006	0.32957274	0.13899283	0.04866022	0.033884175
