 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
a31	0.056896906	0.04825684	0.0429098	0.0028606218	0.0150517	0.1145777	0.11851166	0.0227824	0.015441887	0.23940699	0.3233035
a23	0.017032534	0.0016864637	0.015585649	0.00024758046	0.0008624464	0.0028141753	0.44664624	0.018982854	0.38762504	0.10371133	0.0048057223
a31	0.014472665	0.045607675	0.43737566	0.051395856	0.10212002	0.018163111	0.103365704	0.050673235	0.16689287	0.0078115393	0.0021216923
a23	7.654063e-05	0.0001923622	0.0015121546	0.00011997308	0.0002680478	0.00013903127	0.051163044	0.0061945436	0.9264024	0.0138812605	5.067912e-05
a10	0.13156508	0.024435537	0.50929904	0.022647008	0.06311484	0.008112337	0.06701697	0.09268437	0.05431989	0.013750942	0.013053992
a31	0.36463115	0.097519375	0.06257372	0.0045773345	0.05844512	0.0043973722	0.081520595	0.13727224	0.019007152	0.06655097	0.103505045
a37	0.18881646	0.08092028	0.113381155	0.042185325	0.23179328	0.011526536	0.061146464	0.07206773	0.09108416	0.060703665	0.046375014
a27	0.12224782	0.16097887	0.19207813	0.0019200192	0.09281393	0.005525641	0.14789759	0.109141186	0.0102413185	0.05606294	0.101092555
a31	0.18447684	0.2005994	0.096243136	0.006653683	0.1469454	0.004799933	0.1612115	0.1487347	0.0069623413	0.016747532	0.026625572
a44	0.04090509	0.040055044	0.085459635	0.044910416	0.39575648	0.022441838	0.14071663	0.12248219	0.04492031	0.032025214	0.03032717
a23	0.04367977	0.22014327	0.10531349	0.0016543269	0.060937986	0.022687882	0.3493274	0.08456674	0.00815401	0.039822273	0.06371293
a37	0.046050154	0.31258488	0.15872425	0.002783963	0.13702983	0.008364335	0.18125062	0.108154476	0.009817528	0.014533573	0.02070647
a38	0.016070928	0.2427984	0.2020578	0.0030207902	0.17087774	0.013838188	0.14560272	0.09304516	0.017514708	0.043366026	0.051807586
a46	0.026000716	0.33564052	0.15543374	0.0019422659	0.053323966	0.022400683	0.13667464	0.11789958	0.022162903	0.056750722	0.071770296
a31	0.026540447	0.24086124	0.12425249	0.002445117	0.032715365	0.037800517	0.14157017	0.15002726	0.031970747	0.094714545	0.11710216
a28	0.002743553	0.1814871	0.39673632	0.0019028083	0.059618976	0.009822849	0.013917746	0.020416968	0.12380406	0.14035822	0.0491914
a31	0.05226055	0.1992643	0.10832841	0.012063254	0.074396744	0.036802515	0.06357061	0.117033795	0.06271517	0.1326951	0.14086953
a14	0.005315879	0.08200251	0.3304172	0.016997352	0.21093002	0.024846602	0.020056255	0.01368263	0.04285287	0.121224456	0.13167426
a31	0.05473661	0.1589831	0.13368556	0.022357339	0.08554978	0.031269282	0.046194762	0.08468721	0.0808788	0.15557241	0.14608517
a20	0.0082067475	0.05850096	0.1349549	0.013888069	0.10436227	0.011702066	0.013327981	0.038092215	0.11588616	0.25045523	0.25062343
a31	0.04725753	0.16264102	0.1688395	0.03502724	0.102181956	0.038929675	0.052460495	0.07246421	0.08034562	0.12660915	0.11324369
a20	0.013664754	0.06910291	0.116122715	0.015408008	0.083505034	0.0129971355	0.016094934	0.06166454	0.1440201	0.23371463	0.23370527
a31	0.050564423	0.18792087	0.20182973	0.040308014	0.120009035	0.041324142	0.056657124	0.06199904	0.06667365	0.09125071	0.081463255
a20	0.016802914	0.070023365	0.107866764	0.017215956	0.07661105	0.013802574	0.017164676	0.07190521	0.1567119	0.224274	0.22762164
a10	0.056918956	0.18826252	0.20552464	0.04656537	0.123788856	0.046026114	0.062092815	0.06042638	0.064566314	0.0765531	0.069274954
a31	0.055051167	0.15150909	0.19884104	0.058760148	0.14154533	0.051367972	0.057590555	0.059589256	0.06296329	0.082389146	0.080393
a37	0.014800221	0.044069402	0.12149237	0.030347409	0.1137423	0.013430388	0.014012808	0.06774475	0.1853283	0.19280286	0.20222916
a38	0.06936264	0.16399054	0.18305112	0.05766445	0.12093542	0.054630604	0.070554465	0.0653227	0.071565546	0.074553914	0.0683686
</S>	0.12749651	0.117126875	0.105856895	0.07512279	0.09308613	0.07446088	0.07940816	0.08583826	0.077656895	0.082660764	0.081285834
