 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.0227837	0.043809894	0.13081464	0.025538396	0.06850743	0.14415598	0.09023598	0.11058895	0.363565
a31	0.057839144	0.0801574	0.19980699	0.0359603	0.011070454	0.20947991	0.30089226	0.07098887	0.0338047
a20	7.2507835e-05	0.00019201884	0.002396504	0.0007797334	0.014302805	0.9797427	0.0019095594	0.0006037795	4.0768623e-07
a29	0.0034780535	0.0067059877	0.012023139	0.032435924	0.0054104845	0.7840008	0.1195597	0.02287457	0.013511392
a37	0.019097429	0.0167992	0.062322263	0.074142896	0.010198105	0.29783982	0.36556974	0.11310489	0.0409258
a8	0.0058079134	0.009232069	0.027329572	0.0028234925	0.0020657487	0.33620197	0.37127456	0.12984963	0.11541507
a20	0.060425475	0.042353	0.29427898	0.032719	0.0077498327	0.044363983	0.09035445	0.23651777	0.19123751
a31	0.04903309	0.046316274	0.15472437	0.010070791	0.0024740286	0.061606526	0.18863322	0.13803743	0.34910432
a29	0.028566815	0.022175984	0.0412129	0.021767229	0.08911882	0.42770508	0.02759393	0.32407245	0.017786747
a37	0.15146816	0.08267586	0.102626786	0.224675	0.17067972	0.10565171	0.038416106	0.05784578	0.06596085
a29	0.05176652	0.08331058	0.115354314	0.020982092	0.0130799785	0.41390613	0.1573603	0.06810274	0.0761373
a31	0.30351797	0.14873779	0.14776677	0.10089405	0.020121353	0.035261776	0.062880576	0.1092968	0.07152297
a20	0.03844671	0.04699901	0.05713147	0.08772435	0.08819309	0.5172507	0.030526511	0.12277044	0.010957729
a31	0.31286553	0.17218661	0.11253807	0.09481103	0.03920493	0.012187027	0.079385325	0.07045368	0.10636778
a37	0.022415724	0.07823886	0.15246107	0.064587116	0.015977744	0.02054614	0.07879071	0.3327326	0.23425
a46	0.26579645	0.16686022	0.101009525	0.1580033	0.080727436	0.018006543	0.0631281	0.07591919	0.07054924
a31	0.20870195	0.14236635	0.13491012	0.103768595	0.06597179	0.017150065	0.1307524	0.050952602	0.1454262
a0	0.067819715	0.1455849	0.11880503	0.026923412	0.0119099915	0.011821297	0.060237095	0.25329873	0.3035998
a31	0.28330657	0.21977542	0.07983138	0.07450632	0.059645027	0.02787993	0.07372107	0.08951986	0.0918144
a1	0.11676518	0.2782738	0.06535108	0.03110187	0.022770546	0.017205758	0.08051347	0.18182619	0.20619214
a13	0.28656518	0.25935814	0.1005572	0.06581697	0.050683744	0.04010508	0.05935088	0.0701823	0.06738047
a39	0.22461843	0.2082308	0.096844435	0.07750814	0.06845564	0.057314444	0.08193848	0.092186384	0.092903204
a18	0.22887552	0.15376765	0.08715415	0.09332298	0.13435356	0.073312104	0.07628664	0.07409032	0.07883699
a8	0.25150445	0.09649113	0.07076279	0.12187179	0.18729836	0.079557255	0.074177586	0.05167547	0.06666111
a28	0.18611877	0.07894244	0.07413099	0.13219413	0.2200343	0.09293748	0.08122525	0.061012227	0.07340442
a31	0.16537511	0.08437485	0.08044167	0.124240234	0.2161082	0.09602006	0.08431115	0.06935206	0.0797767
a8	0.021259103	0.036366377	0.033101797	0.01432486	0.037668485	0.6194563	0.030999793	0.19000328	0.016819997
a37	0.21744439	0.13067926	0.061187886	0.093171276	0.121214546	0.04978925	0.09337623	0.113176115	0.11996104
a31	0.13007736	0.104381844	0.09308222	0.10997868	0.17080094	0.12563002	0.08888645	0.08731316	0.08984934
a21	0.04104794	0.048849408	0.041080598	0.035715546	0.053077746	0.17025162	0.04380311	0.4857349	0.08043911
a31	0.1903894	0.16031906	0.085398205	0.08880855	0.092697635	0.06516709	0.0952873	0.10812324	0.113809496
a20	0.0425962	0.10498774	0.027123291	0.045532085	0.069303505	0.056239422	0.14680259	0.26589462	0.24152052
</S>	0.13689323	0.13276069	0.107532375	0.10333795	0.10251167	0.09947831	0.103097364	0.10920576	0.10518272
