 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
a8	0.027686562	0.025900502	0.03544172	0.026479693	0.029538654	0.028597808	0.20649692	0.6198581
a31	0.13032785	0.24585116	0.47194394	0.11872739	0.0019185866	0.01157101	0.0068258224	0.012834254
a39	0.5195161	0.18358496	0.076768264	0.04185695	1.2845956e-05	0.1552909	0.022952596	1.742725e-05
a21	0.0065234257	0.022381362	0.01849635	0.013660803	0.0076595307	0.9295536	0.0011027647	0.0006221465
a31	0.030653551	0.06930313	0.14320125	0.064842835	0.1316102	0.54664963	0.006307092	0.007432265
a37	0.026600398	0.046958517	0.05873337	0.062869325	0.021972774	0.77648735	0.0008598366	0.0055184183
a31	0.080899835	0.096972555	0.21312864	0.20029262	0.27271947	0.11114397	0.0054486054	0.019394325
a41	0.1614261	0.06176618	0.21505988	0.33267602	0.047039002	0.16987911	0.010639318	0.001514407
a10	0.086368084	0.16754726	0.287839	0.23534444	0.18630117	0.01910076	0.006886373	0.0106129395
a31	0.061994866	0.18091112	0.41239688	0.23892501	0.032529626	0.034272913	0.03410555	0.004863947
a46	0.07967541	0.2116138	0.24703404	0.16404916	0.05625874	0.14196773	0.08454463	0.0148565015
a20	0.46623307	0.2690682	0.08436672	0.10642823	0.017168898	0.017347373	0.006274683	0.033112798
a13	0.2088878	0.4727992	0.13206063	0.07201765	0.028297348	0.013585687	0.03030829	0.042043433
a31	0.15925175	0.40074852	0.10973841	0.054556943	0.029502135	0.0242173	0.1038281	0.11815685
a39	0.10101128	0.19637334	0.2435497	0.096394286	0.0070391693	0.024346042	0.18043068	0.15085557
a16	0.501505	0.2854477	0.05903729	0.06959531	0.025002634	0.02487634	0.016034069	0.01850166
a13	0.45799714	0.30622813	0.061224487	0.077881455	0.016839672	0.019316506	0.029991463	0.030521102
a31	0.30968264	0.115932696	0.08723013	0.13128054	0.066545345	0.06880639	0.08271236	0.13780984
a37	0.08905358	0.1276023	0.094587535	0.061328508	0.046378028	0.07628497	0.39139095	0.11337414
a31	0.23675983	0.2367937	0.10513851	0.097854935	0.09049187	0.0875209	0.071969934	0.07347036
a8	0.06022229	0.08938453	0.03000318	0.0194592	0.13081849	0.14918329	0.34232453	0.17860453
</S>	0.14734657	0.15626433	0.12275344	0.11911932	0.11512806	0.115004726	0.1126883	0.11169519
