 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a20	0.024861904	0.00865197	0.14207482	0.05303008	0.07901941	0.13620348	0.18157962	0.02852645	0.015806926	0.014579197	0.016967706	0.1407352	0.15796325
a31	0.044209868	0.062559366	0.5644117	0.15638255	0.13060687	0.021161512	0.012023184	0.0011770155	0.0034713233	5.2370367e-05	3.6224246e-05	0.0027766838	0.0011314541
a37	0.09243249	0.0042255023	0.54173696	0.046399146	0.068607636	0.012435927	0.064153984	0.04470741	0.108887896	6.040769e-05	6.327535e-06	0.016345479	8.960064e-07
a31	0.04603569	0.09530319	0.1796513	0.089671075	0.01875579	0.012513164	0.023943022	0.113710485	0.18662457	0.020523965	0.010953994	0.17039745	0.031916283
a7	0.009527938	0.002390647	0.009679805	0.0017705812	0.0015867951	0.0018385584	0.022855539	0.055270653	0.72584933	0.002790124	0.0052858656	0.15456982	0.0065843165
a31	0.04369959	0.04440681	0.23751137	0.11335838	0.012454845	0.02910415	0.06166216	0.113414936	0.16699414	0.018643342	0.0034939686	0.1122089	0.04304749
a21	0.012313523	0.023302536	0.032386974	0.024010917	0.008270354	0.0022783899	0.004259305	0.030652085	0.25319076	0.020371193	0.0031480754	0.5114255	0.0743904
a31	0.05130654	0.0786369	0.1721535	0.12727818	0.03083415	0.013783626	0.038040537	0.098168254	0.18879634	0.0070035183	0.0014797031	0.12152349	0.070995316
a24	0.03792927	0.07365519	0.06092682	0.0445544	0.031361096	0.004161905	0.0043677622	0.044137243	0.63105345	0.007846056	0.0017570844	0.04784395	0.0104057705
a20	0.041062772	0.035153914	0.2612478	0.15646067	0.073156804	0.18621477	0.14788471	0.05118768	0.023369033	0.0030111966	0.0007421501	0.010210732	0.010297747
a31	0.106693275	0.09311102	0.28322542	0.16656348	0.10277907	0.094886184	0.053555507	0.052358173	0.01960606	0.0055318098	0.0038946096	0.010487904	0.0073074787
a39	0.07337445	0.07604761	0.36487293	0.27572802	0.05625476	0.02453757	0.022041533	0.030973407	0.029019894	0.006490274	0.020387884	0.01035755	0.00991417
a3	0.13066302	0.048002727	0.055963103	0.034140594	0.1290649	0.44037536	0.10070486	0.012272189	0.0045028874	0.008595948	0.010815595	0.014773639	0.01012516
a11	0.06194119	0.035520546	0.2569032	0.15572059	0.13230903	0.22033776	0.0694381	0.015260975	0.0066135405	0.010778536	0.005825941	0.018384248	0.010966352
a37	0.06460913	0.022467202	0.10550275	0.06457168	0.18910344	0.3982931	0.06879929	0.008163384	0.0051764874	0.016731273	0.015021407	0.025699347	0.015861502
a17	0.053479914	0.01715857	0.055904362	0.03620786	0.20221025	0.45568433	0.06315371	0.00813228	0.0052627763	0.018637497	0.025634896	0.03288423	0.025649372
a28	0.057840273	0.01903285	0.032043118	0.023693543	0.18904711	0.4130681	0.07207364	0.01124163	0.0082635	0.024029644	0.057530437	0.042226624	0.049909577
a31	0.06989114	0.02399037	0.037439298	0.029603314	0.16364327	0.33963308	0.07854536	0.014765162	0.01291072	0.025800776	0.106104165	0.037427876	0.060245447
a28	0.025241224	0.024071522	0.4391956	0.21184951	0.083464906	0.10839548	0.0285597	0.004280763	0.015694441	0.0036428063	0.0071715005	0.012435209	0.035997365
a31	0.1902385	0.048860364	0.07685085	0.05878125	0.15192442	0.14690065	0.044503737	0.013220176	0.015442779	0.030441727	0.19887148	0.013721346	0.010242685
a16	0.032878574	0.040419433	0.36755472	0.22335541	0.08255683	0.036642335	0.011699025	0.005764646	0.033491828	0.012248341	0.009657317	0.04278485	0.10094664
a31	0.25545958	0.063304774	0.10564534	0.07416212	0.17475443	0.11261343	0.03556119	0.01081343	0.008933736	0.01734397	0.12654611	0.00842763	0.0064341887
a0	0.12446085	0.13023373	0.16150914	0.08668044	0.060930915	0.048863087	0.02063972	0.028739266	0.061796308	0.052487478	0.048325423	0.07233007	0.103003524
a18	0.085958414	0.050383843	0.09249737	0.077007815	0.265006	0.14081532	0.048486304	0.031446286	0.03147521	0.03449735	0.08312883	0.029982168	0.029315129
a31	0.08245613	0.056030206	0.07939172	0.069237836	0.18662971	0.100728735	0.05294866	0.04427411	0.04331653	0.046679996	0.14927459	0.04445901	0.044572785
a8	0.09737111	0.091030486	0.04299869	0.029318085	0.07109176	0.049971532	0.02183282	0.042992044	0.117245615	0.1046093	0.07820363	0.12020242	0.13313243
a31	0.07823709	0.06451104	0.07976617	0.07477063	0.18601741	0.10657212	0.064241275	0.056238666	0.056047417	0.056847353	0.06587657	0.055513013	0.05536128
</S>	0.081928775	0.08443295	0.02462159	0.019017924	0.053710118	0.03726413	0.020935087	0.051126167	0.13443847	0.12190133	0.09080856	0.13574924	0.14406563
