 	le	melanzane	vogliono	ee	girate	</S>
a31	0.052479606	0.071418494	0.070103556	0.11027175	0.07758706	0.6181395
a20	0.38681626	0.107196406	0.0025090636	0.46673322	0.019977776	0.016767394
a18	0.39960015	0.2070829	0.01931127	0.23629701	0.11270418	0.025004562
a20	0.10843875	0.09888707	0.05640636	0.60333157	0.10639704	0.026539287
a38	0.14119685	0.16679709	0.058382396	0.5345964	0.055626426	0.043400884
a17	0.27815992	0.20983201	0.055422492	0.320697	0.051412474	0.08447602
a31	0.20226344	0.15893942	0.02168533	0.3446847	0.10351296	0.16891412
a20	0.026129331	0.3966147	0.078819364	0.41155162	0.05302012	0.033864856
a41	0.4231262	0.39267433	0.0823211	0.057916593	0.022948382	0.021013482
a29	0.43961692	0.3042844	0.03797573	0.10997563	0.039068967	0.069078356
a11	0.5463981	0.31654114	0.053284388	0.050436474	0.015121753	0.018218065
a31	0.36424962	0.12940083	0.06546593	0.19611993	0.10128254	0.14348112
a8	0.07475846	0.29384297	0.027716165	0.4847697	0.07272353	0.046189137
a31	0.22568116	0.11250419	0.09131396	0.13667382	0.12118196	0.3126449
a1	0.14446244	0.057178274	0.024446998	0.3299709	0.17517504	0.26876634
a31	0.22453783	0.14799632	0.09063276	0.08772758	0.09867447	0.35043108
a3	0.12300751	0.024119087	0.022276236	0.10848358	0.19040914	0.5317045
a31	0.2050991	0.13246186	0.09492803	0.11551809	0.14999792	0.301995
a8	0.16612695	0.03482788	0.033723455	0.08572599	0.19045642	0.48913932
a23	0.17078647	0.13859732	0.11545174	0.13924198	0.19090948	0.24501297
a31	0.08100112	0.074623	0.076145776	0.13612072	0.17544647	0.45666295
a46	0.16006997	0.069319986	0.07860679	0.11058746	0.1851723	0.3962435
a37	0.20406061	0.1609042	0.14756642	0.1502793	0.15531161	0.18187785
a46	0.20054296	0.14783247	0.14138758	0.15275459	0.15421216	0.20327023
a24	0.17176546	0.15553273	0.15240437	0.16026555	0.16006088	0.19997099
a31	0.11802985	0.122476034	0.12084406	0.1505088	0.1462827	0.34185854
a46	0.11822752	0.08600866	0.0934137	0.13867301	0.1542057	0.4094714
a31	0.17352624	0.159741	0.15371257	0.15828158	0.15756948	0.19716917
a8	0.1594976	0.114297375	0.1286932	0.13567689	0.2039064	0.25792855
a24	0.17924076	0.16395468	0.1606759	0.16225083	0.16200005	0.17187776
a8	0.16660854	0.16107187	0.16066808	0.16475546	0.16423151	0.18266462
a31	0.16104479	0.15776071	0.15765783	0.16450734	0.16336699	0.19566233
</S>	0.15704264	0.12970291	0.14303887	0.14517616	0.2013343	0.22370508
