 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
a23	0.0068053664	0.01295569	0.057570335	0.050263755	0.11317847	0.07285113	0.054312844	0.1450759	0.48698655
a31	0.07221632	0.09223359	0.6681778	0.091480486	0.05357423	0.0014693462	0.017198373	0.001522636	0.0021272032
a38	0.037465215	0.016148463	0.94572186	1.1648062e-06	0.0006227586	2.0964494e-06	3.6881465e-05	1.4722115e-06	1.1033075e-08
a17	0.116820075	0.21248645	0.51915205	0.01358256	0.09123984	0.0081274165	0.03216588	0.0016990129	0.004726647
a31	0.045808043	0.30573738	0.18746509	0.094701454	0.120303966	0.0325585	0.17375593	0.010610637	0.029058998
a41	0.11846072	0.30255744	0.39704373	0.024268862	0.02203804	0.026555737	0.048558027	0.010515169	0.050002337
a17	0.2177192	0.3353251	0.22025768	0.0485649	0.042989366	0.011603593	0.021764042	0.010308675	0.09146738
a31	0.12470449	0.51688915	0.15385325	0.034504313	0.027569905	0.019672718	0.012997307	0.019530814	0.09027805
a0	0.2648467	0.39064875	0.19235422	0.006404803	0.09737854	0.005396698	0.030621534	0.005514192	0.0068345815
a31	0.2328621	0.26382935	0.1899449	0.031165756	0.101303264	0.021717362	0.031608097	0.031380728	0.09618845
a37	0.08640143	0.16621436	0.1996443	0.02466107	0.37219653	0.017156377	0.097756006	0.017906694	0.018063221
a10	0.19125219	0.09833577	0.11561355	0.025024222	0.39431024	0.01520073	0.029231627	0.062146537	0.06888514
a31	0.06830736	0.08257927	0.22202659	0.030321674	0.44110224	0.019121232	0.062312704	0.03962756	0.034601435
a16	0.012031156	0.0454584	0.26552913	0.007560881	0.45469263	0.010981416	0.05884673	0.052449293	0.09245044
a17	0.5254699	0.16675454	0.09924339	0.009770956	0.11287008	0.0082237655	0.016307533	0.030435639	0.03092425
a20	0.2816244	0.16492905	0.17454667	0.053472877	0.091060065	0.02366512	0.046645027	0.073358305	0.09069848
a31	0.102449976	0.053807028	0.08627976	0.1021041	0.14510424	0.040098183	0.06886699	0.17594658	0.2253432
a39	0.07337389	0.13296537	0.3196848	0.011082661	0.16620022	0.016098348	0.051292248	0.11853284	0.11076961
a20	0.4301502	0.15221633	0.12499642	0.03648422	0.062408365	0.038400453	0.04489708	0.053327784	0.057119027
a31	0.25584465	0.11517929	0.1139067	0.06387442	0.10570676	0.05740954	0.081604436	0.10463417	0.10184001
a33	0.09497119	0.11071873	0.118858196	0.03234833	0.07618918	0.040957063	0.08482399	0.12198822	0.3191451
a48	0.13829769	0.118565835	0.12005615	0.102027826	0.10580216	0.10260959	0.10352883	0.10415411	0.10495778
a31	0.4747129	0.1325562	0.052040216	0.04558593	0.06400592	0.025599353	0.035610527	0.07599181	0.09389716
a19	0.033581506	0.03141876	0.07994482	0.06482963	0.1891241	0.037687343	0.056097884	0.21488608	0.2924299
a31	0.1223629	0.103759736	0.109248385	0.101050384	0.121141404	0.09338683	0.09540434	0.12642084	0.12722515
a37	0.06677843	0.058959194	0.07302128	0.06251073	0.10855264	0.050728958	0.06244745	0.15842228	0.35857904
a31	0.12742515	0.11463261	0.116773866	0.10506086	0.10964597	0.103792705	0.10435308	0.10912813	0.10918768
a8	0.08007324	0.072975546	0.07170166	0.05845793	0.072658055	0.05521169	0.0689013	0.12981561	0.39020506
</S>	0.1193949	0.113377236	0.11427082	0.108228445	0.1098982	0.107919656	0.10818697	0.10934246	0.10938126
