 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.45451504	0.0058428547	0.035037342	0.12397862	0.016984269	0.03797179	0.018747486	0.12957038	0.006866429	0.17048575
a31	0.297857	0.0039282152	0.14661153	0.26203015	0.0699264	0.0650304	0.14262639	0.0036890095	0.00038243746	0.007918469
a37	0.08855243	7.228748e-06	0.06968348	0.11749273	0.018021824	0.022283925	0.03261016	0.6513429	4.1265384e-06	1.1231582e-06
a21	0.009473126	0.0052691554	0.020588705	0.11957408	0.30099618	0.1914512	0.32775205	0.015061353	0.004644117	0.005189986
a31	0.01122798	0.010473746	0.053664383	0.15053204	0.322652	0.16461103	0.2580159	0.018152868	0.004890492	0.0057795355
a7	0.01521012	0.00055062294	0.0010198433	0.023390643	0.06842729	0.058318973	0.29682326	0.5334524	0.0018158935	0.0009909469
a29	0.041497666	0.0041470267	0.026920764	0.1190651	0.1488666	0.12973297	0.40550718	0.09362815	0.0067344992	0.023899976
a31	0.23061743	0.029467303	0.030345371	0.3156756	0.113744855	0.09974918	0.12305626	0.04231076	0.005551192	0.009482159
a29	0.094462216	0.0015426821	0.0039110286	0.027860949	0.096154794	0.061668493	0.034324106	0.6763906	0.00039870504	0.0032865135
a31	0.25659326	0.0034011467	0.03109886	0.0745424	0.22115566	0.20063896	0.011002746	0.11587027	0.0034785701	0.082218096
a41	0.12036831	0.006952024	0.053811092	0.35617962	0.2651905	0.09920149	0.024528043	0.06631255	0.0019022404	0.0055541033
a18	0.20542873	0.0075950553	0.032846127	0.09200248	0.30753568	0.2490842	0.0071655666	0.0589399	0.0029345567	0.03646771
a31	0.27783966	0.009896144	0.025002444	0.08637577	0.23351794	0.20596589	0.010226614	0.13678557	0.005842195	0.008547688
a37	0.032494888	0.001716054	0.13873644	0.27770358	0.3289993	0.15409598	0.011970081	0.010946697	0.004543261	0.038793717
a3	0.1269485	0.011676449	0.031970765	0.04699098	0.32825473	0.3726402	0.014629969	0.036996514	0.009319831	0.020571994
a21	0.035833627	0.0040495354	0.09577237	0.07949295	0.4562513	0.28472948	0.008000749	0.003314427	0.004617787	0.02793788
a31	0.08098691	0.019169783	0.10068878	0.07773164	0.249541	0.3075824	0.02591046	0.022095786	0.02022799	0.09606526
a37	0.026618803	0.0031230822	0.44119495	0.1609317	0.14240256	0.061146777	0.015485709	0.060619805	0.006944883	0.081531644
a31	0.1969118	0.049996927	0.049119104	0.03941993	0.12436043	0.23922502	0.05508407	0.15300007	0.04676128	0.046121392
a28	0.021842921	0.014267159	0.1415576	0.16593759	0.08201669	0.04330045	0.022743782	0.04550902	0.14729154	0.3155333
a31	0.20876236	0.06756316	0.09733994	0.07314215	0.1085038	0.13157967	0.08616278	0.07790709	0.08213074	0.06690836
a8	0.026859414	0.024233913	0.06552911	0.08413206	0.046710484	0.034335043	0.025180353	0.081525385	0.25441638	0.35707787
a31	0.15834598	0.087442294	0.09960334	0.09044544	0.100618206	0.10575131	0.09223899	0.0886898	0.090763405	0.086101234
</S>	0.02911696	0.027928166	0.05145484	0.06459178	0.040331632	0.032600056	0.027067356	0.08715912	0.27931216	0.3604379
