 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
a20	0.03181963	0.0066517172	0.5633327	0.008609325	0.023421012	0.03283734	0.030705763	0.006933492	0.0041632527	0.033672713	0.25785297
a31	0.04778518	0.034830697	0.6025032	0.0070751603	0.041694082	0.0602142	0.072074346	0.009421998	0.0025133055	0.096837886	0.025050052
a20	0.00094981835	0.0037238281	8.576349e-05	6.737899e-08	7.526494e-05	0.01275115	0.0036584747	0.00010066146	0.00021873569	0.9784323	4.0081372e-06
a17	0.04329286	0.059584003	0.021302879	0.011719244	0.007795183	0.023831008	0.020803347	0.03648043	0.011888314	0.74216527	0.021137482
a31	0.099066414	0.053479232	0.025695467	0.026493309	0.024067927	0.04028072	0.05463719	0.31634265	0.096979596	0.21074662	0.052210853
a20	0.016267715	0.01453017	0.0076300944	0.002661419	0.006629413	0.009534427	0.011717651	0.02703143	0.0117551135	0.8768486	0.015394044
a31	0.11088379	0.13714366	0.12601317	0.014433402	0.098434806	0.07960394	0.21221969	0.10130186	0.0041285832	0.016988758	0.09884834
a13	0.15951864	0.26418582	0.2345799	0.025798561	0.08450717	0.14092194	0.042097423	0.010271642	0.0029812325	0.030959573	0.004178135
a10	0.09787461	0.073666036	0.5177671	0.0043817987	0.0738178	0.03996583	0.09617625	0.016779412	0.0006105259	0.005983146	0.072977625
a1	0.05782746	0.6455726	0.14363697	0.00814693	0.076059096	0.041420262	0.015012432	0.0030508884	0.00012475689	0.0046533006	0.0044953446
a35	0.069834664	0.5809477	0.17840919	0.0044740555	0.06769602	0.051746525	0.023074446	0.003321429	0.00010821367	0.0060316264	0.014356108
a3	0.20161052	0.20135264	0.27714813	0.0042051747	0.044645313	0.05065166	0.12984605	0.012148551	0.0015426747	0.007892513	0.06895684
a8	0.18413134	0.18226683	0.36680335	0.0026669584	0.044529032	0.055237822	0.13186522	0.008546663	0.0013457866	0.0072826394	0.015324354
a14	0.23817027	0.11215808	0.43503052	0.0020468237	0.04145826	0.026013883	0.10583982	0.012086117	0.0026182516	0.005976104	0.018601853
a31	0.15780956	0.06484142	0.4737925	0.0027644795	0.06933156	0.033355862	0.14586928	0.015428385	0.0035800142	0.0067652646	0.026461706
a10	0.091073714	0.03585278	0.6678525	0.0012461721	0.054696806	0.043038517	0.03252506	0.0057156226	0.0011664823	0.05608839	0.0107438695
a14	0.11887581	0.056226797	0.60954416	0.0044113123	0.030511845	0.04154168	0.09642403	0.010984965	0.009576452	0.00320288	0.018699998
a31	0.08850233	0.07577604	0.54766434	0.005955105	0.10280538	0.05215362	0.068550065	0.019016758	0.016621929	0.004933689	0.018020611
a17	0.03271206	0.057883814	0.66139793	0.0033114692	0.092940725	0.069554046	0.014858423	0.0027908355	0.0023003072	0.056326367	0.0059239394
a20	0.21615161	0.13232452	0.350414	0.0108029125	0.07314878	0.058730755	0.07953048	0.030755093	0.03198042	0.005029324	0.01113213
a13	0.14914396	0.12183298	0.24108097	0.029773599	0.1880795	0.08424585	0.057165936	0.05066554	0.053558398	0.0131347915	0.011318515
a31	0.1442505	0.065391906	0.24649197	0.064524256	0.10368633	0.1031494	0.08065233	0.070358954	0.07303514	0.022644747	0.025814492
a24	0.051967833	0.124784015	0.1744684	0.018347038	0.361519	0.0983115	0.024516143	0.016284924	0.016401947	0.09134113	0.022058101
a28	0.16748	0.09311591	0.3384674	0.022897556	0.10306717	0.05979252	0.051678546	0.06705148	0.06488399	0.012498959	0.01906649
a37	0.10576268	0.072706334	0.2703342	0.060081575	0.14071994	0.117941126	0.05985704	0.05081203	0.050811153	0.04041711	0.030556828
a31	0.11746285	0.06213349	0.29958597	0.07753077	0.07649755	0.10083569	0.07317708	0.053125523	0.053825412	0.043903627	0.041922074
</S>	0.07348828	0.11514806	0.07963943	0.043755155	0.18521914	0.076781265	0.049124356	0.06465088	0.066577286	0.069874145	0.175742
