 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	0.06928795	0.0041761477	0.030263832	0.57219774	0.23926614	0.005270995	0.0041834903	0.0076579396	0.024336325	0.043359455
a24	0.82735944	0.0005816758	0.0064745145	0.050850194	0.060286324	0.01709188	0.020192984	0.005994723	0.009343648	0.001824612
a31	0.14442353	0.1743661	0.05541042	0.05375986	0.23615943	0.1321714	0.045741968	0.013877173	0.10148106	0.04260897
a13	0.24167296	0.05964986	0.01510291	0.0349767	0.3330162	0.075952165	0.05040508	0.012459313	0.12820278	0.048562028
a18	0.6355438	0.011121055	0.025515022	0.02367298	0.078058906	0.096837305	0.07527312	0.016565979	0.027571587	0.009840145
a20	0.5275347	0.0046519404	0.025771003	0.07347443	0.22949696	0.086002946	0.018612748	0.011471729	0.011942597	0.011040927
a31	0.5377762	0.002645645	0.014194157	0.08661152	0.16572201	0.088445954	0.032525502	0.044661574	0.017852888	0.009564458
a37	0.039390523	0.0025254341	0.058977354	0.2807019	0.51030016	0.07130363	0.007842288	0.007597644	0.014746505	0.0066145714
a31	0.4085808	0.00057049847	0.007746177	0.15541944	0.36543167	0.02207573	0.0019435284	0.0018981664	0.0099705625	0.026363397
a11	0.019007081	0.00048884074	0.043099873	0.36382222	0.47879067	0.06245671	0.003552994	0.0043970295	0.016477583	0.0079070255
a31	0.193536	0.00532604	0.020401813	0.11092046	0.5520809	0.06121405	0.01041955	0.008189388	0.013463341	0.024448436
a11	0.026741765	0.00040765706	0.025459029	0.34440234	0.5162834	0.04763527	0.0036434566	0.005485377	0.016145654	0.013796051
a31	0.13592272	0.009628399	0.024342468	0.070399396	0.56555986	0.09868436	0.030690406	0.022514649	0.021126729	0.02113108
a11	0.058560055	0.0023526826	0.051578425	0.35055438	0.38815936	0.061889745	0.018595506	0.020955797	0.030812047	0.016542025
a31	0.19531502	0.019145682	0.033341378	0.067199245	0.4020037	0.10013651	0.081798285	0.04543989	0.030653944	0.024966298
a13	0.1316835	0.008329919	0.080449544	0.32319784	0.2488445	0.045460273	0.029322151	0.035244748	0.06505391	0.032413606
a31	0.29321364	0.03881152	0.051296424	0.07768958	0.20230013	0.077647805	0.121073425	0.056950033	0.042893626	0.03812383
a18	0.18647332	0.017661735	0.095996305	0.2519142	0.1516	0.039779477	0.030592853	0.0499392	0.110673934	0.065368965
a31	0.2801321	0.054266535	0.06584462	0.089042574	0.15280423	0.0736948	0.11490614	0.06354671	0.054995514	0.050766774
a10	0.14882624	0.020638559	0.115455665	0.21433964	0.10372679	0.034652464	0.029388415	0.06376432	0.1695246	0.09968327
a7	0.27310345	0.05897001	0.07300765	0.10296496	0.1327162	0.0752109	0.095671415	0.06710314	0.06379901	0.057453208
a31	0.1538395	0.0792596	0.08646963	0.100358196	0.112196006	0.08896112	0.12735024	0.08941157	0.08349619	0.07865795
a20	0.10354612	0.027382305	0.12750001	0.15366066	0.062428404	0.032407206	0.03367895	0.08042552	0.22624922	0.15272157
a31	0.21162091	0.07317958	0.0821828	0.100008026	0.11629359	0.084110215	0.103453785	0.079930685	0.076922566	0.07229791
</S>	0.09361248	0.03298352	0.12994203	0.10790628	0.045984674	0.03139228	0.037612937	0.09020638	0.2423094	0.18804999
