 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	0.005644716	0.20029297	0.028182914	0.07839159	0.12586768	0.1946805	0.057852075	0.11829768	0.19078982
a13	0.0055828346	0.057316028	0.06280576	0.12425334	0.35416237	0.28560436	0.035545304	0.0376719	0.037058122
a20	0.053816766	0.0067733056	0.03925661	0.027046064	0.013809033	0.018177727	0.5496014	0.28796172	0.003557413
a7	0.035879634	0.01723326	0.057785783	0.039856587	0.03181444	0.03490887	0.35595986	0.4170685	0.009493142
a36	0.02826685	0.03951013	0.08625999	0.054546114	0.04410838	0.039794486	0.18025643	0.49477854	0.032479063
a7	0.014039707	0.03892713	0.06469665	0.15997697	0.13488558	0.06674668	0.2118487	0.2835923	0.025286239
a31	0.014651511	0.05423154	0.11102827	0.08205271	0.06511923	0.052454293	0.13143647	0.45385465	0.03517139
a37	0.0008383222	0.00022495241	0.0005199699	0.0018011999	0.001434831	0.0014707794	0.5938586	0.399656	0.00019529076
a31	0.0007499638	0.003953081	0.010399281	0.040343665	0.082088605	0.017188327	0.018230293	0.3841148	0.44293192
a37	0.00022062672	0.0013272043	0.0005089958	0.0033199687	0.010796441	0.0065681925	0.077248104	0.8702932	0.02971734
a41	0.025428869	0.083871864	0.056783568	0.08334943	0.19598262	0.46534088	0.045768168	0.014724877	0.028749794
a21	0.0040042326	0.017316632	0.014273781	0.12291011	0.38878873	0.1774386	0.10570177	0.07615134	0.09341484
a31	0.042487785	0.148209	0.042913374	0.10897929	0.46464342	0.14141366	0.016000727	0.013077908	0.02227476
a39	0.00938008	0.1398095	0.014247152	0.13089909	0.43529665	0.11255907	0.06646124	0.08134603	0.010001187
a13	0.020103626	0.33319604	0.07689277	0.21639484	0.23288178	0.07941347	0.007357161	0.00693177	0.026828554
a31	0.014449098	0.039952468	0.043135274	0.33212936	0.38461983	0.04506333	0.009386503	0.022422463	0.10884168
a20	0.020705944	0.23247053	0.020538462	0.11445837	0.32606557	0.0900487	0.09878933	0.09138994	0.0055331164
a31	0.0151877655	0.27659717	0.05909804	0.2031064	0.34537804	0.06168492	0.0055444315	0.0074189864	0.025984257
a35	0.05850927	0.4183908	0.06786761	0.110354304	0.12869823	0.1253963	0.065031536	0.023122564	0.0026294154
a31	0.008964867	0.15594822	0.037502605	0.18947311	0.52773964	0.050019715	0.0024629722	0.0044559976	0.023432838
a26	0.054737452	0.41975406	0.070476316	0.107716575	0.10462614	0.12083868	0.087982215	0.02944223	0.0044263084
a9	0.0050680484	0.09016899	0.023993764	0.18406846	0.61007994	0.05186673	0.0015053705	0.0032747441	0.029973906
a33	0.03702349	0.3945829	0.05456464	0.11108693	0.111108966	0.14244093	0.10918701	0.032704007	0.007301232
a31	0.0069287694	0.15052277	0.02825594	0.19653	0.53028196	0.06741283	0.0019342126	0.0027813853	0.015352237
a39	0.023065383	0.31018558	0.041397497	0.11269256	0.11595112	0.19508143	0.14186752	0.042372707	0.01738624
a24	0.010106963	0.15428257	0.021736164	0.19385338	0.5370738	0.06691693	0.0029578565	0.0024040737	0.010668221
a37	0.02425188	0.30938876	0.053023845	0.17170718	0.3364609	0.08738395	0.0054148887	0.0051301564	0.007238448
a7	0.031369146	0.33773482	0.071368374	0.22523771	0.2790289	0.035218693	0.006136104	0.006533955	0.007372277
a17	0.053070568	0.22590843	0.13743302	0.24281898	0.25195226	0.042055804	0.010127845	0.010470006	0.026163047
a24	0.06254727	0.26064023	0.18017693	0.21633565	0.12486848	0.068914354	0.024250763	0.019203482	0.043062866
a34	0.040999386	0.29953727	0.13552314	0.13634737	0.08208457	0.16974887	0.05123306	0.031513	0.053013343
a37	0.02367897	0.2658149	0.08596774	0.09298557	0.0647356	0.29099548	0.07344773	0.042227868	0.06014614
a31	0.015458875	0.2500672	0.071667455	0.0853268	0.057801113	0.35090342	0.06411975	0.041931827	0.06272361
a37	0.019363748	0.29062736	0.08880471	0.1238274	0.05566199	0.08538246	0.12640485	0.18431552	0.02561193
a41	0.026475972	0.31528988	0.06429224	0.15557721	0.08279129	0.21992359	0.04584893	0.020190014	0.06961095
a31	0.016398042	0.19868647	0.04744551	0.109312735	0.09532698	0.33536288	0.05160575	0.03564869	0.11021296
a28	0.015778927	0.2261815	0.07076698	0.16513361	0.098233916	0.08116848	0.09151991	0.18839078	0.06282595
a20	0.050608385	0.3178243	0.07585071	0.11141202	0.059376568	0.21972592	0.08486245	0.03109637	0.049243316
a17	0.05277853	0.25751078	0.07373728	0.08264486	0.06683013	0.21898635	0.10798758	0.072824016	0.066700496
a31	0.03692723	0.2108603	0.051733695	0.08598359	0.09318452	0.23605236	0.10449796	0.07676504	0.10399531
a24	0.04279897	0.12694044	0.10215644	0.18666245	0.14882992	0.08376196	0.05668958	0.08788179	0.16427846
a20	0.068540856	0.3013357	0.11217477	0.10217429	0.04731135	0.20075582	0.08524193	0.0388548	0.043610536
</S>	0.054758158	0.21544835	0.06137783	0.06936327	0.07150492	0.21325736	0.14154452	0.09839122	0.07435435
