 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
a8	0.003919202	0.013001253	0.009273306	0.023781922	0.077330075	0.049336113	0.08776244	0.2396672	0.49592853
a31	0.035006136	0.13541707	0.13889796	0.13912393	0.0918963	0.24544364	0.12542552	0.03593789	0.052851535
a46	0.03156911	0.7568974	0.116634555	0.002053793	0.028739668	0.022216704	0.033253785	0.008481327	0.00015369084
a8	0.0121236835	0.18765132	0.04815042	0.008075096	0.02142937	0.1757085	0.4874188	0.029386502	0.030056354
a20	0.052154534	0.40733725	0.14958878	0.05711303	0.1123027	0.11979234	0.051290844	0.0100068245	0.040413667
a31	0.061879978	0.36225608	0.2334097	0.08288633	0.12139788	0.076505125	0.021872915	0.007382662	0.03240942
a20	0.06576066	0.3025452	0.25713065	0.008327458	0.010249271	0.04121155	0.25340942	0.037932053	0.023433736
a13	0.05910989	0.26012942	0.22668648	0.19971614	0.09357302	0.042887453	0.029782811	0.029843232	0.0582715
a14	0.04652754	0.5664113	0.24215859	0.05088007	0.020804273	0.014337129	0.016730294	0.0072041783	0.034946658
a0	0.08684638	0.36116695	0.2685798	0.1568077	0.051448297	0.021293258	0.019533085	0.010601437	0.023723105
a31	0.12457644	0.21703343	0.2866596	0.2376249	0.050069015	0.01769652	0.021574931	0.014986564	0.029778574
a37	0.07475846	0.4086696	0.23453467	0.0048316023	0.005110358	0.009484958	0.14501804	0.06707795	0.050514348
a35	0.045366257	0.23937924	0.16756432	0.1317256	0.18658598	0.059207816	0.018709477	0.04719099	0.10427032
a17	0.025991175	0.68327105	0.16490954	0.069627136	0.025519276	0.008285268	0.0053441594	0.004424042	0.012628345
a31	0.047945566	0.38146678	0.27419955	0.11988238	0.054350697	0.039014056	0.021532832	0.026618779	0.034989323
a15	0.019714292	0.7639416	0.107916325	0.008869266	0.004050273	0.006452264	0.03997465	0.02659566	0.022485763
a31	0.03163979	0.30500102	0.1725461	0.08423416	0.054820992	0.06425577	0.037237644	0.082311444	0.16795313
a46	0.009465198	0.41922528	0.06385765	0.0698906	0.045689527	0.0390424	0.04818932	0.13735299	0.16728702
a35	0.052829057	0.35210824	0.22106312	0.06867182	0.029176759	0.054070927	0.05545008	0.06670072	0.0999293
a20	0.02369521	0.33744574	0.1362411	0.08857299	0.07449636	0.099335246	0.03656843	0.072300404	0.13134456
a31	0.021390963	0.3025779	0.08822683	0.075644694	0.10278881	0.11199238	0.04911069	0.089032516	0.15923521
a17	0.010893683	0.75153196	0.06593169	0.02909929	0.01542392	0.009438223	0.021119308	0.038425352	0.05813659
a20	0.048605166	0.35556722	0.19166565	0.056084055	0.023475742	0.05600837	0.09458775	0.08136295	0.09264316
a8	0.07890467	0.29000306	0.12786697	0.07867595	0.073123425	0.0828981	0.08783618	0.08094719	0.09974447
a23	0.09686842	0.16058935	0.091012985	0.09063794	0.1367753	0.10452738	0.08858037	0.098192886	0.13281545
a46	0.099585526	0.13428228	0.0921142	0.0936898	0.12673473	0.10625034	0.10491059	0.10896581	0.1334667
a8	0.0978614	0.13118827	0.097794786	0.09656387	0.11604163	0.10564743	0.11409733	0.11287306	0.12793219
a31	0.09990529	0.1227481	0.10275764	0.10052939	0.112005845	0.10710773	0.1178457	0.1144496	0.12265074
a17	0.032625236	0.786203	0.053872578	0.015156294	0.01482679	0.01446701	0.032180753	0.026237926	0.024430327
a31	0.034574583	0.24120164	0.13292071	0.052484367	0.026871711	0.08972156	0.1578611	0.13274436	0.13161993
a37	0.029784823	0.4952831	0.05525016	0.02393401	0.020134285	0.026896851	0.071770236	0.15619235	0.120754115
a31	0.057169866	0.2807989	0.14432828	0.073061705	0.0420948	0.07036079	0.13809673	0.10045956	0.09362932
a30	0.056359824	0.08497631	0.032303546	0.031918187	0.018254131	0.040382396	0.21097286	0.26014185	0.26469094
a21	0.075644545	0.29479283	0.15876028	0.09329192	0.061308376	0.06964025	0.09354672	0.07818134	0.074833736
a10	0.09780477	0.16357206	0.121334985	0.09941946	0.09077714	0.09953672	0.10861741	0.107349314	0.11158816
a39	0.10339948	0.16111086	0.121991776	0.10300225	0.09474273	0.10040495	0.10531604	0.10382793	0.10620401
a38	0.12853503	0.1418096	0.1143042	0.105876945	0.10309265	0.10766597	0.09966234	0.09842724	0.10062598
a41	0.12967196	0.12673746	0.11038311	0.10731233	0.10730987	0.110770114	0.102598324	0.101646625	0.10357021
a18	0.11986344	0.123238586	0.11044571	0.1070501	0.10693479	0.11020876	0.107180856	0.1065376	0.10854008
a31	0.11679542	0.12504153	0.11178504	0.107279554	0.10650543	0.109296605	0.107239254	0.10705288	0.109004304
a21	0.0473357	0.43762857	0.06612637	0.036500067	0.034770727	0.04352841	0.081744924	0.13834885	0.114016436
a20	0.05609474	0.28323856	0.14343815	0.07530598	0.042928033	0.06931216	0.13639013	0.09989751	0.09339468
a31	0.10236705	0.12936705	0.11429196	0.10347893	0.100309	0.10681341	0.111437805	0.11379101	0.11814375
