 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	0.0033922945	0.004398437	0.04064029	0.74345165	0.07864581	0.016468057	0.002651746	0.0004013056	0.0014782262	0.05016081	0.058311436
a6	0.05991138	0.27763534	0.08315964	0.24411182	0.14494152	0.06914166	0.001315757	0.1079387	0.0004680385	0.0015039664	0.0098721795
a37	0.02972097	0.03747553	0.0042328364	0.013494861	0.03840695	0.0013332439	0.00013584906	0.8470264	0.0029820034	0.022528144	0.0026632985
a24	0.008782406	0.050202236	0.01140187	0.0035591924	0.0018077	0.0009261498	8.9395726e-05	0.8984102	0.0016779813	0.019705042	0.003437925
a28	0.079635605	0.04304844	0.10295455	0.044896856	0.093703106	0.1709129	0.017628806	0.33513647	0.009324353	0.031472996	0.07128591
a31	0.07441355	0.04036449	0.05854137	0.03469758	0.1334241	0.2481133	0.012341719	0.36689934	0.004957576	0.009267609	0.016979381
a46	0.008183813	0.009091811	0.0034166095	0.012678709	0.031253625	0.020075819	0.0031663962	0.9057472	0.0006405291	0.004318398	0.0014271386
a8	0.11590599	0.090398796	0.032934465	0.09318123	0.35288653	0.23068011	0.06771764	0.0026795517	0.004785992	0.0033221734	0.0055074873
a31	0.101130135	0.070986934	0.06285364	0.059826322	0.26974827	0.24741125	0.027081087	0.085533135	0.006840977	0.021047752	0.047540482
a10	0.036952496	0.08470514	0.0091079455	0.054226175	0.23640001	0.09136136	0.023196505	0.44962907	0.0036208248	0.008515064	0.0022853469
a37	0.040398892	0.03603316	0.051984537	0.15326345	0.3660561	0.28887802	0.026685338	0.004919542	0.0034358744	0.009999885	0.018345164
a10	0.06455337	0.07971771	0.04555236	0.109669276	0.34573913	0.2892334	0.04655728	0.0030059884	0.002629863	0.005759948	0.00758167
a17	0.055394676	0.06644515	0.044269696	0.124550216	0.38640803	0.25006142	0.052368205	0.0027508645	0.003846979	0.0055509773	0.00835374
a20	0.10091894	0.091022715	0.04251349	0.121296674	0.36669144	0.1605379	0.09056173	0.0033419651	0.0052661593	0.005313317	0.0125355795
a31	0.07954344	0.07044887	0.050529744	0.1386446	0.3449224	0.20937127	0.067004144	0.0037324568	0.0071334615	0.008667536	0.020002052
a20	0.00877287	0.048887476	0.02850162	0.7934226	0.10405405	0.0031796142	0.00055709394	0.0056916107	0.00039404616	0.004615013	0.0019240218
a31	0.150753	0.08807713	0.048099257	0.15175812	0.31645644	0.109665	0.06119338	0.021993993	0.013990636	0.00837525	0.029637787
a13	0.008684571	0.015684657	0.013531855	0.027583562	0.0050596683	0.0036115844	0.0019772418	0.899869	0.004330373	0.013174744	0.0064926427
a10	0.23908402	0.119180426	0.049118716	0.08799554	0.1556723	0.12812632	0.05883946	0.041204546	0.057405014	0.028353114	0.035020504
a31	0.20296253	0.12753019	0.073575206	0.14856026	0.07733976	0.051190756	0.045060113	0.053121746	0.08998303	0.07935721	0.051319215
a17	0.017882666	0.022661626	0.011163121	0.01701728	0.009514854	0.03663795	0.03267578	0.7054224	0.048980262	0.084831506	0.013212563
</S>	0.14207481	0.11437914	0.08003782	0.094976045	0.10423162	0.09812501	0.076424055	0.073287725	0.07697192	0.06936546	0.070126384
