 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
a31	0.012405865	0.0046880613	0.0038892084	0.0050189947	0.0036418014	0.016367093	0.11607872	0.046800226	0.07082228	0.2863604	0.12723951	0.06558178	0.013424841	0.0054594157	0.049663275	0.1725584
a37	0.0018820585	0.00035106548	0.00015147698	0.00013718387	8.8518354e-05	0.0009160802	0.017226646	0.012378991	0.03192436	0.11851546	0.7003127	0.1079288	0.0058380538	0.002090784	0.00016809834	8.973628e-05
a31	0.012285119	0.2744665	0.0104575185	0.023159228	0.045742236	0.006356715	0.015759999	0.008504023	0.014478134	0.012939391	0.45992026	0.09263489	0.018989442	0.0034921248	0.00036116753	0.00045330674
a46	0.00012214712	0.0011762631	4.4301156e-05	0.0001418167	0.00052619434	0.00010121264	0.027944854	0.00028336508	0.046137076	0.071737275	0.36621222	0.32118645	0.1189926	0.04536844	1.12750795e-05	1.4428557e-05
a24	0.038414557	0.0049391286	0.0072579235	0.006972777	0.0044720396	0.017404327	0.044032425	0.046058226	0.045841135	0.07157475	0.40823114	0.22897913	0.05701981	0.013174062	0.00052948575	0.005099097
a31	0.110426284	0.011097383	0.002641693	0.004455785	0.016060181	0.01909658	0.10757641	0.07705859	0.1517302	0.2759782	0.09134646	0.070257515	0.04308355	0.009638843	0.000141799	0.0094105685
a13	0.05375554	0.042544983	0.0050770934	0.009724003	0.044317357	0.015204642	0.018442975	0.09388921	0.049739417	0.1861625	0.28983307	0.15756418	0.025666486	0.0028975978	0.002755163	0.0024258085
a24	0.025705218	0.018182622	0.0071547716	0.013281244	0.027593404	0.018071258	0.061675258	0.1128162	0.09159968	0.39206	0.16172847	0.047741648	0.009859349	0.0016858141	0.0018567173	0.008988287
a31	0.08582822	0.035137743	0.005610533	0.015839936	0.098500565	0.03726052	0.10869744	0.09284422	0.10797824	0.23266871	0.08620853	0.06277806	0.024071177	0.0022143042	0.0002212281	0.0041405
a13	0.0568483	0.06374976	0.0123338355	0.02499762	0.08026442	0.025796343	0.03129686	0.21872862	0.052293945	0.10594126	0.21202472	0.08248126	0.01376377	0.0055668713	0.011170078	0.0027423254
a17	0.0092017	0.012680954	0.00502516	0.0075865276	0.01813368	0.024366375	0.107544765	0.16025528	0.07537671	0.42726225	0.107190266	0.02386812	0.0036869769	0.00075397704	0.003029685	0.01403758
a31	0.08295804	0.06689034	0.012196887	0.0358157	0.181436	0.06729651	0.13911048	0.1256641	0.064204186	0.10546807	0.06412201	0.041112825	0.009925885	0.0013069578	0.00043673272	0.0020552531
