 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a31	0.001139334	0.0013555343	0.023645664	0.050049946	0.0145374155	0.013576983	0.060675364	0.046267714	0.055532906	0.07017152	0.02820488	0.17876357	0.023289774	0.004235255	0.022785444	0.019954987	0.011260824	0.028066587	0.010382232	0.01941044	0.31669366
a17	5.3390373e-05	0.00041174423	0.017536316	0.0019373713	0.006015022	0.0010376729	0.020323984	0.025332762	0.004971813	0.003057118	0.00023473703	0.0016781862	0.000113636575	0.00012538755	0.00042648113	0.028234448	0.6870449	0.090549834	0.11031138	0.00025049114	0.00035332766
a31	0.0076962034	0.05288139	0.07750854	0.004436758	0.054925077	0.13554092	0.0786015	0.028418293	0.07011956	0.059799213	0.0017918859	0.0113895135	0.00045248496	0.004228742	0.008383556	0.05956352	0.2592533	0.03221987	0.04754675	0.00073264446	0.004510342
a17	0.00036942484	0.00016187037	0.0004254297	2.72089e-05	0.0015202219	0.00014921317	0.00089129125	0.00014386096	0.00048899837	0.00010388355	1.4061429e-05	8.0740414e-05	6.2029717e-06	8.728026e-06	4.0166615e-05	0.015225484	0.11351665	0.014166041	0.8526197	1.0429536e-05	3.041382e-05
a31	0.006079205	0.019018117	0.18771301	0.017692754	0.13554338	0.02295533	0.12850024	0.048851814	0.11874507	0.099370144	0.0020951645	0.02696385	0.0007497783	0.016840605	0.0052342988	0.081071764	0.038342293	0.022704666	0.011693415	0.0025158357	0.0073192064
a34	0.020688968	0.017765354	0.038835164	0.011634925	0.034818653	0.029208444	0.12838644	0.080369696	0.08266193	0.05114312	0.0016332961	0.021810848	0.0003909584	0.014423311	0.0032907447	0.09736714	0.15362403	0.07604107	0.05229402	0.0025913932	0.081020445
a1	0.0014857935	0.009471721	0.07003114	0.008520027	0.075550266	0.014932691	0.35870773	0.09250955	0.19214179	0.075589254	0.0014775287	0.00531433	0.00033198093	0.0024000665	0.001263813	0.049765237	0.012067884	0.012173024	0.007556752	0.0022904696	0.0064189555
a35	0.0026872652	0.028774343	0.07078275	0.009343747	0.03779536	0.041699465	0.2625653	0.16651352	0.06304693	0.025479142	0.0012092115	0.008974146	0.0005587326	0.007051981	0.0074032233	0.112671904	0.06144038	0.028439302	0.0098311445	0.0045485445	0.049183577
a31	0.0016922692	0.0067454977	0.054333597	0.0055748974	0.044416726	0.011553395	0.41820368	0.13731654	0.14160559	0.030592598	0.0010918049	0.0033058221	0.0002941705	0.00123518	0.00082308514	0.07210812	0.026277317	0.014643018	0.009055677	0.0039709494	0.015160055
a20	0.007020989	0.03069849	0.066048265	0.0052307886	0.028381633	0.027506744	0.32704422	0.09357418	0.03418229	0.012191583	0.00079622096	0.004390632	0.00043562867	0.02379659	0.0060617477	0.16213194	0.06811589	0.016839778	0.043305475	0.0041212747	0.03812565
a17	0.0019451404	0.0053635905	0.07527667	0.00235091	0.05259511	0.03400264	0.4684265	0.12706143	0.08508435	0.010130139	0.0013956311	0.0035410551	0.0004965837	0.0032415313	0.0022656226	0.06039543	0.005741126	0.007067392	0.0032274283	0.0040630004	0.04632874
a20	0.0030193818	0.021116156	0.039763644	0.0016700679	0.08035074	0.08035795	0.35231543	0.08538744	0.16310355	0.02986319	0.00084297726	0.0021009643	0.00026145467	0.0041783666	0.003701492	0.10900772	0.0054835295	0.0027947417	0.0016163128	0.0011108449	0.011954034
a8	0.0023704367	0.022419794	0.053904448	0.0013062399	0.05645099	0.04169276	0.41520298	0.10766284	0.14597349	0.018414516	0.00096169417	0.002618992	0.00031025975	0.002991302	0.0012220583	0.088350736	0.0066531603	0.0044318247	0.0040461007	0.0026957544	0.02031968
a31	0.0053757434	0.03477824	0.05866067	0.0009811642	0.07855139	0.0460295	0.4070161	0.11478139	0.09548856	0.0061565414	0.0012897035	0.0019086521	0.00040075724	0.0037274421	0.0012777329	0.084440194	0.0055198036	0.005541471	0.005818355	0.0036768978	0.0385798
a24	0.0016546318	0.023463443	0.05382003	0.000620764	0.013579003	0.0025867708	0.5766235	0.018495202	0.0070656054	0.001769529	0.00012453819	0.0008726452	7.0675655e-05	0.006811432	0.0002545939	0.11618964	0.010894648	0.0053169904	0.12669057	0.002149291	0.030946441
a31	0.0038762495	0.0055913897	0.09716351	0.0023985554	0.046848644	0.029830143	0.4727716	0.1790751	0.051874135	0.0060377247	0.003279919	0.0044934247	0.0015190444	0.0014031136	0.0035669932	0.038312964	0.0022203077	0.007992662	0.0034715277	0.0066253655	0.031647544
a13	0.002259341	0.03415949	0.08702308	0.0063734967	0.031031163	0.025344586	0.21538891	0.060571346	0.031037617	0.009500069	0.0010587138	0.0035900564	0.00083878724	0.083420575	0.007486645	0.13267472	0.112662636	0.019586347	0.07899443	0.0113055	0.04569249
a20	0.004235014	0.0045180046	0.08467597	0.0024236839	0.033336133	0.027043318	0.5018036	0.16775134	0.06261646	0.006141633	0.0023603162	0.0046176002	0.001191673	0.0016448711	0.00332301	0.039880324	0.0022085242	0.006980652	0.0025995392	0.0055582263	0.035090163
a33	0.0015336614	0.036898445	0.07490861	0.0006712747	0.089231126	0.077327676	0.39181536	0.08979368	0.0873924	0.0055498118	0.0013249009	0.0008843739	0.00050653366	0.008286564	0.002752717	0.10753027	0.00423342	0.0032155155	0.0025107458	0.003262703	0.010370155
a20	0.0024128838	0.05932078	0.100704424	0.0009471942	0.10014492	0.053146206	0.36904505	0.110344894	0.058714274	0.0053262883	0.0026126895	0.002185675	0.00096362166	0.0057313666	0.0024945296	0.063170135	0.0053040963	0.0071137664	0.007461793	0.0073536364	0.035501767
a31	0.0026493608	0.04588124	0.10344123	0.0016203219	0.09204316	0.041976143	0.38064846	0.11968933	0.05326339	0.0049660928	0.004546516	0.002762397	0.0016008491	0.0076345582	0.0039033766	0.046552062	0.008499342	0.012368191	0.012842378	0.012299335	0.040812366
a21	0.0013055624	0.032372404	0.07505048	0.0010337447	0.03305266	0.009687032	0.33519053	0.019943982	0.010977389	0.0015963046	0.00050836004	0.0012938838	0.00049383065	0.033261806	0.00088761176	0.1926264	0.007132396	0.004964762	0.2095839	0.00505916	0.023977876
a20	0.009693754	0.0055787396	0.07286718	0.0046865023	0.029685836	0.025610711	0.4590106	0.2060016	0.06559087	0.010326941	0.004787246	0.0091021145	0.002990718	0.0016726214	0.0079254955	0.034123834	0.002537565	0.010573975	0.004323729	0.009249632	0.02366039
a31	0.0026829392	0.019211598	0.119419724	0.0022611408	0.097661175	0.047317553	0.38853136	0.11834641	0.05936105	0.0069637545	0.007024948	0.003788331	0.002615281	0.007991831	0.0065547316	0.040185314	0.00610995	0.012750805	0.010076179	0.014171257	0.026974667
a26	0.003064784	0.013519598	0.109794594	0.002292512	0.047010433	0.01736686	0.27842203	0.029433869	0.018654073	0.00278815	0.0011436217	0.0028089192	0.0014805832	0.038764395	0.0023354902	0.23141398	0.010046242	0.004967638	0.15325828	0.009696804	0.021737186
a37	0.01996662	0.01017192	0.05662609	0.0033680305	0.022335635	0.015781946	0.5233824	0.19965221	0.054598533	0.010267256	0.0027807208	0.012065269	0.0017096271	0.0021209798	0.0051346244	0.021360753	0.001748368	0.005242371	0.0041447324	0.0043668267	0.023175117
a31	0.008476227	0.0063026017	0.0874703	0.003901093	0.06562028	0.045535404	0.4191473	0.114303626	0.10561643	0.010119842	0.008000691	0.006299633	0.003581114	0.012255384	0.011493231	0.042650517	0.0040946705	0.010306318	0.0043703	0.013189074	0.017266024
a23	0.009746353	0.010748938	0.143661	0.008309098	0.056248587	0.041115627	0.21817914	0.09765096	0.06187321	0.010221984	0.0036411337	0.012697853	0.0055210926	0.041624967	0.009329902	0.14674784	0.009941541	0.0062599177	0.035336964	0.01599563	0.055148333
a31	0.058687564	0.021167638	0.063056916	0.006570499	0.036997903	0.022672426	0.3948713	0.19534054	0.060488522	0.016598484	0.0063534467	0.019479835	0.0042559295	0.0060809036	0.010851698	0.02580339	0.0040180283	0.009034738	0.010253196	0.008252688	0.019164337
a37	0.023994084	0.01863646	0.07107633	0.010640063	0.03666087	0.042463966	0.18109968	0.17535147	0.10240909	0.019047689	0.0042660483	0.020479862	0.0057495916	0.025457673	0.014060939	0.06167015	0.005064029	0.007258578	0.012526446	0.027080743	0.13500632
a39	0.13126841	0.06708526	0.09300126	0.010102254	0.075842604	0.048853856	0.13735154	0.16517748	0.051097915	0.014070043	0.008800946	0.014170716	0.008215425	0.016131446	0.011678388	0.05097448	0.01296423	0.019031176	0.03123124	0.017305292	0.015646081
a10	0.06088859	0.01739822	0.05006171	0.014464294	0.042674918	0.03239306	0.26654103	0.20504464	0.08974821	0.031988505	0.011726016	0.035154488	0.009843475	0.010045798	0.024713144	0.03683119	0.0061000613	0.01361085	0.012593718	0.013424699	0.014753403
a31	0.0827082	0.019464923	0.045322344	0.011781013	0.053084202	0.02882287	0.29764378	0.14338996	0.094616756	0.03028705	0.015556307	0.032442544	0.009306687	0.029414233	0.02705428	0.028283507	0.006507707	0.009250481	0.009664972	0.011255145	0.014142959
a24	0.064185336	0.03976861	0.07097057	0.009517543	0.04265939	0.032154474	0.13547665	0.14670049	0.0665359	0.017539097	0.0046016457	0.025745789	0.0064556086	0.048458874	0.012834349	0.04466583	0.0084474655	0.0060698297	0.015934264	0.032330357	0.16894786
a31	0.13357887	0.06891071	0.07974838	0.019471817	0.07914814	0.048215732	0.08790511	0.14278372	0.04528896	0.022970904	0.019092938	0.023699626	0.017874682	0.025379911	0.021011246	0.047467217	0.020117449	0.022536363	0.029381914	0.021849116	0.023567235
a46	0.12049923	0.07263663	0.05091011	0.010108547	0.043191027	0.03070429	0.09277864	0.13574423	0.047727298	0.017419094	0.0064030443	0.022045268	0.0075307707	0.025984839	0.012848592	0.035551697	0.008002347	0.012670232	0.034251872	0.05912055	0.15387177
a31	0.09453695	0.07324503	0.07563266	0.02460487	0.081983	0.0528122	0.06671759	0.12903543	0.04495289	0.026139844	0.023870248	0.025991393	0.023554202	0.03039119	0.025281059	0.051846165	0.028279494	0.029126916	0.037682537	0.027835432	0.026480883
a20	0.19680314	0.11304429	0.042595204	0.007869663	0.04022516	0.0255234	0.052714456	0.09229257	0.029762233	0.011219532	0.0058468985	0.013510747	0.006565224	0.026446702	0.009120163	0.028468741	0.008950828	0.017470004	0.052183658	0.0751161	0.14427125
a24	0.10133327	0.07960432	0.080422476	0.020456407	0.089263044	0.054811575	0.06603674	0.1353116	0.043662604	0.021268418	0.019761676	0.020752566	0.019541617	0.02888962	0.020874163	0.054376937	0.030893704	0.026861707	0.039819606	0.02378767	0.022270244
a41	0.07150258	0.052824363	0.058710724	0.034456436	0.06104542	0.047105085	0.07382426	0.107628174	0.052734263	0.042377453	0.031721633	0.045527287	0.031733133	0.031987693	0.037885677	0.047515385	0.030154439	0.034579884	0.03913776	0.034067936	0.033480387
a46	0.07675896	0.04414627	0.050436344	0.03812323	0.052207366	0.043723673	0.07661342	0.08919476	0.05586693	0.049636215	0.03547848	0.05468843	0.034715436	0.034665745	0.043594185	0.044527408	0.031266503	0.035404325	0.037782643	0.035238996	0.03593073
a18	0.12709539	0.032358997	0.037932873	0.033873282	0.047256242	0.036474332	0.109704435	0.061968762	0.06603237	0.052113805	0.043802354	0.05564027	0.031423114	0.042364907	0.04869507	0.03512335	0.02546785	0.027384369	0.025991665	0.02837391	0.030922672
a31	0.12990604	0.030159604	0.033517238	0.029553369	0.05042986	0.03469297	0.124567755	0.046227016	0.072498724	0.049722884	0.052636366	0.049169004	0.029393153	0.05927442	0.05154096	0.030680157	0.023852933	0.02407103	0.022945616	0.026262159	0.028898736
a20	0.06373943	0.04391987	0.0478828	0.013392835	0.036277752	0.01714771	0.031656265	0.037601065	0.016834592	0.013962917	0.011259866	0.023301832	0.0151276635	0.15235534	0.014030165	0.029125484	0.038665373	0.012094551	0.06879084	0.048676845	0.26415682
a31	0.12682755	0.060728233	0.06412369	0.02721156	0.069485694	0.046097673	0.06607495	0.10246428	0.044115763	0.02942417	0.028339293	0.030710364	0.02606703	0.035221696	0.028127607	0.04506969	0.02887135	0.03157903	0.039769314	0.03134021	0.038350817
a24	0.1483833	0.088976294	0.018905018	0.009817321	0.018737873	0.013298272	0.015192348	0.027857434	0.012791897	0.010020061	0.009325449	0.011172623	0.009961275	0.03241297	0.009907141	0.014881801	0.014929906	0.04019443	0.114182904	0.14991607	0.22913556
a46	0.06089977	0.055858344	0.055541858	0.040873073	0.05852676	0.04962405	0.051633928	0.07072425	0.0467994	0.041103072	0.04078554	0.04103923	0.040616695	0.04387132	0.040980406	0.04912924	0.04199314	0.04199963	0.044048574	0.041884832	0.042066973
a31	0.058952536	0.04991503	0.0505382	0.04306155	0.051403627	0.046566766	0.04956959	0.05690644	0.046506673	0.043941945	0.042953268	0.045023486	0.04300934	0.057112824	0.043670148	0.046551753	0.045443557	0.04312237	0.044937775	0.04477351	0.046039697
a39	0.12122085	0.07207856	0.019760396	0.011703695	0.019513499	0.014686108	0.016801296	0.027459512	0.014482683	0.012106783	0.011122551	0.013433974	0.011799158	0.03351146	0.011885486	0.015988361	0.01642017	0.037027434	0.1104377	0.15415713	0.2544032
a31	0.057877064	0.054033548	0.05391896	0.042291056	0.056124948	0.049172305	0.051087145	0.0659267	0.047083434	0.042601377	0.04216903	0.04261056	0.04204655	0.044642877	0.04242849	0.048806306	0.043107495	0.04312073	0.0447363	0.04302888	0.043186247
a46	0.15158296	0.099048465	0.016712995	0.01048657	0.017240299	0.0135395015	0.015160138	0.027131127	0.013364416	0.010731751	0.010154205	0.011164109	0.010429998	0.018387942	0.010536212	0.015198356	0.013521023	0.053721428	0.12581058	0.15396358	0.20211436
a24	0.05412757	0.052350286	0.052088734	0.04385801	0.05380272	0.048863076	0.049770582	0.060511872	0.047209103	0.04397637	0.043750145	0.043929085	0.043715447	0.04558372	0.043916017	0.04861774	0.044914775	0.044444874	0.04556329	0.044307165	0.044699408
a31	0.050472926	0.048061028	0.048701722	0.04628115	0.049034383	0.047476374	0.05055974	0.05331756	0.04851768	0.04774071	0.045763426	0.048382204	0.045778092	0.045871615	0.046930954	0.047552772	0.045332264	0.045909602	0.04636526	0.04589393	0.0460566
a11	0.13199118	0.083020635	0.018757572	0.012166505	0.019430786	0.015473176	0.017528323	0.029216561	0.015333361	0.0126613015	0.011725948	0.013197676	0.012011373	0.01912848	0.012327119	0.016718052	0.014380148	0.045961823	0.120236196	0.15636238	0.22237144
a31	0.055478718	0.05347664	0.053228136	0.0429628	0.055289842	0.049142234	0.050428465	0.06389643	0.04714708	0.04317095	0.04278437	0.043141484	0.04276463	0.04502764	0.043054678	0.04885709	0.044252083	0.043636955	0.044987805	0.043434925	0.04383708
a46	0.15729555	0.10404517	0.016511204	0.010174489	0.017094694	0.013331657	0.014924882	0.027527872	0.013130878	0.0103908675	0.00985897	0.010772361	0.010116513	0.017657332	0.010206949	0.015088489	0.013263	0.0554952	0.12540193	0.15185098	0.19586094
</S>	0.053421248	0.05190233	0.051658586	0.044178177	0.053209934	0.04872965	0.04954445	0.059286196	0.047226436	0.044288196	0.04407062	0.044250198	0.04404927	0.04580522	0.04423492	0.04852958	0.04540691	0.044739537	0.045817453	0.04456324	0.045087855
