 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a31	0.02294724	0.008881135	0.017250042	0.036413662	0.032935362	0.10838916	0.016620241	0.007772327	0.01283157	0.047509126	0.68845016
a17	0.029360848	0.005270173	0.04068563	0.13367839	0.010951621	0.28539303	0.03311582	0.13495767	0.29267016	0.0146277305	0.019288894
a31	0.049649645	0.030941535	0.07628626	0.07615356	0.043848287	0.1113033	0.10093948	0.10780995	0.25673473	0.109253235	0.03708
a17	0.0024528266	0.0007158646	0.01831543	0.0053784037	0.0010493887	0.0043112854	0.010769993	0.40733212	0.54774404	0.0015619481	0.00036866037
a20	0.083726324	0.04001655	0.30361763	0.19520235	0.032155797	0.1101512	0.05019315	0.019075314	0.09109084	0.02965016	0.045120727
a8	0.11566609	0.054699145	0.06113629	0.07696621	0.13655129	0.10917874	0.25905046	0.07803665	0.021397462	0.00879216	0.07852548
a20	0.05364187	0.027704287	0.060764268	0.12035434	0.060226798	0.26784128	0.17117403	0.029262453	0.03407809	0.031571563	0.14338097
a31	0.057593506	0.03957147	0.05470433	0.11036328	0.098176464	0.3078767	0.14628738	0.024000693	0.020950293	0.021339983	0.11913593
a46	0.025367606	0.015085152	0.010517293	0.014923929	0.02719321	0.08573538	0.35459176	0.4396935	0.024559826	0.0006062902	0.0017261012
a31	0.05337903	0.027575137	0.020259505	0.09529799	0.13869981	0.55566716	0.06811713	0.0054198094	0.0025105232	0.003085865	0.02998796
a35	0.030202474	0.025773501	0.020625684	0.056877747	0.11554594	0.2290102	0.2400693	0.2353505	0.02866344	0.0083292145	0.009551934
a33	0.0867734	0.04226643	0.027946368	0.0785985	0.17807087	0.43922794	0.098833874	0.017842982	0.004518991	0.0030636333	0.022856938
a8	0.054279994	0.03671014	0.033885017	0.10925457	0.14956032	0.45978943	0.1275813	0.007257576	0.004640014	0.0037399298	0.013301682
a24	0.062488846	0.042547744	0.025306787	0.14730276	0.2042508	0.3955621	0.0585243	0.005312144	0.0052693067	0.009992829	0.043442402
a27	0.059070993	0.02967671	0.01560343	0.13400047	0.3125997	0.34582597	0.037764426	0.004532308	0.0052573388	0.011032541	0.044636093
a31	0.04542164	0.019106008	0.010081686	0.10346356	0.3686302	0.33118695	0.024976842	0.004455617	0.0072592953	0.017515345	0.0679029
a10	0.048739515	0.02752898	0.029299974	0.07329854	0.054845322	0.6273292	0.030730834	0.028297886	0.058512863	0.008460923	0.012955963
a11	0.10784215	0.053314906	0.02697769	0.09727351	0.35950294	0.25587863	0.03166066	0.018766945	0.011502371	0.012208274	0.025071932
a24	0.092103615	0.042292394	0.034695342	0.087733306	0.44673783	0.20022957	0.013508208	0.008883078	0.016514843	0.022880621	0.03442114
a28	0.07495654	0.03220534	0.02238966	0.07110752	0.4585116	0.21193022	0.021016298	0.012050335	0.020836128	0.029567154	0.045429286
a31	0.09755912	0.039695773	0.039020613	0.06970148	0.33619606	0.1733354	0.030395834	0.021703003	0.042353485	0.061111163	0.088928096
a46	0.044267498	0.03878255	0.053654887	0.062185697	0.10272066	0.2660187	0.057628103	0.17578201	0.16801926	0.013597735	0.017342875
a31	0.09094325	0.04473667	0.0271557	0.09322517	0.41275832	0.19151856	0.021104714	0.022294933	0.025877824	0.028547544	0.04183738
a26	0.048023753	0.055011112	0.09016313	0.07360107	0.14546423	0.080139995	0.022847127	0.10492053	0.17775866	0.11361505	0.08845531
a31	0.08373178	0.05718622	0.05174204	0.103739254	0.3747341	0.14206952	0.023964314	0.024689065	0.044279683	0.051957432	0.041906618
a46	0.032635167	0.05375634	0.030334268	0.03299304	0.07752157	0.042959694	0.041876502	0.15338634	0.18146694	0.18453464	0.16853553
a20	0.082670756	0.0742856	0.07711658	0.102341905	0.25129294	0.116948366	0.04962107	0.05119104	0.06511131	0.070099294	0.059321057
a35	0.089844495	0.082525544	0.08475017	0.093585074	0.16056581	0.09905314	0.07176087	0.07277605	0.08165391	0.08493206	0.07855291
</S>	0.1383903	0.080887266	0.080367014	0.0837515	0.17049952	0.08667416	0.075786665	0.06742367	0.06976869	0.072288424	0.07416279
