 	sta	seduta	nel	giardino	</S>
a20	0.18146876	0.24405414	0.05514979	0.39147678	0.12785053
a17	0.18471295	0.61837196	0.018139292	0.14785077	0.030925026
a20	0.34949267	0.510255	0.006325863	0.13303271	0.00089383335
a31	0.00684195	0.34716	0.046770282	0.4644502	0.13477753
a17	0.0022796206	0.7988745	0.009521284	0.18903245	0.00029204128
a31	0.31586716	0.10722617	0.030233428	0.28748378	0.25918946
a46	0.051526852	0.90991426	0.005267119	0.02585939	0.007432327
a31	0.6805627	0.11280789	0.016434995	0.10283645	0.08735794
a20	0.154475	0.78275126	0.01155215	0.04414822	0.0070733754
a31	0.46612528	0.073900424	0.016408972	0.085643955	0.3579214
a20	0.39616066	0.3273955	0.04643478	0.19349633	0.036512688
a18	0.63732225	0.23813085	0.01139695	0.04549195	0.06765804
a46	0.6164593	0.13047102	0.021523993	0.040504083	0.19104159
a20	0.44621974	0.09469702	0.024423312	0.06544825	0.36921155
a31	0.31634936	0.10579573	0.028511165	0.08620841	0.46313533
a18	0.4354065	0.23132029	0.039066285	0.20905861	0.085148305
a31	0.450222	0.19986522	0.06222174	0.10678729	0.18090376
a0	0.4081676	0.2720144	0.10468983	0.1925089	0.02261927
a31	0.32475495	0.18637337	0.12236217	0.16477065	0.2017388
a8	0.270385	0.21994139	0.15626821	0.32957155	0.023833862
a31	0.23678105	0.19965146	0.17462437	0.19910613	0.18983698
a18	0.25346917	0.24920276	0.18604676	0.28493795	0.026343344
a31	0.24815923	0.19825852	0.16254887	0.2165561	0.17447732
a17	0.15869501	0.19015561	0.172816	0.44920057	0.029132845
</S>	0.21880004	0.20026587	0.18185268	0.21375723	0.18532415
