 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
a8	0.0071306503	0.002126229	0.0030893756	0.076253824	0.028590823	0.055833198	0.044733703	0.23740913	0.23854482	0.30628824
a31	0.07076751	0.08541423	0.023323286	0.06342333	0.05278158	0.18398774	0.5045347	0.0072065406	0.00081224955	0.0077488287
a3	0.00025485494	3.728626e-05	3.6177514e-06	0.00041119911	0.00046830316	0.9811489	0.017670551	3.798613e-06	1.2766252e-06	2.1192558e-07
a20	0.04380837	0.120608725	0.043619435	0.03635057	0.10900331	0.5152656	0.11027843	0.008723728	0.008258846	0.0040829624
a31	0.08430629	0.05074929	0.1255347	0.044584267	0.08640158	0.113363676	0.21666673	0.13399519	0.093792945	0.05060527
a24	0.054161187	0.031511363	0.051946368	0.010750401	0.02140539	0.29973856	0.3879982	0.06112448	0.041812193	0.03955178
a31	0.063144244	0.025410889	0.021802887	0.010612389	0.031678878	0.08205004	0.040203854	0.22016715	0.17939384	0.32553586
a17	0.16139391	0.0666089	0.074767165	0.039291758	0.11954517	0.2314102	0.24793306	0.02542379	0.012932715	0.02069334
a31	0.10298758	0.025011832	0.01152371	0.021021018	0.08025439	0.119679555	0.109924406	0.14017293	0.1347818	0.25464278
a17	0.10190599	0.05269839	0.05921418	0.05461875	0.20757379	0.25741982	0.21750312	0.011772761	0.013255216	0.024037922
a20	0.19769403	0.059969842	0.013927638	0.03240936	0.17915747	0.14604457	0.20565084	0.05354592	0.041778274	0.069822125
a41	0.3300552	0.05350062	0.013254259	0.04614981	0.19130096	0.17616984	0.12170561	0.021762734	0.022753878	0.023347115
a31	0.30363235	0.08605435	0.026510537	0.046542175	0.095211886	0.116997525	0.05341636	0.058899157	0.1072687	0.10546697
a17	0.029158039	0.014655992	0.052765165	0.19182813	0.13092175	0.19012271	0.21703833	0.04033757	0.04864832	0.08452396
a31	0.37317327	0.14369312	0.025475001	0.052851364	0.05287092	0.03314041	0.05192243	0.083003305	0.09120826	0.092661895
a24	0.019945545	0.019035947	0.043369494	0.1335928	0.086122975	0.04885277	0.11793122	0.0570227	0.17741668	0.29670987
a31	0.2275488	0.15212062	0.045041278	0.10816429	0.07064005	0.037223484	0.044982385	0.11388789	0.12515226	0.07523898
a32	0.04799875	0.052489765	0.05165332	0.12597261	0.0670896	0.023872718	0.038310077	0.06973408	0.29096684	0.2319122
a31	0.06614826	0.10626032	0.16000074	0.11562025	0.14480166	0.076068975	0.036301814	0.03728879	0.17277846	0.084730715
a20	0.116542116	0.10853166	0.05379597	0.15775488	0.07182623	0.028896198	0.031984445	0.048407536	0.18413854	0.19812235
a31	0.1821001	0.14762422	0.0626331	0.15412834	0.08906986	0.042147998	0.035347193	0.1066234	0.12951235	0.050813433
a46	0.10893359	0.16855432	0.058145467	0.100272626	0.04673341	0.02350912	0.040635385	0.062244304	0.23356946	0.15740234
a33	0.16629404	0.1374171	0.07211944	0.15288344	0.0882191	0.057671502	0.051113907	0.09501444	0.12118922	0.05807784
</S>	0.10657073	0.09660256	0.077099405	0.10258037	0.08198255	0.07346248	0.077297	0.13269241	0.16464303	0.08706946
