 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
a39	0.045826744	0.6414287	0.07833519	0.0206301	0.10475711	0.002560072	0.009319418	0.06814322	0.004754485	0.024244856
a3	0.07742712	0.5851537	0.12759487	0.15478683	0.0009951753	0.0005396405	5.6395733e-05	0.0028961764	0.03681442	0.013735662
a39	0.3177608	0.07526471	0.009420597	0.5038328	0.00056754047	0.005398503	9.191555e-06	0.00434296	0.072355725	0.011047259
a3	0.06402228	0.049148574	0.0068346947	0.21188517	0.0013021274	0.017416852	0.00024307589	0.0029352277	0.5615658	0.08464625
a10	0.03321314	0.038135733	0.006067925	0.11394431	0.0013941794	0.0044957176	0.00016336514	0.0018133239	0.728825	0.07194735
a38	0.014323048	0.0193627	0.005509926	0.02983778	0.0026375076	0.0066134715	0.0001962557	0.0015377317	0.87807244	0.04190911
a37	0.14337946	0.2225705	0.09614761	0.12917855	0.23101023	0.021254592	0.0013083072	0.009618186	0.11652294	0.029009666
a24	0.09708007	0.15107441	0.03245922	0.13422959	0.025543805	0.0068938984	0.00066060503	0.0016620189	0.5216572	0.0287391
a31	0.16085172	0.32678464	0.06834007	0.24395782	0.11609704	0.0022936892	0.00051093294	0.0058728354	0.054790225	0.020501044
a3	0.04340283	0.1183596	0.00053411315	0.73555416	0.00013483262	0.00023171175	0.00013597567	0.00033630224	0.1006685	0.00064208865
a20	0.07589852	0.6199755	0.15330198	0.08087743	0.02094194	0.0046164365	0.009349038	0.011488398	0.011960362	0.011590412
a31	0.14085609	0.2633592	0.07634288	0.16987054	0.045073796	0.0015081418	0.00045516383	0.0050157993	0.2452627	0.05225566
a11	0.012729463	0.027755883	0.0036822981	0.3540948	0.013659533	0.009685006	0.0065672677	0.0051509826	0.55886465	0.0078101293
a7	0.059531067	0.64379025	0.14373343	0.07080163	0.02522575	0.0052951337	0.010165177	0.013682865	0.014512589	0.013262088
a31	0.17997254	0.2444461	0.08084782	0.38531145	0.03437825	0.0029655057	0.001516514	0.0047695595	0.05240887	0.013383375
a24	0.011920144	0.026719177	0.00317042	0.45877123	0.0078881085	0.014037221	0.0108366385	0.008589279	0.4462	0.011867739
a46	0.07012672	0.64502954	0.1310277	0.084082596	0.016954716	0.0031973177	0.0044337385	0.009191276	0.025327392	0.0106289685
a39	0.14853214	0.18863232	0.08369862	0.47997814	0.027827302	0.007905332	0.007858113	0.008536183	0.034082044	0.012949749
a31	0.16532391	0.22775134	0.05261813	0.45222548	0.017960679	0.005962725	0.0075823916	0.010970645	0.045241073	0.01436368
a14	0.03129208	0.085139014	0.013588299	0.45614308	0.005129733	0.022603804	0.03846717	0.016581642	0.29317814	0.037877075
a38	0.06730974	0.6198608	0.13206664	0.08202175	0.02076621	0.010360173	0.016858451	0.013881595	0.0224161	0.014458546
a31	0.13922264	0.43511206	0.14394043	0.18520322	0.02395628	0.005678807	0.012157136	0.016343433	0.017804835	0.0205811
a37	0.032000236	0.24698089	0.10702991	0.11198362	0.016592134	0.029299052	0.087024495	0.042261828	0.2698518	0.05697602
a20	0.13198431	0.44763297	0.096736915	0.16872971	0.01539545	0.024178484	0.029764105	0.012045368	0.05619715	0.017335506
a39	0.0756829	0.5906821	0.17156026	0.07641512	0.017713713	0.011688815	0.016071677	0.013107692	0.0146116465	0.012466101
a20	0.07013552	0.6345617	0.12617281	0.057081584	0.030050578	0.00863012	0.012819831	0.021761395	0.017749755	0.021036703
a35	0.06617081	0.6157716	0.118913725	0.053080067	0.038689226	0.011244891	0.015502493	0.028020838	0.026543261	0.026063152
a20	0.07171024	0.51327085	0.124981776	0.060508516	0.052901335	0.022552408	0.027914768	0.040983677	0.04501211	0.040164314
a31	0.08673924	0.39261085	0.123403646	0.076627456	0.06365326	0.039048	0.044747666	0.053413734	0.06503722	0.0547189
a24	0.036353823	0.09622214	0.036488593	0.16033636	0.009690798	0.045623317	0.07900267	0.021601835	0.49174833	0.022932136
a31	0.15780905	0.2618744	0.10225109	0.18926	0.030432867	0.048714485	0.053698175	0.02971712	0.06971217	0.0565306
a8	0.020849999	0.026379902	0.017987438	0.03598409	0.0075790593	0.07350141	0.09418957	0.015322537	0.682266	0.025940029
a31	0.14336376	0.18635496	0.10078516	0.13628224	0.060877033	0.0715413	0.07489632	0.06017284	0.081976995	0.08374945
a41	0.030611869	0.018486327	0.016226396	0.021314839	0.03506985	0.23148087	0.13707048	0.03134277	0.34077865	0.13761798
a8	0.146339	0.1436	0.112203285	0.14017563	0.07126554	0.07840706	0.08025326	0.0713794	0.076434895	0.0799419
a31	0.105056725	0.12465615	0.100427635	0.10308923	0.093430124	0.09312926	0.09417656	0.09262668	0.10074381	0.0926638
</S>	0.044762973	0.030728927	0.02901028	0.032208	0.06901874	0.115967765	0.056051508	0.046234585	0.298697	0.2773202
