 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a31	0.003356451	0.002041148	0.0050354972	0.004982816	0.014251203	0.050081633	0.061612032	0.07941378	0.05133915	0.0086685065	0.1141375	0.6050803
a20	0.0006291056	9.190599e-05	0.0004120145	0.00011602792	0.00037032267	0.0036034298	0.008570417	0.16821986	0.80568194	0.005449455	0.0066092033	0.0002462541
a37	0.042298365	0.02916937	0.020908838	0.0047503696	0.0035311107	0.0055927993	0.0075498084	0.027186083	0.83436805	0.0132906465	0.010327782	0.0010267732
a24	0.03955089	0.02532406	0.021535171	0.008034913	0.007718203	0.039089397	0.095961936	0.1151322	0.56553113	0.044809334	0.023243539	0.014069243
a31	0.0394516	0.01821879	0.010130433	0.005732397	0.013733012	0.06740995	0.24104773	0.3166573	0.23446691	0.016668592	0.011747609	0.024735644
a39	0.070164345	0.036907464	0.029817486	0.01924075	0.0402958	0.07958787	0.07373026	0.13171384	0.40560967	0.016497007	0.043883152	0.05255242
a31	0.060567703	0.018796382	0.020881236	0.015906466	0.11993584	0.26073048	0.10488621	0.114382036	0.07778924	0.003353821	0.03257973	0.17019095
a24	0.112225324	0.0491678	0.035907906	0.025469465	0.10276859	0.23463671	0.09731113	0.092366956	0.20846325	0.015810791	0.011136254	0.014735872
a31	0.034019295	0.008426776	0.010164148	0.00814786	0.061546843	0.2728767	0.12062382	0.12291274	0.06942451	0.0035074067	0.045522325	0.24282752
a28	0.078939974	0.034212694	0.03402044	0.022694226	0.06626595	0.1601152	0.07575145	0.10026168	0.38085046	0.014824746	0.015651006	0.01641216
a24	0.048152566	0.016096514	0.013501264	0.0095224	0.054003872	0.33036456	0.111470126	0.10548548	0.17301191	0.0023000385	0.015546293	0.12054496
a8	0.15866262	0.05664546	0.039977442	0.032930333	0.14584132	0.20855093	0.19354951	0.099931456	0.046483792	0.0028657874	0.0040494245	0.010511926
a31	0.23477958	0.079067476	0.047308944	0.03316818	0.17230655	0.1520967	0.0833969	0.077301316	0.04425422	0.006528973	0.016583579	0.053207565
a46	0.0839897	0.036693398	0.050473686	0.037971783	0.06568899	0.1137608	0.06348909	0.14546788	0.30626908	0.022519432	0.041331816	0.03234434
a8	0.063740306	0.014375384	0.015196875	0.011868795	0.10709222	0.49295035	0.11346997	0.051643487	0.020010047	0.0025954442	0.01421254	0.0928446
a28	0.18056509	0.058349498	0.054867573	0.037666623	0.252169	0.23437048	0.08823452	0.045991234	0.01831119	0.0052273856	0.008100272	0.016147122
a31	0.20214449	0.0525504	0.047323085	0.030906344	0.23422194	0.23221909	0.050628692	0.043535247	0.026591556	0.009191706	0.021412486	0.049275003
a39	0.051242173	0.022284783	0.08390513	0.04880189	0.034966458	0.048676945	0.027050667	0.041801345	0.27105582	0.046966705	0.2768855	0.04636254
a33	0.11747508	0.017385077	0.019632842	0.014200008	0.1139546	0.54251486	0.056829993	0.014432762	0.009700997	0.004552536	0.012947121	0.07637414
a31	0.06923203	0.012689997	0.028873034	0.019427039	0.3016983	0.4730799	0.04219689	0.010148793	0.0056729265	0.004192898	0.010658366	0.022129912
a24	0.02062172	0.0127581945	0.107942574	0.072734535	0.050543442	0.20232324	0.12009293	0.05692537	0.066480055	0.017314497	0.1484529	0.12381059
a37	0.20629063	0.026372584	0.041052856	0.031258482	0.16874212	0.3784335	0.042657286	0.013588446	0.013292318	0.010527411	0.016937986	0.05084632
a14	0.102331154	0.018821571	0.06570414	0.04054815	0.13637617	0.46148488	0.077307716	0.014266327	0.00836109	0.009292417	0.01769982	0.047806565
a20	0.0960125	0.016536202	0.04192716	0.028786147	0.18261024	0.49377045	0.057988465	0.011684464	0.00805277	0.010075424	0.015022047	0.03753412
a28	0.06984723	0.018037269	0.02494497	0.01795215	0.23026551	0.50432944	0.050973415	0.012418453	0.0077774073	0.008798446	0.014401151	0.04025459
a5	0.082308896	0.027667642	0.03805611	0.030119965	0.23423307	0.37192643	0.06688833	0.02341932	0.017744716	0.020239415	0.027350675	0.060045406
a17	0.102000736	0.038510226	0.04246488	0.036821924	0.21768977	0.30218852	0.07100577	0.033618826	0.027084269	0.027850155	0.035046842	0.06571809
a21	0.08436951	0.049493574	0.05394481	0.050712623	0.15602869	0.21499479	0.09240534	0.054859567	0.04695342	0.04741483	0.056477956	0.0923449
a8	0.07814176	0.05566281	0.06436293	0.0610523	0.15942317	0.17242655	0.08783721	0.060902964	0.055332124	0.05617733	0.062488314	0.08619251
a31	0.08185591	0.066955805	0.07070379	0.069053024	0.11851162	0.13187304	0.0891891	0.071472704	0.06769934	0.06871864	0.07329977	0.09066726
a20	0.06523244	0.053596858	0.05316303	0.033721782	0.08477137	0.058640618	0.024264116	0.023651233	0.14292249	0.12873413	0.29322547	0.03807646
a3	0.09482829	0.025414748	0.06617973	0.053869765	0.23152103	0.22628859	0.046283104	0.027302317	0.039208997	0.052389834	0.05542892	0.0812847
a20	0.07298615	0.053771567	0.099359185	0.08270903	0.23856495	0.13063657	0.060306475	0.04921902	0.048749074	0.05206751	0.0553738	0.05625665
a10	0.09078847	0.07587382	0.08072783	0.07789566	0.13210753	0.102034755	0.076922685	0.07175209	0.07107594	0.071381345	0.07286937	0.07657049
a31	0.08099591	0.0712255	0.081577785	0.078285314	0.14827634	0.108973816	0.07757837	0.07035154	0.06897661	0.06936515	0.07064831	0.07374536
